group,subgroup,boro,outcome,count,day
Age,0-4,BK,CASE_COUNT,984,2020-11-28
Age,0-4,BK,CASE_RATE,537.92,2020-11-28
Age,0-4,BX,CASE_COUNT,676,2020-11-28
Age,0-4,BX,CASE_RATE,674.66,2020-11-28
Age,0-4,MN,CASE_COUNT,326,2020-11-28
Age,0-4,MN,CASE_RATE,428.14,2020-11-28
Age,0-4,QN,CASE_COUNT,686,2020-11-28
Age,0-4,QN,CASE_RATE,500.38,2020-11-28
Age,0-4,SI,CASE_COUNT,220,2020-11-28
Age,0-4,SI,CASE_RATE,804.27,2020-11-28
Age,5-12,BK,CASE_COUNT,1959,2020-11-28
Age,5-12,BK,CASE_RATE,777.46,2020-11-28
Age,5-12,BX,CASE_COUNT,1297,2020-11-28
Age,5-12,BX,CASE_RATE,838.34,2020-11-28
Age,5-12,MN,CASE_COUNT,582,2020-11-28
Age,5-12,MN,CASE_RATE,586.7,2020-11-28
Age,5-12,QN,CASE_COUNT,1427,2020-11-28
Age,5-12,QN,CASE_RATE,728.36,2020-11-28
Age,5-12,SI,CASE_COUNT,471,2020-11-28
Age,5-12,SI,CASE_RATE,1029.4,2020-11-28
Age,13-17,BK,CASE_COUNT,2321,2020-11-28
Age,13-17,BK,CASE_RATE,1655.94,2020-11-28
Age,13-17,BX,CASE_COUNT,1283,2020-11-28
Age,13-17,BX,CASE_RATE,1392.89,2020-11-28
Age,13-17,MN,CASE_COUNT,626,2020-11-28
Age,13-17,MN,CASE_RATE,1119.56,2020-11-28
Age,13-17,QN,CASE_COUNT,1668,2020-11-28
Age,13-17,QN,CASE_RATE,1453.06,2020-11-28
Age,13-17,SI,CASE_COUNT,553,2020-11-28
Age,13-17,SI,CASE_RATE,1851.6,2020-11-28
Age,18-24,BK,CASE_COUNT,6450,2020-11-28
Age,18-24,BK,CASE_RATE,3103.53,2020-11-28
Age,18-24,BX,CASE_COUNT,4104,2020-11-28
Age,18-24,BX,CASE_RATE,2945.24,2020-11-28
Age,18-24,MN,CASE_COUNT,2908,2020-11-28
Age,18-24,MN,CASE_RATE,1996.58,2020-11-28
Age,18-24,QN,CASE_COUNT,5597,2020-11-28
Age,18-24,QN,CASE_RATE,3250.7,2020-11-28
Age,18-24,SI,CASE_COUNT,1865,2020-11-28
Age,18-24,SI,CASE_RATE,4701.04,2020-11-28
Age,25-34,BK,CASE_COUNT,14288,2020-11-28
Age,25-34,BK,CASE_RATE,3039.73,2020-11-28
Age,25-34,BX,CASE_COUNT,10282,2020-11-28
Age,25-34,BX,CASE_RATE,4521.89,2020-11-28
Age,25-34,MN,CASE_COUNT,8263,2020-11-28
Age,25-34,MN,CASE_RATE,2283.36,2020-11-28
Age,25-34,QN,CASE_COUNT,14280,2020-11-28
Age,25-34,QN,CASE_RATE,3970.23,2020-11-28
Age,25-34,SI,CASE_COUNT,3565,2020-11-28
Age,25-34,SI,CASE_RATE,5508.43,2020-11-28
Age,35-44,BK,CASE_COUNT,12634,2020-11-28
Age,35-44,BK,CASE_RATE,3529.19,2020-11-28
Age,35-44,BX,CASE_COUNT,9750,2020-11-28
Age,35-44,BX,CASE_RATE,5434.96,2020-11-28
Age,35-44,MN,CASE_COUNT,5885,2020-11-28
Age,35-44,MN,CASE_RATE,2513.27,2020-11-28
Age,35-44,QN,CASE_COUNT,14073,2020-11-28
Age,35-44,QN,CASE_RATE,4596.09,2020-11-28
Age,35-44,SI,CASE_COUNT,3275,2020-11-28
Age,35-44,SI,CASE_RATE,5534.53,2020-11-28
Age,45-54,BK,CASE_COUNT,12439,2020-11-28
Age,45-54,BK,CASE_RATE,4211.39,2020-11-28
Age,45-54,BX,CASE_COUNT,10843,2020-11-28
Age,45-54,BX,CASE_RATE,6240.04,2020-11-28
Age,45-54,MN,CASE_COUNT,5583,2020-11-28
Age,45-54,MN,CASE_RATE,2854.54,2020-11-28
Age,45-54,QN,CASE_COUNT,15207,2020-11-28
Age,45-54,QN,CASE_RATE,5082.54,2020-11-28
Age,45-54,SI,CASE_COUNT,3612,2020-11-28
Age,45-54,SI,CASE_RATE,5628.62,2020-11-28
Age,55-64,BK,CASE_COUNT,13445,2020-11-28
Age,55-64,BK,CASE_RATE,4705.41,2020-11-28
Age,55-64,BX,CASE_COUNT,10692,2020-11-28
Age,55-64,BX,CASE_RATE,6578.28,2020-11-28
Age,55-64,MN,CASE_COUNT,5930,2020-11-28
Age,55-64,MN,CASE_RATE,3221.79,2020-11-28
Age,55-64,QN,CASE_COUNT,15043,2020-11-28
Age,55-64,QN,CASE_RATE,5006.52,2020-11-28
Age,55-64,SI,CASE_COUNT,3525,2020-11-28
Age,55-64,SI,CASE_RATE,5330.41,2020-11-28
Age,65-74,BK,CASE_COUNT,9857,2020-11-28
Age,65-74,BK,CASE_RATE,4688.38,2020-11-28
Age,65-74,BX,CASE_COUNT,6483,2020-11-28
Age,65-74,BX,CASE_RATE,6191.8,2020-11-28
Age,65-74,MN,CASE_COUNT,4375,2020-11-28
Age,65-74,MN,CASE_RATE,2930.13,2020-11-28
Age,65-74,QN,CASE_COUNT,8908,2020-11-28
Age,65-74,QN,CASE_RATE,4285.19,2020-11-28
Age,65-74,SI,CASE_COUNT,1886,2020-11-28
Age,65-74,SI,CASE_RATE,4042.09,2020-11-28
Age,75+,BK,CASE_COUNT,8340,2020-11-28
Age,75+,BK,CASE_RATE,5290.5,2020-11-28
Age,75+,BX,CASE_COUNT,5612,2020-11-28
Age,75+,BX,CASE_RATE,6675.95,2020-11-28
Age,75+,MN,CASE_COUNT,4861,2020-11-28
Age,75+,MN,CASE_RATE,3833.29,2020-11-28
Age,75+,QN,CASE_COUNT,7866,2020-11-28
Age,75+,QN,CASE_RATE,4902.34,2020-11-28
Age,75+,SI,CASE_COUNT,1674,2020-11-28
Age,75+,SI,CASE_RATE,5128.36,2020-11-28
Age,0-17,BK,DEATH_COUNT,6,2020-11-28
Age,0-17,BK,DEATH_RATE,1.04,2020-11-28
Age,0-17,BX,DEATH_COUNT,5,2020-11-28
Age,0-17,BX,DEATH_RATE,1.44,2020-11-28
Age,0-17,MN,DEATH_COUNT,1,2020-11-28
Age,0-17,MN,DEATH_RATE,0.43,2020-11-28
Age,0-17,QN,DEATH_COUNT,3,2020-11-28
Age,0-17,QN,DEATH_RATE,0.67,2020-11-28
Age,0-17,SI,DEATH_COUNT,0,2020-11-28
Age,0-17,SI,DEATH_RATE,0,2020-11-28
Age,18-24,BK,DEATH_COUNT,14,2020-11-28
Age,18-24,BK,DEATH_RATE,6.74,2020-11-28
Age,18-24,BX,DEATH_COUNT,7,2020-11-28
Age,18-24,BX,DEATH_RATE,5.02,2020-11-28
Age,18-24,MN,DEATH_COUNT,4,2020-11-28
Age,18-24,MN,DEATH_RATE,2.75,2020-11-28
