group,subgroup,boro,outcome,count,day
Race/ethnicity,Asian/Pacific-Islander,BK,CASE_COUNT,3532,2020-12-10
Race/ethnicity,Asian/Pacific-Islander,BK,CASE_RATE,1047.73,2020-12-10
Race/ethnicity,Asian/Pacific-Islander,BX,CASE_COUNT,1286,2020-12-10
Race/ethnicity,Asian/Pacific-Islander,BX,CASE_RATE,2093.66,2020-12-10
Race/ethnicity,Asian/Pacific-Islander,MN,CASE_COUNT,1813,2020-12-10
Race/ethnicity,Asian/Pacific-Islander,MN,CASE_RATE,802.3,2020-12-10
Race/ethnicity,Asian/Pacific-Islander,QN,CASE_COUNT,9050,2020-12-10
Race/ethnicity,Asian/Pacific-Islander,QN,CASE_RATE,1392.74,2020-12-10
Race/ethnicity,Asian/Pacific-Islander,SI,CASE_COUNT,739,2020-12-10
Race/ethnicity,Asian/Pacific-Islander,SI,CASE_RATE,1348.55,2020-12-10
Race/ethnicity,Black/African-American,BK,CASE_COUNT,15996,2020-12-10
Race/ethnicity,Black/African-American,BK,CASE_RATE,1925.92,2020-12-10
Race/ethnicity,Black/African-American,BX,CASE_COUNT,13177,2020-12-10
Race/ethnicity,Black/African-American,BX,CASE_RATE,3024.06,2020-12-10
Race/ethnicity,Black/African-American,MN,CASE_COUNT,4750,2020-12-10
Race/ethnicity,Black/African-American,MN,CASE_RATE,2052.56,2020-12-10
Race/ethnicity,Black/African-American,QN,CASE_COUNT,10143,2020-12-10
Race/ethnicity,Black/African-American,QN,CASE_RATE,2266.14,2020-12-10
Race/ethnicity,Black/African-American,SI,CASE_COUNT,1427,2020-12-10
Race/ethnicity,Black/African-American,SI,CASE_RATE,3177.48,2020-12-10
Race/ethnicity,Hispanic/Latino,BK,CASE_COUNT,10142,2020-12-10
Race/ethnicity,Hispanic/Latino,BK,CASE_RATE,2129.83,2020-12-10
Race/ethnicity,Hispanic/Latino,BX,CASE_COUNT,26663,2020-12-10
Race/ethnicity,Hispanic/Latino,BX,CASE_RATE,3431.76,2020-12-10
Race/ethnicity,Hispanic/Latino,MN,CASE_COUNT,9550,2020-12-10
Race/ethnicity,Hispanic/Latino,MN,CASE_RATE,2137.77,2020-12-10
Race/ethnicity,Hispanic/Latino,QN,CASE_COUNT,19277,2020-12-10
Race/ethnicity,Hispanic/Latino,QN,CASE_RATE,3022.55,2020-12-10
Race/ethnicity,Hispanic/Latino,SI,CASE_COUNT,2706,2020-12-10
Race/ethnicity,Hispanic/Latino,SI,CASE_RATE,3216.86,2020-12-10
Race/ethnicity,White,BK,CASE_COUNT,19807,2020-12-10
Race/ethnicity,White,BK,CASE_RATE,2056.28,2020-12-10
Race/ethnicity,White,BX,CASE_COUNT,4275,2020-12-10
Race/ethnicity,White,BX,CASE_RATE,2966.98,2020-12-10
Race/ethnicity,White,MN,CASE_COUNT,9902,2020-12-10
Race/ethnicity,White,MN,CASE_RATE,1137.94,2020-12-10
Race/ethnicity,White,QN,CASE_COUNT,12440,2020-12-10
Race/ethnicity,White,QN,CASE_RATE,1980.79,2020-12-10
Race/ethnicity,White,SI,CASE_COUNT,9488,2020-12-10
Race/ethnicity,White,SI,CASE_RATE,3164.39,2020-12-10
Race/ethnicity,Asian/Pacific-Islander,BK,DEATH_COUNT,312,2020-12-10
Race/ethnicity,Asian/Pacific-Islander,BK,DEATH_RATE,101.06,2020-12-10
Race/ethnicity,Asian/Pacific-Islander,BX,DEATH_COUNT,91,2020-12-10
Race/ethnicity,Asian/Pacific-Islander,BX,DEATH_RATE,152.44,2020-12-10
Race/ethnicity,Asian/Pacific-Islander,MN,DEATH_COUNT,156,2020-12-10
Race/ethnicity,Asian/Pacific-Islander,MN,DEATH_RATE,67.59,2020-12-10
Race/ethnicity,Asian/Pacific-Islander,QN,DEATH_COUNT,850,2020-12-10
Race/ethnicity,Asian/Pacific-Islander,QN,DEATH_RATE,123.59,2020-12-10
Race/ethnicity,Asian/Pacific-Islander,SI,DEATH_COUNT,61,2020-12-10
Race/ethnicity,Asian/Pacific-Islander,SI,DEATH_RATE,113.86,2020-12-10
Race/ethnicity,Black/African-American,BK,DEATH_COUNT,2192,2020-12-10
Race/ethnicity,Black/African-American,BK,DEATH_RATE,236.83,2020-12-10
Race/ethnicity,Black/African-American,BX,DEATH_COUNT,1330,2020-12-10
Race/ethnicity,Black/African-American,BX,DEATH_RATE,298.35,2020-12-10
Race/ethnicity,Black/African-American,MN,DEATH_COUNT,594,2020-12-10
Race/ethnicity,Black/African-American,MN,DEATH_RATE,227.23,2020-12-10
Race/ethnicity,Black/African-American,QN,DEATH_COUNT,1183,2020-12-10
Race/ethnicity,Black/African-American,QN,DEATH_RATE,234.57,2020-12-10
Race/ethnicity,Black/African-American,SI,DEATH_COUNT,119,2020-12-10
Race/ethnicity,Black/African-American,SI,DEATH_RATE,295.81,2020-12-10
Race/ethnicity,Hispanic/Latino,BK,DEATH_COUNT,1171,2020-12-10
Race/ethnicity,Hispanic/Latino,BK,DEATH_RATE,268.38,2020-12-10
Race/ethnicity,Hispanic/Latino,BX,DEATH_COUNT,1912,2020-12-10
Race/ethnicity,Hispanic/Latino,BX,DEATH_RATE,271.44,2020-12-10
Race/ethnicity,Hispanic/Latino,MN,DEATH_COUNT,967,2020-12-10
Race/ethnicity,Hispanic/Latino,MN,DEATH_RATE,194.78,2020-12-10
Race/ethnicity,Hispanic/Latino,QN,DEATH_COUNT,1865,2020-12-10
Race/ethnicity,Hispanic/Latino,QN,DEATH_RATE,316.93,2020-12-10
Race/ethnicity,Hispanic/Latino,SI,DEATH_COUNT,139,2020-12-10
Race/ethnicity,Hispanic/Latino,SI,DEATH_RATE,225.32,2020-12-10
Race/ethnicity,White,BK,DEATH_COUNT,1763,2020-12-10
Race/ethnicity,White,BK,DEATH_RATE,159.17,2020-12-10
Race/ethnicity,White,BX,DEATH_COUNT,473,2020-12-10
Race/ethnicity,White,BX,DEATH_RATE,174.03,2020-12-10
Race/ethnicity,White,MN,DEATH_COUNT,680,2020-12-10
Race/ethnicity,White,MN,DEATH_RATE,62.32,2020-12-10
Race/ethnicity,White,QN,DEATH_COUNT,1522,2020-12-10
Race/ethnicity,White,QN,DEATH_RATE,148.49,2020-12-10
Race/ethnicity,White,SI,DEATH_COUNT,625,2020-12-10
Race/ethnicity,White,SI,DEATH_RATE,143.49,2020-12-10
Race/ethnicity,Asian/Pacific-Islander,BK,HOSPITALIZED_COUNT,872,2020-12-10
Race/ethnicity,Asian/Pacific-Islander,BK,HOSPITALIZED_RATE,262.61,2020-12-10
Race/ethnicity,Asian/Pacific-Islander,BX,HOSPITALIZED_COUNT,348,2020-12-10
Race/ethnicity,Asian/Pacific-Islander,BX,HOSPITALIZED_RATE,552,2020-12-10
Race/ethnicity,Asian/Pacific-Islander,MN,HOSPITALIZED_COUNT,457,2020-12-10
Race/ethnicity,Asian/Pacific-Islander,MN,HOSPITALIZED_RATE,203.41,2020-12-10
Race/ethnicity,Asian/Pacific-Islander,QN,HOSPITALIZED_COUNT,2525,2020-12-10
Race/ethnicity,Asian/Pacific-Islander,QN,HOSPITALIZED_RATE,357.6,2020-12-10
Race/ethnicity,Asian/Pacific-Islander,SI,HOSPITALIZED_COUNT,140,2020-12-10
Race/ethnicity,Asian/Pacific-Islander,SI,HOSPITALIZED_RATE,242.69,2020-12-10
Race/ethnicity,Black/African-American,BK,HOSPITALIZED_COUNT,6234,2020-12-10
Race/ethnicity,Black/African-American,BK,HOSPITALIZED_RATE,693.54,2020-12-10
Race/ethnicity,Black/African-American,BX,HOSPITALIZED_COUNT,4420,2020-12-10
Race/ethnicity,Black/African-American,BX,HOSPITALIZED_RATE,986,2020-12-10
Race/ethnicity,Black/African-American,MN,HOSPITALIZED_COUNT,1971,2020-12-10
Race/ethnicity,Black/African-American,MN,HOSPITALIZED_RATE,784.65,2020-12-10
Race/ethnicity,Black/African-American,QN,HOSPITALIZED_COUNT,3482,2020-12-10
Race/ethnicity,Black/African-American,QN,HOSPITALIZED_RATE,709.21,2020-12-10
Race/ethnicity,Black/African-American,SI,HOSPITALIZED_COUNT,416,2020-12-10
Race/ethnicity,Black/African-American,SI,HOSPITALIZED_RATE,950.03,2020-12-10
Race/ethnicity,Hispanic/Latino,BK,HOSPITALIZED_COUNT,3055,2020-12-10
Race/ethnicity,Hispanic/Latino,BK,HOSPITALIZED_RATE,667.12,2020-12-10
Race/ethnicity,Hispanic/Latino,BX,HOSPITALIZED_COUNT,6085,2020-12-10
