group,subgroup,boro,outcome,count,day
Race/ethnicity,Asian/Pacific-Islander,BK,CASE_COUNT,3031,2020-11-28
Race/ethnicity,Asian/Pacific-Islander,BK,CASE_RATE,897.76,2020-11-28
Race/ethnicity,Asian/Pacific-Islander,BX,CASE_COUNT,1160,2020-11-28
Race/ethnicity,Asian/Pacific-Islander,BX,CASE_RATE,1883.53,2020-11-28
Race/ethnicity,Asian/Pacific-Islander,MN,CASE_COUNT,1538,2020-11-28
Race/ethnicity,Asian/Pacific-Islander,MN,CASE_RATE,669.19,2020-11-28
Race/ethnicity,Asian/Pacific-Islander,QN,CASE_COUNT,7885,2020-11-28
Race/ethnicity,Asian/Pacific-Islander,QN,CASE_RATE,1205.07,2020-11-28
Race/ethnicity,Asian/Pacific-Islander,SI,CASE_COUNT,620,2020-11-28
Race/ethnicity,Asian/Pacific-Islander,SI,CASE_RATE,1122.92,2020-11-28
Race/ethnicity,Black/African-American,BK,CASE_COUNT,14832,2020-11-28
Race/ethnicity,Black/African-American,BK,CASE_RATE,1775,2020-11-28
Race/ethnicity,Black/African-American,BX,CASE_COUNT,12361,2020-11-28
Race/ethnicity,Black/African-American,BX,CASE_RATE,2831.91,2020-11-28
Race/ethnicity,Black/African-American,MN,CASE_COUNT,4392,2020-11-28
Race/ethnicity,Black/African-American,MN,CASE_RATE,1881.31,2020-11-28
Race/ethnicity,Black/African-American,QN,CASE_COUNT,9363,2020-11-28
Race/ethnicity,Black/African-American,QN,CASE_RATE,2077.65,2020-11-28
Race/ethnicity,Black/African-American,SI,CASE_COUNT,1291,2020-11-28
Race/ethnicity,Black/African-American,SI,CASE_RATE,2873.5,2020-11-28
Race/ethnicity,Hispanic/Latino,BK,CASE_COUNT,8825,2020-11-28
Race/ethnicity,Hispanic/Latino,BK,CASE_RATE,1857.41,2020-11-28
Race/ethnicity,Hispanic/Latino,BX,CASE_COUNT,23742,2020-11-28
Race/ethnicity,Hispanic/Latino,BX,CASE_RATE,3062,2020-11-28
Race/ethnicity,Hispanic/Latino,MN,CASE_COUNT,8303,2020-11-28
Race/ethnicity,Hispanic/Latino,MN,CASE_RATE,1847.22,2020-11-28
Race/ethnicity,Hispanic/Latino,QN,CASE_COUNT,17176,2020-11-28
Race/ethnicity,Hispanic/Latino,QN,CASE_RATE,2695.96,2020-11-28
Race/ethnicity,Hispanic/Latino,SI,CASE_COUNT,2145,2020-11-28
Race/ethnicity,Hispanic/Latino,SI,CASE_RATE,2581.76,2020-11-28
Race/ethnicity,White,BK,CASE_COUNT,17699,2020-11-28
Race/ethnicity,White,BK,CASE_RATE,1830.47,2020-11-28
Race/ethnicity,White,BX,CASE_COUNT,3879,2020-11-28
Race/ethnicity,White,BX,CASE_RATE,2657.09,2020-11-28
Race/ethnicity,White,MN,CASE_COUNT,8641,2020-11-28
Race/ethnicity,White,MN,CASE_RATE,978.8,2020-11-28
Race/ethnicity,White,QN,CASE_COUNT,11223,2020-11-28
Race/ethnicity,White,QN,CASE_RATE,1750.21,2020-11-28
Race/ethnicity,White,SI,CASE_COUNT,7888,2020-11-28
Race/ethnicity,White,SI,CASE_RATE,2597.23,2020-11-28
Race/ethnicity,Asian/Pacific-Islander,BK,DEATH_COUNT,312,2020-11-28
Race/ethnicity,Asian/Pacific-Islander,BK,DEATH_RATE,101.12,2020-11-28
Race/ethnicity,Asian/Pacific-Islander,BX,DEATH_COUNT,91,2020-11-28
Race/ethnicity,Asian/Pacific-Islander,BX,DEATH_RATE,152.44,2020-11-28
Race/ethnicity,Asian/Pacific-Islander,MN,DEATH_COUNT,157,2020-11-28
Race/ethnicity,Asian/Pacific-Islander,MN,DEATH_RATE,68.04,2020-11-28
Race/ethnicity,Asian/Pacific-Islander,QN,DEATH_COUNT,849,2020-11-28
Race/ethnicity,Asian/Pacific-Islander,QN,DEATH_RATE,123.73,2020-11-28
Race/ethnicity,Asian/Pacific-Islander,SI,DEATH_COUNT,60,2020-11-28
Race/ethnicity,Asian/Pacific-Islander,SI,DEATH_RATE,111.49,2020-11-28
Race/ethnicity,Black/African-American,BK,DEATH_COUNT,2179,2020-11-28
Race/ethnicity,Black/African-American,BK,DEATH_RATE,235.52,2020-11-28
Race/ethnicity,Black/African-American,BX,DEATH_COUNT,1331,2020-11-28
Race/ethnicity,Black/African-American,BX,DEATH_RATE,298.55,2020-11-28
Race/ethnicity,Black/African-American,MN,DEATH_COUNT,593,2020-11-28
Race/ethnicity,Black/African-American,MN,DEATH_RATE,226.84,2020-11-28
Race/ethnicity,Black/African-American,QN,DEATH_COUNT,1174,2020-11-28
Race/ethnicity,Black/African-American,QN,DEATH_RATE,232.98,2020-11-28
Race/ethnicity,Black/African-American,SI,DEATH_COUNT,116,2020-11-28
Race/ethnicity,Black/African-American,SI,DEATH_RATE,289.37,2020-11-28
Race/ethnicity,Hispanic/Latino,BK,DEATH_COUNT,1169,2020-11-28
Race/ethnicity,Hispanic/Latino,BK,DEATH_RATE,267.8,2020-11-28
Race/ethnicity,Hispanic/Latino,BX,DEATH_COUNT,1908,2020-11-28
Race/ethnicity,Hispanic/Latino,BX,DEATH_RATE,270.74,2020-11-28
Race/ethnicity,Hispanic/Latino,MN,DEATH_COUNT,961,2020-11-28
Race/ethnicity,Hispanic/Latino,MN,DEATH_RATE,193.51,2020-11-28
Race/ethnicity,Hispanic/Latino,QN,DEATH_COUNT,1855,2020-11-28
Race/ethnicity,Hispanic/Latino,QN,DEATH_RATE,314.77,2020-11-28
Race/ethnicity,Hispanic/Latino,SI,DEATH_COUNT,133,2020-11-28
Race/ethnicity,Hispanic/Latino,SI,DEATH_RATE,213.63,2020-11-28
Race/ethnicity,White,BK,DEATH_COUNT,1746,2020-11-28
Race/ethnicity,White,BK,DEATH_RATE,157.62,2020-11-28
Race/ethnicity,White,BX,DEATH_COUNT,470,2020-11-28
Race/ethnicity,White,BX,DEATH_RATE,172.9,2020-11-28
Race/ethnicity,White,MN,DEATH_COUNT,680,2020-11-28
Race/ethnicity,White,MN,DEATH_RATE,62.38,2020-11-28
Race/ethnicity,White,QN,DEATH_COUNT,1519,2020-11-28
