group,subgroup,boro,outcome,count,day
Sex,Female,BK,CASE_COUNT,45102,2020-12-09
Sex,Female,BK,CASE_RATE,3346.57,2020-12-09
Sex,Female,BX,CASE_COUNT,33880,2020-12-09
Sex,Female,BX,CASE_RATE,4525.42,2020-12-09
Sex,Female,MN,CASE_COUNT,21073,2020-12-09
Sex,Female,MN,CASE_RATE,2458.27,2020-12-09
Sex,Female,QN,CASE_COUNT,44750,2020-12-09
Sex,Female,QN,CASE_RATE,3857.86,2020-12-09
Sex,Female,SI,CASE_COUNT,11767,2020-12-09
Sex,Female,SI,CASE_RATE,4806.53,2020-12-09
Sex,Male,BK,CASE_COUNT,44561,2020-12-09
Sex,Male,BK,CASE_RATE,3676.06,2020-12-09
Sex,Male,BX,CASE_COUNT,31786,2020-12-09
Sex,Male,BX,CASE_RATE,4747.38,2020-12-09
Sex,Male,MN,CASE_COUNT,22220,2020-12-09
Sex,Male,MN,CASE_RATE,2880.19,2020-12-09
Sex,Male,QN,CASE_COUNT,46855,2020-12-09
Sex,Male,QN,CASE_RATE,4283.34,2020-12-09
Sex,Male,SI,CASE_COUNT,12158,2020-12-09
Sex,Male,SI,CASE_RATE,5255.7,2020-12-09
Sex,Female,BK,DEATH_COUNT,2363,2020-12-09
Sex,Female,BK,DEATH_RATE,175.33,2020-12-09
Sex,Female,BX,DEATH_COUNT,1698,2020-12-09
Sex,Female,BX,DEATH_RATE,226.81,2020-12-09
Sex,Female,MN,DEATH_COUNT,1062,2020-12-09
Sex,Female,MN,DEATH_RATE,123.89,2020-12-09
Sex,Female,QN,DEATH_COUNT,2391,2020-12-09
Sex,Female,QN,DEATH_RATE,206.13,2020-12-09
Sex,Female,SI,DEATH_COUNT,408,2020-12-09
Sex,Female,SI,DEATH_RATE,166.66,2020-12-09
Sex,Male,BK,DEATH_COUNT,3525,2020-12-09
Sex,Male,BK,DEATH_RATE,290.8,2020-12-09
Sex,Male,BX,DEATH_COUNT,2401,2020-12-09
Sex,Male,BX,DEATH_RATE,358.6,2020-12-09
Sex,Male,MN,DEATH_COUNT,1518,2020-12-09
Sex,Male,MN,DEATH_RATE,196.77,2020-12-09
Sex,Male,QN,DEATH_COUNT,3751,2020-12-09
Sex,Male,QN,DEATH_RATE,342.9,2020-12-09
Sex,Male,SI,DEATH_COUNT,569,2020-12-09
Sex,Male,SI,DEATH_RATE,245.97,2020-12-09
Sex,Female,BK,HOSPITALIZED_COUNT,8302,2020-12-09
Sex,Female,BK,HOSPITALIZED_RATE,616.01,2020-12-09
Sex,Female,BX,HOSPITALIZED_COUNT,6315,2020-12-09
Sex,Female,BX,HOSPITALIZED_RATE,843.51,2020-12-09
Sex,Female,MN,HOSPITALIZED_COUNT,3866,2020-12-09
Sex,Female,MN,HOSPITALIZED_RATE,450.99,2020-12-09
Sex,Female,QN,HOSPITALIZED_COUNT,8190,2020-12-09
Sex,Female,QN,HOSPITALIZED_RATE,706.05,2020-12-09
Sex,Female,SI,HOSPITALIZED_COUNT,1380,2020-12-09
Sex,Female,SI,HOSPITALIZED_RATE,563.7,2020-12-09
Sex,Male,BK,HOSPITALIZED_COUNT,9753,2020-12-09
Sex,Male,BK,HOSPITALIZED_RATE,804.57,2020-12-09
Sex,Male,BX,HOSPITALIZED_COUNT,7415,2020-12-09
Sex,Male,BX,HOSPITALIZED_RATE,1107.46,2020-12-09
Sex,Male,MN,HOSPITALIZED_COUNT,5034,2020-12-09
Sex,Male,MN,HOSPITALIZED_RATE,652.51,2020-12-09
Sex,Male,QN,HOSPITALIZED_COUNT,11111,2020-12-09
Sex,Male,QN,HOSPITALIZED_RATE,1015.73,2020-12-09
Sex,Male,SI,HOSPITALIZED_COUNT,1732,2020-12-09
Sex,Male,SI,HOSPITALIZED_RATE,748.71,2020-12-09
