group,subgroup,boro,outcome,count,day
Age,0-4,BK,CASE_COUNT,1001,2020-11-30
Age,0-4,BK,CASE_RATE,547.22,2020-11-30
Age,0-4,BX,CASE_COUNT,696,2020-11-30
Age,0-4,BX,CASE_RATE,694.62,2020-11-30
Age,0-4,MN,CASE_COUNT,343,2020-11-30
Age,0-4,MN,CASE_RATE,450.46,2020-11-30
Age,0-4,QN,CASE_COUNT,707,2020-11-30
Age,0-4,QN,CASE_RATE,515.7,2020-11-30
Age,0-4,SI,CASE_COUNT,231,2020-11-30
Age,0-4,SI,CASE_RATE,844.48,2020-11-30
Age,5-12,BK,CASE_COUNT,2016,2020-11-30
Age,5-12,BK,CASE_RATE,800.08,2020-11-30
Age,5-12,BX,CASE_COUNT,1323,2020-11-30
Age,5-12,BX,CASE_RATE,855.14,2020-11-30
Age,5-12,MN,CASE_COUNT,612,2020-11-30
Age,5-12,MN,CASE_RATE,616.94,2020-11-30
Age,5-12,QN,CASE_COUNT,1468,2020-11-30
Age,5-12,QN,CASE_RATE,749.29,2020-11-30
Age,5-12,SI,CASE_COUNT,488,2020-11-30
Age,5-12,SI,CASE_RATE,1066.55,2020-11-30
Age,13-17,BK,CASE_COUNT,2373,2020-11-30
Age,13-17,BK,CASE_RATE,1693.04,2020-11-30
Age,13-17,BX,CASE_COUNT,1307,2020-11-30
Age,13-17,BX,CASE_RATE,1418.95,2020-11-30
Age,13-17,MN,CASE_COUNT,640,2020-11-30
Age,13-17,MN,CASE_RATE,1144.59,2020-11-30
Age,13-17,QN,CASE_COUNT,1705,2020-11-30
Age,13-17,QN,CASE_RATE,1485.29,2020-11-30
Age,13-17,SI,CASE_COUNT,574,2020-11-30
Age,13-17,SI,CASE_RATE,1921.92,2020-11-30
Age,18-24,BK,CASE_COUNT,6537,2020-11-30
Age,18-24,BK,CASE_RATE,3145.39,2020-11-30
Age,18-24,BX,CASE_COUNT,4165,2020-11-30
Age,18-24,BX,CASE_RATE,2989.01,2020-11-30
Age,18-24,MN,CASE_COUNT,2964,2020-11-30
Age,18-24,MN,CASE_RATE,2035.03,2020-11-30
Age,18-24,QN,CASE_COUNT,5702,2020-11-30
Age,18-24,QN,CASE_RATE,3311.69,2020-11-30
Age,18-24,SI,CASE_COUNT,1911,2020-11-30
Age,18-24,SI,CASE_RATE,4816.99,2020-11-30
Age,25-34,BK,CASE_COUNT,14483,2020-11-30
Age,25-34,BK,CASE_RATE,3081.22,2020-11-30
Age,25-34,BX,CASE_COUNT,10397,2020-11-30
Age,25-34,BX,CASE_RATE,4572.46,2020-11-30
Age,25-34,MN,CASE_COUNT,8425,2020-11-30
Age,25-34,MN,CASE_RATE,2328.13,2020-11-30
Age,25-34,QN,CASE_COUNT,14472,2020-11-30
