group,subgroup,boro,outcome,count,day
Race/ethnicity,Asian/Pacific-Islander,BK,CASE_COUNT,2869,2020-11-21
Race/ethnicity,Asian/Pacific-Islander,BK,CASE_RATE,849.13,2020-11-21
Race/ethnicity,Asian/Pacific-Islander,BX,CASE_COUNT,1128,2020-11-21
Race/ethnicity,Asian/Pacific-Islander,BX,CASE_RATE,1828.3,2020-11-21
Race/ethnicity,Asian/Pacific-Islander,MN,CASE_COUNT,1431,2020-11-21
Race/ethnicity,Asian/Pacific-Islander,MN,CASE_RATE,620.81,2020-11-21
Race/ethnicity,Asian/Pacific-Islander,QN,CASE_COUNT,7489,2020-11-21
Race/ethnicity,Asian/Pacific-Islander,QN,CASE_RATE,1139.51,2020-11-21
Race/ethnicity,Asian/Pacific-Islander,SI,CASE_COUNT,585,2020-11-21
Race/ethnicity,Asian/Pacific-Islander,SI,CASE_RATE,1057.31,2020-11-21
Race/ethnicity,Black/African-American,BK,CASE_COUNT,14414,2020-11-21
Race/ethnicity,Black/African-American,BK,CASE_RATE,1721.67,2020-11-21
Race/ethnicity,Black/African-American,BX,CASE_COUNT,12135,2020-11-21
Race/ethnicity,Black/African-American,BX,CASE_RATE,2777.78,2020-11-21
Race/ethnicity,Black/African-American,MN,CASE_COUNT,4269,2020-11-21
Race/ethnicity,Black/African-American,MN,CASE_RATE,1823.87,2020-11-21
Race/ethnicity,Black/African-American,QN,CASE_COUNT,9101,2020-11-21
Race/ethnicity,Black/African-American,QN,CASE_RATE,2013.23,2020-11-21
Race/ethnicity,Black/African-American,SI,CASE_COUNT,1224,2020-11-21
Race/ethnicity,Black/African-American,SI,CASE_RATE,2723.93,2020-11-21
Race/ethnicity,Hispanic/Latino,BK,CASE_COUNT,8347,2020-11-21
Race/ethnicity,Hispanic/Latino,BK,CASE_RATE,1758.42,2020-11-21
Race/ethnicity,Hispanic/Latino,BX,CASE_COUNT,22824,2020-11-21
Race/ethnicity,Hispanic/Latino,BX,CASE_RATE,2946.37,2020-11-21
Race/ethnicity,Hispanic/Latino,MN,CASE_COUNT,7922,2020-11-21
Race/ethnicity,Hispanic/Latino,MN,CASE_RATE,1759.88,2020-11-21
Race/ethnicity,Hispanic/Latino,QN,CASE_COUNT,16448,2020-11-21
Race/ethnicity,Hispanic/Latino,QN,CASE_RATE,2581.66,2020-11-21
Race/ethnicity,Hispanic/Latino,SI,CASE_COUNT,1936,2020-11-21
Race/ethnicity,Hispanic/Latino,SI,CASE_RATE,2345.04,2020-11-21
Race/ethnicity,White,BK,CASE_COUNT,16966,2020-11-21
Race/ethnicity,White,BK,CASE_RATE,1752.66,2020-11-21
Race/ethnicity,White,BX,CASE_COUNT,3761,2020-11-21
Race/ethnicity,White,BX,CASE_RATE,2561.06,2020-11-21
Race/ethnicity,White,MN,CASE_COUNT,8077,2020-11-21
Race/ethnicity,White,MN,CASE_RATE,911.13,2020-11-21
Race/ethnicity,White,QN,CASE_COUNT,10752,2020-11-21
Race/ethnicity,White,QN,CASE_RATE,1661.7,2020-11-21
Race/ethnicity,White,SI,CASE_COUNT,7242,2020-11-21
Race/ethnicity,White,SI,CASE_RATE,2375.93,2020-11-21
Race/ethnicity,Asian/Pacific-Islander,BK,DEATH_COUNT,308,2020-11-21
Race/ethnicity,Asian/Pacific-Islander,BK,DEATH_RATE,99.68,2020-11-21
Race/ethnicity,Asian/Pacific-Islander,BX,DEATH_COUNT,91,2020-11-21
Race/ethnicity,Asian/Pacific-Islander,BX,DEATH_RATE,152.44,2020-11-21
Race/ethnicity,Asian/Pacific-Islander,MN,DEATH_COUNT,157,2020-11-21
Race/ethnicity,Asian/Pacific-Islander,MN,DEATH_RATE,68.04,2020-11-21
Race/ethnicity,Asian/Pacific-Islander,QN,DEATH_COUNT,844,2020-11-21
Race/ethnicity,Asian/Pacific-Islander,QN,DEATH_RATE,123,2020-11-21
Race/ethnicity,Asian/Pacific-Islander,SI,DEATH_COUNT,59,2020-11-21
Race/ethnicity,Asian/Pacific-Islander,SI,DEATH_RATE,109.11,2020-11-21
Race/ethnicity,Black/African-American,BK,DEATH_COUNT,2172,2020-11-21
Race/ethnicity,Black/African-American,BK,DEATH_RATE,234.67,2020-11-21
Race/ethnicity,Black/African-American,BX,DEATH_COUNT,1334,2020-11-21
Race/ethnicity,Black/African-American,BX,DEATH_RATE,299.09,2020-11-21
Race/ethnicity,Black/African-American,MN,DEATH_COUNT,593,2020-11-21
Race/ethnicity,Black/African-American,MN,DEATH_RATE,226.71,2020-11-21
Race/ethnicity,Black/African-American,QN,DEATH_COUNT,1172,2020-11-21
Race/ethnicity,Black/African-American,QN,DEATH_RATE,232.56,2020-11-21
Race/ethnicity,Black/African-American,SI,DEATH_COUNT,115,2020-11-21
Race/ethnicity,Black/African-American,SI,DEATH_RATE,286.06,2020-11-21
Race/ethnicity,Hispanic/Latino,BK,DEATH_COUNT,1167,2020-11-21
Race/ethnicity,Hispanic/Latino,BK,DEATH_RATE,267.41,2020-11-21
Race/ethnicity,Hispanic/Latino,BX,DEATH_COUNT,1908,2020-11-21
Race/ethnicity,Hispanic/Latino,BX,DEATH_RATE,270.68,2020-11-21
Race/ethnicity,Hispanic/Latino,MN,DEATH_COUNT,959,2020-11-21
Race/ethnicity,Hispanic/Latino,MN,DEATH_RATE,193.12,2020-11-21
Race/ethnicity,Hispanic/Latino,QN,DEATH_COUNT,1851,2020-11-21
Race/ethnicity,Hispanic/Latino,QN,DEATH_RATE,314.21,2020-11-21
Race/ethnicity,Hispanic/Latino,SI,DEATH_COUNT,133,2020-11-21
Race/ethnicity,Hispanic/Latino,SI,DEATH_RATE,213.63,2020-11-21
Race/ethnicity,White,BK,DEATH_COUNT,1736,2020-11-21
Race/ethnicity,White,BK,DEATH_RATE,156.74,2020-11-21
Race/ethnicity,White,BX,DEATH_COUNT,470,2020-11-21
Race/ethnicity,White,BX,DEATH_RATE,172.79,2020-11-21
Race/ethnicity,White,MN,DEATH_COUNT,679,2020-11-21
Race/ethnicity,White,MN,DEATH_RATE,62.29,2020-11-21
Race/ethnicity,White,QN,DEATH_COUNT,1514,2020-11-21
Race/ethnicity,White,QN,DEATH_RATE,147.97,2020-11-21
Race/ethnicity,White,SI,DEATH_COUNT,587,2020-11-21
Race/ethnicity,White,SI,DEATH_RATE,134.58,2020-11-21
Race/ethnicity,Asian/Pacific-Islander,BK,HOSPITALIZED_COUNT,817,2020-11-21
Race/ethnicity,Asian/Pacific-Islander,BK,HOSPITALIZED_RATE,246.82,2020-11-21
