group,subgroup,boro,outcome,count,day
Age,0-4,BK,CASE_COUNT,1185,2020-12-09
Age,0-4,BK,CASE_RATE,647.8,2020-12-09
Age,0-4,BX,CASE_COUNT,819,2020-12-09
Age,0-4,BX,CASE_RATE,817.37,2020-12-09
Age,0-4,MN,CASE_COUNT,414,2020-12-09
Age,0-4,MN,CASE_RATE,543.71,2020-12-09
Age,0-4,QN,CASE_COUNT,835,2020-12-09
Age,0-4,QN,CASE_RATE,609.07,2020-12-09
Age,0-4,SI,CASE_COUNT,308,2020-12-09
Age,0-4,SI,CASE_RATE,1125.98,2020-12-09
Age,5-12,BK,CASE_COUNT,2425,2020-12-09
Age,5-12,BK,CASE_RATE,962.4,2020-12-09
Age,5-12,BX,CASE_COUNT,1570,2020-12-09
Age,5-12,BX,CASE_RATE,1014.8,2020-12-09
Age,5-12,MN,CASE_COUNT,767,2020-12-09
Age,5-12,MN,CASE_RATE,773.2,2020-12-09
Age,5-12,QN,CASE_COUNT,1798,2020-12-09
Age,5-12,QN,CASE_RATE,917.73,2020-12-09
Age,5-12,SI,CASE_COUNT,679,2020-12-09
Age,5-12,SI,CASE_RATE,1483.99,2020-12-09
Age,13-17,BK,CASE_COUNT,2741,2020-12-09
Age,13-17,BK,CASE_RATE,1955.6,2020-12-09
Age,13-17,BX,CASE_COUNT,1485,2020-12-09
Age,13-17,BX,CASE_RATE,1612.19,2020-12-09
Age,13-17,MN,CASE_COUNT,754,2020-12-09
Age,13-17,MN,CASE_RATE,1348.47,2020-12-09
Age,13-17,QN,CASE_COUNT,1946,2020-12-09
Age,13-17,QN,CASE_RATE,1695.24,2020-12-09
Age,13-17,SI,CASE_COUNT,758,2020-12-09
Age,13-17,SI,CASE_RATE,2538,2020-12-09
Age,18-24,BK,CASE_COUNT,7219,2020-12-09
Age,18-24,BK,CASE_RATE,3473.55,2020-12-09
Age,18-24,BX,CASE_COUNT,4536,2020-12-09
Age,18-24,BX,CASE_RATE,3255.26,2020-12-09
Age,18-24,MN,CASE_COUNT,3325,2020-12-09
Age,18-24,MN,CASE_RATE,2282.88,2020-12-09
Age,18-24,QN,CASE_COUNT,6299,2020-12-09
Age,18-24,QN,CASE_RATE,3658.42,2020-12-09
Age,18-24,SI,CASE_COUNT,2241,2020-12-09
Age,18-24,SI,CASE_RATE,5648.81,2020-12-09
Age,25-34,BK,CASE_COUNT,15763,2020-12-09
Age,25-34,BK,CASE_RATE,3353.54,2020-12-09
Age,25-34,BX,CASE_COUNT,11144,2020-12-09
Age,25-34,BX,CASE_RATE,4900.98,2020-12-09
Age,25-34,MN,CASE_COUNT,9299,2020-12-09
Age,25-34,MN,CASE_RATE,2569.64,2020-12-09
Age,25-34,QN,CASE_COUNT,15684,2020-12-09
Age,25-34,QN,CASE_RATE,4360.58,2020-12-09
Age,25-34,SI,CASE_COUNT,4133,2020-12-09
Age,25-34,SI,CASE_RATE,6386.07,2020-12-09
Age,35-44,BK,CASE_COUNT,13812,2020-12-09
Age,35-44,BK,CASE_RATE,3858.25,2020-12-09
Age,35-44,BX,CASE_COUNT,10500,2020-12-09
Age,35-44,BX,CASE_RATE,5853.04,2020-12-09
Age,35-44,MN,CASE_COUNT,6488,2020-12-09
Age,35-44,MN,CASE_RATE,2770.79,2020-12-09
Age,35-44,QN,CASE_COUNT,15280,2020-12-09
Age,35-44,QN,CASE_RATE,4990.28,2020-12-09
Age,35-44,SI,CASE_COUNT,3814,2020-12-09
Age,35-44,SI,CASE_RATE,6445.4,2020-12-09
Age,45-54,BK,CASE_COUNT,13397,2020-12-09
Age,45-54,BK,CASE_RATE,4535.73,2020-12-09
Age,45-54,BX,CASE_COUNT,11541,2020-12-09
Age,45-54,BX,CASE_RATE,6641.73,2020-12-09
Age,45-54,MN,CASE_COUNT,6132,2020-12-09
Age,45-54,MN,CASE_RATE,3135.24,2020-12-09
Age,45-54,QN,CASE_COUNT,16266,2020-12-09
Age,45-54,QN,CASE_RATE,5436.48,2020-12-09
Age,45-54,SI,CASE_COUNT,4056,2020-12-09
Age,45-54,SI,CASE_RATE,6320.51,2020-12-09
Age,55-64,BK,CASE_COUNT,14216,2020-12-09
