group,subgroup,boro,outcome,count,day
Sex,Female,BK,CASE_COUNT,42454,2020-12-02
Sex,Female,BK,CASE_RATE,3150.09,2020-12-02
Sex,Female,BX,CASE_COUNT,32147,2020-12-02
Sex,Female,BX,CASE_RATE,4293.94,2020-12-02
Sex,Female,MN,CASE_COUNT,19665,2020-12-02
Sex,Female,MN,CASE_RATE,2294.02,2020-12-02
Sex,Female,QN,CASE_COUNT,42371,2020-12-02
Sex,Female,QN,CASE_RATE,3652.77,2020-12-02
Sex,Female,SI,CASE_COUNT,10616,2020-12-02
Sex,Female,SI,CASE_RATE,4336.37,2020-12-02
Sex,Male,BK,CASE_COUNT,42148,2020-12-02
Sex,Male,BK,CASE_RATE,3477,2020-12-02
Sex,Male,BX,CASE_COUNT,30361,2020-12-02
Sex,Male,BX,CASE_RATE,4534.55,2020-12-02
Sex,Male,MN,CASE_COUNT,20983,2020-12-02
Sex,Male,MN,CASE_RATE,2719.84,2020-12-02
Sex,Male,QN,CASE_COUNT,44524,2020-12-02
Sex,Male,QN,CASE_RATE,4070.25,2020-12-02
Sex,Male,SI,CASE_COUNT,11177,2020-12-02
Sex,Male,SI,CASE_RATE,4831.63,2020-12-02
Sex,Female,BK,DEATH_COUNT,2348,2020-12-02
Sex,Female,BK,DEATH_RATE,174.22,2020-12-02
Sex,Female,BX,DEATH_COUNT,1696,2020-12-02
Sex,Female,BX,DEATH_RATE,226.54,2020-12-02
Sex,Female,MN,DEATH_COUNT,1060,2020-12-02
Sex,Female,MN,DEATH_RATE,123.65,2020-12-02
Sex,Female,QN,DEATH_COUNT,2384,2020-12-02
Sex,Female,QN,DEATH_RATE,205.52,2020-12-02
Sex,Female,SI,DEATH_COUNT,394,2020-12-02
Sex,Female,SI,DEATH_RATE,160.94,2020-12-02
Sex,Male,BK,DEATH_COUNT,3510,2020-12-02
Sex,Male,BK,DEATH_RATE,289.56,2020-12-02
Sex,Male,BX,DEATH_COUNT,2392,2020-12-02
Sex,Male,BX,DEATH_RATE,357.26,2020-12-02
Sex,Male,MN,DEATH_COUNT,1518,2020-12-02
Sex,Male,MN,DEATH_RATE,196.77,2020-12-02
Sex,Male,QN,DEATH_COUNT,3740,2020-12-02
Sex,Male,QN,DEATH_RATE,341.9,2020-12-02
Sex,Male,SI,DEATH_COUNT,555,2020-12-02
Sex,Male,SI,DEATH_RATE,239.92,2020-12-02
Sex,Female,BK,HOSPITALIZED_COUNT,8130,2020-12-02
Sex,Female,BK,HOSPITALIZED_RATE,603.25,2020-12-02
Sex,Female,BX,HOSPITALIZED_COUNT,6200,2020-12-02
Sex,Female,BX,HOSPITALIZED_RATE,828.15,2020-12-02
Sex,Female,MN,HOSPITALIZED_COUNT,3796,2020-12-02
Sex,Female,MN,HOSPITALIZED_RATE,442.82,2020-12-02
Sex,Female,QN,HOSPITALIZED_COUNT,8019,2020-12-02
Sex,Female,QN,HOSPITALIZED_RATE,691.31,2020-12-02
Sex,Female,SI,HOSPITALIZED_COUNT,1285,2020-12-02
Sex,Female,SI,HOSPITALIZED_RATE,524.89,2020-12-02
Sex,Male,BK,HOSPITALIZED_COUNT,9568,2020-12-02
Sex,Male,BK,HOSPITALIZED_RATE,789.31,2020-12-02
Sex,Male,BX,HOSPITALIZED_COUNT,7294,2020-12-02
Sex,Male,BX,HOSPITALIZED_RATE,1089.39,2020-12-02
Sex,Male,MN,HOSPITALIZED_COUNT,4945,2020-12-02
Sex,Male,MN,HOSPITALIZED_RATE,640.98,2020-12-02
Sex,Male,QN,HOSPITALIZED_COUNT,10898,2020-12-02
Sex,Male,QN,HOSPITALIZED_RATE,996.26,2020-12-02
Sex,Male,SI,HOSPITALIZED_COUNT,1646,2020-12-02
Sex,Male,SI,HOSPITALIZED_RATE,711.54,2020-12-02
