group,subgroup,boro,outcome,count,day
Sex,Female,BK,CASE_COUNT,43304,2020-12-04
Sex,Female,BK,CASE_RATE,3213.16,2020-12-04
Sex,Female,BX,CASE_COUNT,32649,2020-12-04
Sex,Female,BX,CASE_RATE,4361,2020-12-04
Sex,Female,MN,CASE_COUNT,20120,2020-12-04
Sex,Female,MN,CASE_RATE,2347.1,2020-12-04
Sex,Female,QN,CASE_COUNT,43036,2020-12-04
Sex,Female,QN,CASE_RATE,3710.1,2020-12-04
Sex,Female,SI,CASE_COUNT,10909,2020-12-04
Sex,Female,SI,CASE_RATE,4456.05,2020-12-04
Sex,Male,BK,CASE_COUNT,42931,2020-12-04
Sex,Male,BK,CASE_RATE,3541.59,2020-12-04
Sex,Male,BX,CASE_COUNT,30767,2020-12-04
Sex,Male,BX,CASE_RATE,4595.19,2020-12-04
Sex,Male,MN,CASE_COUNT,21340,2020-12-04
Sex,Male,MN,CASE_RATE,2766.12,2020-12-04
Sex,Male,QN,CASE_COUNT,45168,2020-12-04
Sex,Male,QN,CASE_RATE,4129.12,2020-12-04
Sex,Male,SI,CASE_COUNT,11443,2020-12-04
Sex,Male,SI,CASE_RATE,4946.61,2020-12-04
Sex,Female,BK,DEATH_COUNT,2350,2020-12-04
Sex,Female,BK,DEATH_RATE,174.37,2020-12-04
Sex,Female,BX,DEATH_COUNT,1695,2020-12-04
Sex,Female,BX,DEATH_RATE,226.4,2020-12-04
Sex,Female,MN,DEATH_COUNT,1059,2020-12-04
Sex,Female,MN,DEATH_RATE,123.54,2020-12-04
Sex,Female,QN,DEATH_COUNT,2383,2020-12-04
Sex,Female,QN,DEATH_RATE,205.44,2020-12-04
Sex,Female,SI,DEATH_COUNT,397,2020-12-04
Sex,Female,SI,DEATH_RATE,162.16,2020-12-04
Sex,Male,BK,DEATH_COUNT,3517,2020-12-04
Sex,Male,BK,DEATH_RATE,290.14,2020-12-04
Sex,Male,BX,DEATH_COUNT,2394,2020-12-04
Sex,Male,BX,DEATH_RATE,357.55,2020-12-04
Sex,Male,MN,DEATH_COUNT,1522,2020-12-04
Sex,Male,MN,DEATH_RATE,197.28,2020-12-04
Sex,Male,QN,DEATH_COUNT,3742,2020-12-04
Sex,Male,QN,DEATH_RATE,342.08,2020-12-04
Sex,Male,SI,DEATH_COUNT,560,2020-12-04
Sex,Male,SI,DEATH_RATE,242.08,2020-12-04
Sex,Female,BK,HOSPITALIZED_COUNT,8187,2020-12-04
Sex,Female,BK,HOSPITALIZED_RATE,607.48,2020-12-04
Sex,Female,BX,HOSPITALIZED_COUNT,6231,2020-12-04
Sex,Female,BX,HOSPITALIZED_RATE,832.29,2020-12-04
Sex,Female,MN,HOSPITALIZED_COUNT,3824,2020-12-04
Sex,Female,MN,HOSPITALIZED_RATE,446.09,2020-12-04
Sex,Female,QN,HOSPITALIZED_COUNT,8060,2020-12-04
Sex,Female,QN,HOSPITALIZED_RATE,694.85,2020-12-04
Sex,Female,SI,HOSPITALIZED_COUNT,1309,2020-12-04
Sex,Female,SI,HOSPITALIZED_RATE,534.69,2020-12-04
Sex,Male,BK,HOSPITALIZED_COUNT,9618,2020-12-04
Sex,Male,BK,HOSPITALIZED_RATE,793.44,2020-12-04
Sex,Male,BX,HOSPITALIZED_COUNT,7339,2020-12-04
Sex,Male,BX,HOSPITALIZED_RATE,1096.11,2020-12-04
Sex,Male,MN,HOSPITALIZED_COUNT,4976,2020-12-04
Sex,Male,MN,HOSPITALIZED_RATE,645,2020-12-04
Sex,Male,QN,HOSPITALIZED_COUNT,10953,2020-12-04
Sex,Male,QN,HOSPITALIZED_RATE,1001.29,2020-12-04
Sex,Male,SI,HOSPITALIZED_COUNT,1669,2020-12-04
Sex,Male,SI,HOSPITALIZED_RATE,721.48,2020-12-04
