group,subgroup,boro,outcome,count,day
Age,0-4,BK,CASE_COUNT,1069,2020-12-04
Age,0-4,BK,CASE_RATE,584.39,2020-12-04
Age,0-4,BX,CASE_COUNT,751,2020-12-04
Age,0-4,BX,CASE_RATE,749.51,2020-12-04
Age,0-4,MN,CASE_COUNT,371,2020-12-04
Age,0-4,MN,CASE_RATE,487.23,2020-12-04
Age,0-4,QN,CASE_COUNT,759,2020-12-04
Age,0-4,QN,CASE_RATE,553.63,2020-12-04
Age,0-4,SI,CASE_COUNT,265,2020-12-04
Age,0-4,SI,CASE_RATE,968.78,2020-12-04
Age,5-12,BK,CASE_COUNT,2169,2020-12-04
Age,5-12,BK,CASE_RATE,860.8,2020-12-04
Age,5-12,BX,CASE_COUNT,1421,2020-12-04
Age,5-12,BX,CASE_RATE,918.49,2020-12-04
Age,5-12,MN,CASE_COUNT,676,2020-12-04
Age,5-12,MN,CASE_RATE,681.46,2020-12-04
Age,5-12,QN,CASE_COUNT,1606,2020-12-04
Age,5-12,QN,CASE_RATE,819.73,2020-12-04
Age,5-12,SI,CASE_COUNT,581,2020-12-04
Age,5-12,SI,CASE_RATE,1269.81,2020-12-04
Age,13-17,BK,CASE_COUNT,2550,2020-12-04
Age,13-17,BK,CASE_RATE,1819.33,2020-12-04
Age,13-17,BX,CASE_COUNT,1387,2020-12-04
Age,13-17,BX,CASE_RATE,1505.8,2020-12-04
Age,13-17,MN,CASE_COUNT,688,2020-12-04
Age,13-17,MN,CASE_RATE,1230.44,2020-12-04
Age,13-17,QN,CASE_COUNT,1799,2020-12-04
Age,13-17,QN,CASE_RATE,1567.18,2020-12-04
Age,13-17,SI,CASE_COUNT,671,2020-12-04
Age,13-17,SI,CASE_RATE,2246.7,2020-12-04
Age,18-24,BK,CASE_COUNT,6852,2020-12-04
Age,18-24,BK,CASE_RATE,3296.96,2020-12-04
Age,18-24,BX,CASE_COUNT,4317,2020-12-04
Age,18-24,BX,CASE_RATE,3098.1,2020-12-04
Age,18-24,MN,CASE_COUNT,3122,2020-12-04
Age,18-24,MN,CASE_RATE,2143.51,2020-12-04
Age,18-24,QN,CASE_COUNT,5967,2020-12-04
Age,18-24,QN,CASE_RATE,3465.6,2020-12-04
Age,18-24,SI,CASE_COUNT,2054,2020-12-04
Age,18-24,SI,CASE_RATE,5177.45,2020-12-04
Age,25-34,BK,CASE_COUNT,15051,2020-12-04
Age,25-34,BK,CASE_RATE,3202.06,2020-12-04
Age,25-34,BX,CASE_COUNT,10740,2020-12-04
Age,25-34,BX,CASE_RATE,4723.31,2020-12-04
Age,25-34,MN,CASE_COUNT,8823,2020-12-04
Age,25-34,MN,CASE_RATE,2438.11,2020-12-04
Age,25-34,QN,CASE_COUNT,15003,2020-12-04
Age,25-34,QN,CASE_RATE,4171.24,2020-12-04
Age,25-34,SI,CASE_COUNT,3865,2020-12-04
Age,25-34,SI,CASE_RATE,5971.97,2020-12-04
Age,35-44,BK,CASE_COUNT,13279,2020-12-04
Age,35-44,BK,CASE_RATE,3709.36,2020-12-04
Age,35-44,BX,CASE_COUNT,10134,2020-12-04
Age,35-44,BX,CASE_RATE,5649.02,2020-12-04
Age,35-44,MN,CASE_COUNT,6219,2020-12-04
Age,35-44,MN,CASE_RATE,2655.91,2020-12-04
Age,35-44,QN,CASE_COUNT,14650,2020-12-04
Age,35-44,QN,CASE_RATE,4784.53,2020-12-04
Age,35-44,SI,CASE_COUNT,3567,2020-12-04
Age,35-44,SI,CASE_RATE,6027.99,2020-12-04
Age,45-54,BK,CASE_COUNT,12943,2020-12-04
Age,45-54,BK,CASE_RATE,4382.02,2020-12-04
Age,45-54,BX,CASE_COUNT,11200,2020-12-04
Age,45-54,BX,CASE_RATE,6445.49,2020-12-04
Age,45-54,MN,CASE_COUNT,5885,2020-12-04
Age,45-54,MN,CASE_RATE,3008.95,2020-12-04
Age,45-54,QN,CASE_COUNT,15755,2020-12-04
Age,45-54,QN,CASE_RATE,5265.69,2020-12-04
Age,45-54,SI,CASE_COUNT,3845,2020-12-04
Age,45-54,SI,CASE_RATE,5991.71,2020-12-04
Age,55-64,BK,CASE_COUNT,13830,2020-12-04
Age,55-64,BK,CASE_RATE,4840.15,2020-12-04
Age,55-64,BX,CASE_COUNT,11026,2020-12-04
Age,55-64,BX,CASE_RATE,6783.77,2020-12-04
Age,55-64,MN,CASE_COUNT,6181,2020-12-04
Age,55-64,MN,CASE_RATE,3358.16,2020-12-04
Age,55-64,QN,CASE_COUNT,15516,2020-12-04
Age,55-64,QN,CASE_RATE,5163.94,2020-12-04
Age,55-64,SI,CASE_COUNT,3741,2020-12-04
Age,55-64,SI,CASE_RATE,5657.04,2020-12-04
Age,65-74,BK,CASE_COUNT,10118,2020-12-04
Age,65-74,BK,CASE_RATE,4812.53,2020-12-04
Age,65-74,BX,CASE_COUNT,6652,2020-12-04
Age,65-74,BX,CASE_RATE,6353.21,2020-12-04
Age,65-74,MN,CASE_COUNT,4521,2020-12-04
