group,subgroup,boro,outcome,count,day
Sex,Female,BK,CASE_COUNT,44720,2020-12-08
Sex,Female,BK,CASE_RATE,3318.22,2020-12-08
Sex,Female,BX,CASE_COUNT,33638,2020-12-08
Sex,Female,BX,CASE_RATE,4493.1,2020-12-08
Sex,Female,MN,CASE_COUNT,20892,2020-12-08
Sex,Female,MN,CASE_RATE,2437.16,2020-12-08
Sex,Female,QN,CASE_COUNT,44352,2020-12-08
Sex,Female,QN,CASE_RATE,3823.55,2020-12-08
Sex,Female,SI,CASE_COUNT,11614,2020-12-08
Sex,Female,SI,CASE_RATE,4744.03,2020-12-08
Sex,Male,BK,CASE_COUNT,44147,2020-12-08
Sex,Male,BK,CASE_RATE,3641.91,2020-12-08
Sex,Male,BX,CASE_COUNT,31594,2020-12-08
Sex,Male,BX,CASE_RATE,4718.71,2020-12-08
Sex,Male,MN,CASE_COUNT,22050,2020-12-08
Sex,Male,MN,CASE_RATE,2858.15,2020-12-08
Sex,Male,QN,CASE_COUNT,46498,2020-12-08
Sex,Male,QN,CASE_RATE,4250.71,2020-12-08
Sex,Male,SI,CASE_COUNT,12005,2020-12-08
Sex,Male,SI,CASE_RATE,5189.56,2020-12-08
Sex,Female,BK,DEATH_COUNT,2361,2020-12-08
Sex,Female,BK,DEATH_RATE,175.19,2020-12-08
Sex,Female,BX,DEATH_COUNT,1700,2020-12-08
Sex,Female,BX,DEATH_RATE,227.07,2020-12-08
Sex,Female,MN,DEATH_COUNT,1063,2020-12-08
Sex,Female,MN,DEATH_RATE,124,2020-12-08
Sex,Female,QN,DEATH_COUNT,2388,2020-12-08
Sex,Female,QN,DEATH_RATE,205.87,2020-12-08
Sex,Female,SI,DEATH_COUNT,405,2020-12-08
Sex,Female,SI,DEATH_RATE,165.43,2020-12-08
Sex,Male,BK,DEATH_COUNT,3523,2020-12-08
Sex,Male,BK,DEATH_RATE,290.63,2020-12-08
Sex,Male,BX,DEATH_COUNT,2402,2020-12-08
Sex,Male,BX,DEATH_RATE,358.75,2020-12-08
Sex,Male,MN,DEATH_COUNT,1524,2020-12-08
Sex,Male,MN,DEATH_RATE,197.54,2020-12-08
Sex,Male,QN,DEATH_COUNT,3749,2020-12-08
Sex,Male,QN,DEATH_RATE,342.72,2020-12-08
Sex,Male,SI,DEATH_COUNT,567,2020-12-08
Sex,Male,SI,DEATH_RATE,245.1,2020-12-08
Sex,Female,BK,HOSPITALIZED_COUNT,8281,2020-12-08
Sex,Female,BK,HOSPITALIZED_RATE,614.45,2020-12-08
Sex,Female,BX,HOSPITALIZED_COUNT,6297,2020-12-08
Sex,Female,BX,HOSPITALIZED_RATE,841.1,2020-12-08
Sex,Female,MN,HOSPITALIZED_COUNT,3858,2020-12-08
Sex,Female,MN,HOSPITALIZED_RATE,450.06,2020-12-08
Sex,Female,QN,HOSPITALIZED_COUNT,8159,2020-12-08
Sex,Female,QN,HOSPITALIZED_RATE,703.38,2020-12-08
Sex,Female,SI,HOSPITALIZED_COUNT,1361,2020-12-08
Sex,Female,SI,HOSPITALIZED_RATE,555.93,2020-12-08
Sex,Male,BK,HOSPITALIZED_COUNT,9718,2020-12-08
Sex,Male,BK,HOSPITALIZED_RATE,801.69,2020-12-08
Sex,Male,BX,HOSPITALIZED_COUNT,7403,2020-12-08
Sex,Male,BX,HOSPITALIZED_RATE,1105.67,2020-12-08
Sex,Male,MN,HOSPITALIZED_COUNT,5026,2020-12-08
Sex,Male,MN,HOSPITALIZED_RATE,651.48,2020-12-08
Sex,Male,QN,HOSPITALIZED_COUNT,11072,2020-12-08
Sex,Male,QN,HOSPITALIZED_RATE,1012.17,2020-12-08
Sex,Male,SI,HOSPITALIZED_COUNT,1714,2020-12-08
Sex,Male,SI,HOSPITALIZED_RATE,740.93,2020-12-08
