group,subgroup,boro,outcome,count,day
Age,0-4,BK,CASE_COUNT,1226,2020-12-11
Age,0-4,BK,CASE_RATE,670.22,2020-12-11
Age,0-4,BX,CASE_COUNT,848,2020-12-11
Age,0-4,BX,CASE_RATE,846.32,2020-12-11
Age,0-4,MN,CASE_COUNT,434,2020-12-11
Age,0-4,MN,CASE_RATE,569.97,2020-12-11
Age,0-4,QN,CASE_COUNT,868,2020-12-11
Age,0-4,QN,CASE_RATE,633.14,2020-12-11
Age,0-4,SI,CASE_COUNT,321,2020-12-11
Age,0-4,SI,CASE_RATE,1173.5,2020-12-11
Age,5-12,BK,CASE_COUNT,2551,2020-12-11
Age,5-12,BK,CASE_RATE,1012.4,2020-12-11
Age,5-12,BX,CASE_COUNT,1632,2020-12-11
Age,5-12,BX,CASE_RATE,1054.87,2020-12-11
Age,5-12,MN,CASE_COUNT,791,2020-12-11
Age,5-12,MN,CASE_RATE,797.39,2020-12-11
Age,5-12,QN,CASE_COUNT,1881,2020-12-11
Age,5-12,QN,CASE_RATE,960.09,2020-12-11
Age,5-12,SI,CASE_COUNT,711,2020-12-11
Age,5-12,SI,CASE_RATE,1553.93,2020-12-11
Age,13-17,BK,CASE_COUNT,2807,2020-12-11
Age,13-17,BK,CASE_RATE,2002.69,2020-12-11
Age,13-17,BX,CASE_COUNT,1530,2020-12-11
Age,13-17,BX,CASE_RATE,1661.05,2020-12-11
Age,13-17,MN,CASE_COUNT,775,2020-12-11
Age,13-17,MN,CASE_RATE,1386.03,2020-12-11
Age,13-17,QN,CASE_COUNT,2010,2020-12-11
Age,13-17,QN,CASE_RATE,1750.99,2020-12-11
Age,13-17,SI,CASE_COUNT,792,2020-12-11
Age,13-17,SI,CASE_RATE,2651.84,2020-12-11
Age,18-24,BK,CASE_COUNT,7356,2020-12-11
Age,18-24,BK,CASE_RATE,3539.47,2020-12-11
Age,18-24,BX,CASE_COUNT,4612,2020-12-11
Age,18-24,BX,CASE_RATE,3309.8,2020-12-11
Age,18-24,MN,CASE_COUNT,3405,2020-12-11
Age,18-24,MN,CASE_RATE,2337.81,2020-12-11
Age,18-24,QN,CASE_COUNT,6450,2020-12-11
Age,18-24,QN,CASE_RATE,3746.12,2020-12-11
Age,18-24,SI,CASE_COUNT,2300,2020-12-11
Age,18-24,SI,CASE_RATE,5797.53,2020-12-11
Age,25-34,BK,CASE_COUNT,16119,2020-12-11
Age,25-34,BK,CASE_RATE,3429.28,2020-12-11
Age,25-34,BX,CASE_COUNT,11321,2020-12-11
Age,25-34,BX,CASE_RATE,4978.82,2020-12-11
Age,25-34,MN,CASE_COUNT,9503,2020-12-11
Age,25-34,MN,CASE_RATE,2626.02,2020-12-11
Age,25-34,QN,CASE_COUNT,15986,2020-12-11
Age,25-34,QN,CASE_RATE,4444.54,2020-12-11
Age,25-34,SI,CASE_COUNT,4236,2020-12-11
Age,25-34,SI,CASE_RATE,6545.22,2020-12-11
Age,35-44,BK,CASE_COUNT,14040,2020-12-11
Age,35-44,BK,CASE_RATE,3921.94,2020-12-11
Age,35-44,BX,CASE_COUNT,10637,2020-12-11
Age,35-44,BX,CASE_RATE,5929.41,2020-12-11
Age,35-44,MN,CASE_COUNT,6602,2020-12-11
Age,35-44,MN,CASE_RATE,2819.48,2020-12-11
Age,35-44,QN,CASE_COUNT,15518,2020-12-11
Age,35-44,QN,CASE_RATE,5068.01,2020-12-11
Age,35-44,SI,CASE_COUNT,3901,2020-12-11
Age,35-44,SI,CASE_RATE,6592.42,2020-12-11
Age,45-54,BK,CASE_COUNT,13571,2020-12-11
Age,45-54,BK,CASE_RATE,4594.64,2020-12-11
Age,45-54,BX,CASE_COUNT,11661,2020-12-11
Age,45-54,BX,CASE_RATE,6710.79,2020-12-11
Age,45-54,MN,CASE_COUNT,6240,2020-12-11
Age,45-54,MN,CASE_RATE,3190.46,2020-12-11
Age,45-54,QN,CASE_COUNT,16492,2020-12-11
Age,45-54,QN,CASE_RATE,5512.01,2020-12-11
Age,45-54,SI,CASE_COUNT,4140,2020-12-11
Age,45-54,SI,CASE_RATE,6451.41,2020-12-11
Age,55-64,BK,CASE_COUNT,14405,2020-12-11
Age,55-64,BK,CASE_RATE,5041.38,2020-12-11
Age,55-64,BX,CASE_COUNT,11457,2020-12-11
Age,55-64,BX,CASE_RATE,7048.94,2020-12-11
Age,55-64,MN,CASE_COUNT,6455,2020-12-11
Age,55-64,MN,CASE_RATE,3507.03,2020-12-11
Age,55-64,QN,CASE_COUNT,16195,2020-12-11
Age,55-64,QN,CASE_RATE,5389.93,2020-12-11
Age,55-64,SI,CASE_COUNT,4033,2020-12-11
Age,55-64,SI,CASE_RATE,6098.59,2020-12-11
Age,65-74,BK,CASE_COUNT,10475,2020-12-11
Age,65-74,BK,CASE_RATE,4982.33,2020-12-11
Age,65-74,BX,CASE_COUNT,6896,2020-12-11
Age,65-74,BX,CASE_RATE,6586.25,2020-12-11
Age,65-74,MN,CASE_COUNT,4703,2020-12-11
Age,65-74,MN,CASE_RATE,3149.8,2020-12-11
Age,65-74,QN,CASE_COUNT,9555,2020-12-11
Age,65-74,QN,CASE_RATE,4596.42,2020-12-11
Age,65-74,SI,CASE_COUNT,2198,2020-12-11
Age,65-74,SI,CASE_RATE,4710.77,2020-12-11
Age,75+,BK,CASE_COUNT,8751,2020-12-11
Age,75+,BK,CASE_RATE,5551.22,2020-12-11
Age,75+,BX,CASE_COUNT,5869,2020-12-11
Age,75+,BX,CASE_RATE,6981.67,2020-12-11
Age,75+,MN,CASE_COUNT,5132,2020-12-11
Age,75+,MN,CASE_RATE,4047,2020-12-11
Age,75+,QN,CASE_COUNT,8196,2020-12-11
Age,75+,QN,CASE_RATE,5108.01,2020-12-11
Age,75+,SI,CASE_COUNT,1932,2020-12-11
Age,75+,SI,CASE_RATE,5918.75,2020-12-11
Age,0-17,BK,DEATH_COUNT,6,2020-12-11
Age,0-17,BK,DEATH_RATE,1.04,2020-12-11
Age,0-17,BX,DEATH_COUNT,6,2020-12-11
Age,0-17,BX,DEATH_RATE,1.73,2020-12-11
Age,0-17,MN,DEATH_COUNT,1,2020-12-11
Age,0-17,MN,DEATH_RATE,0.43,2020-12-11
Age,0-17,QN,DEATH_COUNT,3,2020-12-11
Age,0-17,QN,DEATH_RATE,0.67,2020-12-11
Age,0-17,SI,DEATH_COUNT,0,2020-12-11
Age,0-17,SI,DEATH_RATE,0,2020-12-11
Age,18-24,BK,DEATH_COUNT,14,2020-12-11
Age,18-24,BK,DEATH_RATE,6.74,2020-12-11
Age,18-24,BX,DEATH_COUNT,7,2020-12-11
Age,18-24,BX,DEATH_RATE,5.02,2020-12-11
Age,18-24,MN,DEATH_COUNT,4,2020-12-11
Age,18-24,MN,DEATH_RATE,2.75,2020-12-11
Age,18-24,QN,DEATH_COUNT,7,2020-12-11
