group,subgroup,boro,outcome,count,day
Sex,Female,BK,CASE_COUNT,41555,2020-11-29
Sex,Female,BK,CASE_RATE,3083.38,2020-11-29
Sex,Female,BX,CASE_COUNT,31548,2020-11-29
Sex,Female,BX,CASE_RATE,4213.93,2020-11-29
Sex,Female,MN,CASE_COUNT,19112,2020-11-29
Sex,Female,MN,CASE_RATE,2229.51,2020-11-29
Sex,Female,QN,CASE_COUNT,41396,2020-11-29
Sex,Female,QN,CASE_RATE,3568.72,2020-11-29
Sex,Female,SI,CASE_COUNT,10118,2020-11-29
Sex,Female,SI,CASE_RATE,4132.95,2020-11-29
Sex,Male,BK,CASE_COUNT,41370,2020-11-29
Sex,Male,BK,CASE_RATE,3412.82,2020-11-29
Sex,Male,BX,CASE_COUNT,29817,2020-11-29
Sex,Male,BX,CASE_RATE,4453.3,2020-11-29
Sex,Male,MN,CASE_COUNT,20478,2020-11-29
Sex,Male,MN,CASE_RATE,2654.39,2020-11-29
Sex,Male,QN,CASE_COUNT,43646,2020-11-29
Sex,Male,QN,CASE_RATE,3989.98,2020-11-29
Sex,Male,SI,CASE_COUNT,10686,2020-11-29
Sex,Male,SI,CASE_RATE,4619.37,2020-11-29
Sex,Female,BK,DEATH_COUNT,2346,2020-11-29
Sex,Female,BK,DEATH_RATE,174.07,2020-11-29
Sex,Female,BX,DEATH_COUNT,1697,2020-11-29
Sex,Female,BX,DEATH_RATE,226.67,2020-11-29
Sex,Female,MN,DEATH_COUNT,1055,2020-11-29
Sex,Female,MN,DEATH_RATE,123.07,2020-11-29
Sex,Female,QN,DEATH_COUNT,2380,2020-11-29
Sex,Female,QN,DEATH_RATE,205.18,2020-11-29
Sex,Female,SI,DEATH_COUNT,392,2020-11-29
Sex,Female,SI,DEATH_RATE,160.12,2020-11-29
Sex,Male,BK,DEATH_COUNT,3506,2020-11-29
Sex,Male,BK,DEATH_RATE,289.23,2020-11-29
Sex,Male,BX,DEATH_COUNT,2396,2020-11-29
Sex,Male,BX,DEATH_RATE,357.85,2020-11-29
Sex,Male,MN,DEATH_COUNT,1519,2020-11-29
Sex,Male,MN,DEATH_RATE,196.89,2020-11-29
Sex,Male,QN,DEATH_COUNT,3735,2020-11-29
Sex,Male,QN,DEATH_RATE,341.44,2020-11-29
Sex,Male,SI,DEATH_COUNT,550,2020-11-29
Sex,Male,SI,DEATH_RATE,237.76,2020-11-29
Sex,Female,BK,HOSPITALIZED_COUNT,8089,2020-11-29
Sex,Female,BK,HOSPITALIZED_RATE,600.2,2020-11-29
Sex,Female,BX,HOSPITALIZED_COUNT,6158,2020-11-29
Sex,Female,BX,HOSPITALIZED_RATE,822.54,2020-11-29
Sex,Female,MN,HOSPITALIZED_COUNT,3765,2020-11-29
Sex,Female,MN,HOSPITALIZED_RATE,439.21,2020-11-29
Sex,Female,QN,HOSPITALIZED_COUNT,7975,2020-11-29
Sex,Female,QN,HOSPITALIZED_RATE,687.52,2020-11-29
Sex,Female,SI,HOSPITALIZED_COUNT,1267,2020-11-29
Sex,Female,SI,HOSPITALIZED_RATE,517.54,2020-11-29
Sex,Male,BK,HOSPITALIZED_COUNT,9538,2020-11-29
Sex,Male,BK,HOSPITALIZED_RATE,786.84,2020-11-29
Sex,Male,BX,HOSPITALIZED_COUNT,7249,2020-11-29
Sex,Male,BX,HOSPITALIZED_RATE,1082.67,2020-11-29
Sex,Male,MN,HOSPITALIZED_COUNT,4929,2020-11-29
Sex,Male,MN,HOSPITALIZED_RATE,638.9,2020-11-29
Sex,Male,QN,HOSPITALIZED_COUNT,10834,2020-11-29
Sex,Male,QN,HOSPITALIZED_RATE,990.41,2020-11-29
Sex,Male,SI,HOSPITALIZED_COUNT,1625,2020-11-29
Sex,Male,SI,HOSPITALIZED_RATE,702.46,2020-11-29
