group,subgroup,boro,outcome,count,day
Sex,Female,BK,CASE_COUNT,39908,2020-11-22
Sex,Female,BK,CASE_RATE,2961.17,2020-11-22
Sex,Female,BX,CASE_COUNT,30451,2020-11-22
Sex,Female,BX,CASE_RATE,4067.41,2020-11-22
Sex,Female,MN,CASE_COUNT,18107,2020-11-22
Sex,Female,MN,CASE_RATE,2112.27,2020-11-22
Sex,Female,QN,CASE_COUNT,39883,2020-11-22
Sex,Female,QN,CASE_RATE,3438.28,2020-11-22
Sex,Female,SI,CASE_COUNT,9435,2020-11-22
Sex,Female,SI,CASE_RATE,3853.96,2020-11-22
Sex,Male,BK,CASE_COUNT,39932,2020-11-22
Sex,Male,BK,CASE_RATE,3294.19,2020-11-22
Sex,Male,BX,CASE_COUNT,28887,2020-11-22
Sex,Male,BX,CASE_RATE,4314.4,2020-11-22
Sex,Male,MN,CASE_COUNT,19520,2020-11-22
Sex,Male,MN,CASE_RATE,2530.21,2020-11-22
Sex,Male,QN,CASE_COUNT,42210,2020-11-22
Sex,Male,QN,CASE_RATE,3858.71,2020-11-22
Sex,Male,SI,CASE_COUNT,9998,2020-11-22
Sex,Male,SI,CASE_RATE,4321.96,2020-11-22
Sex,Female,BK,DEATH_COUNT,2336,2020-11-22
Sex,Female,BK,DEATH_RATE,173.33,2020-11-22
Sex,Female,BX,DEATH_COUNT,1702,2020-11-22
Sex,Female,BX,DEATH_RATE,227.34,2020-11-22
Sex,Female,MN,DEATH_COUNT,1055,2020-11-22
Sex,Female,MN,DEATH_RATE,123.07,2020-11-22
Sex,Female,QN,DEATH_COUNT,2371,2020-11-22
Sex,Female,QN,DEATH_RATE,204.4,2020-11-22
Sex,Female,SI,DEATH_COUNT,389,2020-11-22
Sex,Female,SI,DEATH_RATE,158.9,2020-11-22
Sex,Male,BK,DEATH_COUNT,3495,2020-11-22
Sex,Male,BK,DEATH_RATE,288.32,2020-11-22
Sex,Male,BX,DEATH_COUNT,2398,2020-11-22
Sex,Male,BX,DEATH_RATE,358.15,2020-11-22
Sex,Male,MN,DEATH_COUNT,1513,2020-11-22
Sex,Male,MN,DEATH_RATE,196.12,2020-11-22
Sex,Male,QN,DEATH_COUNT,3728,2020-11-22
Sex,Male,QN,DEATH_RATE,340.8,2020-11-22
Sex,Male,SI,DEATH_COUNT,543,2020-11-22
Sex,Male,SI,DEATH_RATE,234.73,2020-11-22
Sex,Female,BK,HOSPITALIZED_COUNT,7979,2020-11-22
Sex,Female,BK,HOSPITALIZED_RATE,592.04,2020-11-22
Sex,Female,BX,HOSPITALIZED_COUNT,6087,2020-11-22
Sex,Female,BX,HOSPITALIZED_RATE,813.05,2020-11-22
Sex,Female,MN,HOSPITALIZED_COUNT,3712,2020-11-22
Sex,Female,MN,HOSPITALIZED_RATE,433.02,2020-11-22
Sex,Female,QN,HOSPITALIZED_COUNT,7882,2020-11-22
Sex,Female,QN,HOSPITALIZED_RATE,679.5,2020-11-22
Sex,Female,SI,HOSPITALIZED_COUNT,1184,2020-11-22
Sex,Female,SI,HOSPITALIZED_RATE,483.63,2020-11-22
Sex,Male,BK,HOSPITALIZED_COUNT,9422,2020-11-22
Sex,Male,BK,HOSPITALIZED_RATE,777.27,2020-11-22
Sex,Male,BX,HOSPITALIZED_COUNT,7166,2020-11-22
Sex,Male,BX,HOSPITALIZED_RATE,1070.27,2020-11-22
Sex,Male,MN,HOSPITALIZED_COUNT,4868,2020-11-22
Sex,Male,MN,HOSPITALIZED_RATE,631,2020-11-22
Sex,Male,QN,HOSPITALIZED_COUNT,10680,2020-11-22
Sex,Male,QN,HOSPITALIZED_RATE,976.33,2020-11-22
Sex,Male,SI,HOSPITALIZED_COUNT,1542,2020-11-22
Sex,Male,SI,HOSPITALIZED_RATE,666.58,2020-11-22
