group,subgroup,boro,outcome,count,day
Sex,Female,BK,CASE_COUNT,44027,2020-12-06
Sex,Female,BK,CASE_RATE,3266.8,2020-12-06
Sex,Female,BX,CASE_COUNT,33095,2020-12-06
Sex,Female,BX,CASE_RATE,4420.57,2020-12-06
Sex,Female,MN,CASE_COUNT,20505,2020-12-06
Sex,Female,MN,CASE_RATE,2392.01,2020-12-06
Sex,Female,QN,CASE_COUNT,43662,2020-12-06
Sex,Female,QN,CASE_RATE,3764.07,2020-12-06
Sex,Female,SI,CASE_COUNT,11264,2020-12-06
Sex,Female,SI,CASE_RATE,4601.06,2020-12-06
Sex,Male,BK,CASE_COUNT,43497,2020-12-06
Sex,Male,BK,CASE_RATE,3588.29,2020-12-06
Sex,Male,BX,CASE_COUNT,31163,2020-12-06
Sex,Male,BX,CASE_RATE,4654.33,2020-12-06
Sex,Male,MN,CASE_COUNT,21704,2020-12-06
Sex,Male,MN,CASE_RATE,2813.3,2020-12-06
Sex,Male,QN,CASE_COUNT,45851,2020-12-06
Sex,Male,QN,CASE_RATE,4191.56,2020-12-06
Sex,Male,SI,CASE_COUNT,11713,2020-12-06
Sex,Male,SI,CASE_RATE,5063.33,2020-12-06
Sex,Female,BK,DEATH_COUNT,2357,2020-12-06
Sex,Female,BK,DEATH_RATE,174.89,2020-12-06
Sex,Female,BX,DEATH_COUNT,1697,2020-12-06
Sex,Female,BX,DEATH_RATE,226.67,2020-12-06
Sex,Female,MN,DEATH_COUNT,1063,2020-12-06
Sex,Female,MN,DEATH_RATE,124,2020-12-06
Sex,Female,QN,DEATH_COUNT,2385,2020-12-06
Sex,Female,QN,DEATH_RATE,205.61,2020-12-06
Sex,Female,SI,DEATH_COUNT,401,2020-12-06
Sex,Female,SI,DEATH_RATE,163.8,2020-12-06
Sex,Male,BK,DEATH_COUNT,3520,2020-12-06
Sex,Male,BK,DEATH_RATE,290.38,2020-12-06
Sex,Male,BX,DEATH_COUNT,2398,2020-12-06
Sex,Male,BX,DEATH_RATE,358.15,2020-12-06
Sex,Male,MN,DEATH_COUNT,1521,2020-12-06
Sex,Male,MN,DEATH_RATE,197.15,2020-12-06
Sex,Male,QN,DEATH_COUNT,3746,2020-12-06
Sex,Male,QN,DEATH_RATE,342.45,2020-12-06
Sex,Male,SI,DEATH_COUNT,566,2020-12-06
Sex,Male,SI,DEATH_RATE,244.67,2020-12-06
Sex,Female,BK,HOSPITALIZED_COUNT,8236,2020-12-06
Sex,Female,BK,HOSPITALIZED_RATE,611.11,2020-12-06
Sex,Female,BX,HOSPITALIZED_COUNT,6266,2020-12-06
Sex,Female,BX,HOSPITALIZED_RATE,836.96,2020-12-06
Sex,Female,MN,HOSPITALIZED_COUNT,3835,2020-12-06
Sex,Female,MN,HOSPITALIZED_RATE,447.37,2020-12-06
Sex,Female,QN,HOSPITALIZED_COUNT,8113,2020-12-06
Sex,Female,QN,HOSPITALIZED_RATE,699.42,2020-12-06
Sex,Female,SI,HOSPITALIZED_COUNT,1331,2020-12-06
Sex,Female,SI,HOSPITALIZED_RATE,543.68,2020-12-06
Sex,Male,BK,HOSPITALIZED_COUNT,9670,2020-12-06
Sex,Male,BK,HOSPITALIZED_RATE,797.73,2020-12-06
Sex,Male,BX,HOSPITALIZED_COUNT,7365,2020-12-06
Sex,Male,BX,HOSPITALIZED_RATE,1100,2020-12-06
Sex,Male,MN,HOSPITALIZED_COUNT,5000,2020-12-06
Sex,Male,MN,HOSPITALIZED_RATE,648.11,2020-12-06
Sex,Male,QN,HOSPITALIZED_COUNT,11001,2020-12-06
Sex,Male,QN,HOSPITALIZED_RATE,1005.68,2020-12-06
Sex,Male,SI,HOSPITALIZED_COUNT,1691,2020-12-06
Sex,Male,SI,HOSPITALIZED_RATE,730.99,2020-12-06
