group,subgroup,boro,outcome,count,day
Age,0-4,BK,CASE_COUNT,970,2020-11-27
Age,0-4,BK,CASE_RATE,530.27,2020-11-27
Age,0-4,BX,CASE_COUNT,669,2020-11-27
Age,0-4,BX,CASE_RATE,667.67,2020-11-27
Age,0-4,MN,CASE_COUNT,322,2020-11-27
Age,0-4,MN,CASE_RATE,422.88,2020-11-27
Age,0-4,QN,CASE_COUNT,669,2020-11-27
Age,0-4,QN,CASE_RATE,487.98,2020-11-27
Age,0-4,SI,CASE_COUNT,212,2020-11-27
Age,0-4,SI,CASE_RATE,775.02,2020-11-27
Age,5-12,BK,CASE_COUNT,1934,2020-11-27
Age,5-12,BK,CASE_RATE,767.54,2020-11-27
Age,5-12,BX,CASE_COUNT,1269,2020-11-27
Age,5-12,BX,CASE_RATE,820.24,2020-11-27
Age,5-12,MN,CASE_COUNT,568,2020-11-27
Age,5-12,MN,CASE_RATE,572.59,2020-11-27
Age,5-12,QN,CASE_COUNT,1405,2020-11-27
Age,5-12,QN,CASE_RATE,717.13,2020-11-27
Age,5-12,SI,CASE_COUNT,465,2020-11-27
Age,5-12,SI,CASE_RATE,1016.28,2020-11-27
Age,13-17,BK,CASE_COUNT,2292,2020-11-27
Age,13-17,BK,CASE_RATE,1635.25,2020-11-27
Age,13-17,BX,CASE_COUNT,1269,2020-11-27
Age,13-17,BX,CASE_RATE,1377.69,2020-11-27
Age,13-17,MN,CASE_COUNT,611,2020-11-27
Age,13-17,MN,CASE_RATE,1092.73,2020-11-27
Age,13-17,QN,CASE_COUNT,1643,2020-11-27
Age,13-17,QN,CASE_RATE,1431.28,2020-11-27
Age,13-17,SI,CASE_COUNT,543,2020-11-27
Age,13-17,SI,CASE_RATE,1818.12,2020-11-27
Age,18-24,BK,CASE_COUNT,6393,2020-11-27
Age,18-24,BK,CASE_RATE,3076.1,2020-11-27
Age,18-24,BX,CASE_COUNT,4076,2020-11-27
Age,18-24,BX,CASE_RATE,2925.14,2020-11-27
Age,18-24,MN,CASE_COUNT,2880,2020-11-27
Age,18-24,MN,CASE_RATE,1977.35,2020-11-27
Age,18-24,QN,CASE_COUNT,5532,2020-11-27
Age,18-24,QN,CASE_RATE,3212.95,2020-11-27
Age,18-24,SI,CASE_COUNT,1842,2020-11-27
Age,18-24,SI,CASE_RATE,4643.07,2020-11-27
Age,25-34,BK,CASE_COUNT,14171,2020-11-27
Age,25-34,BK,CASE_RATE,3014.84,2020-11-27
Age,25-34,BX,CASE_COUNT,10219,2020-11-27
Age,25-34,BX,CASE_RATE,4494.18,2020-11-27
Age,25-34,MN,CASE_COUNT,8155,2020-11-27
Age,25-34,MN,CASE_RATE,2253.52,2020-11-27
Age,25-34,QN,CASE_COUNT,14188,2020-11-27
Age,25-34,QN,CASE_RATE,3944.65,2020-11-27
Age,25-34,SI,CASE_COUNT,3534,2020-11-27
Age,25-34,SI,CASE_RATE,5460.53,2020-11-27
Age,35-44,BK,CASE_COUNT,12553,2020-11-27
Age,35-44,BK,CASE_RATE,3506.56,2020-11-27
Age,35-44,BX,CASE_COUNT,9686,2020-11-27
Age,35-44,BX,CASE_RATE,5399.29,2020-11-27
Age,35-44,MN,CASE_COUNT,5843,2020-11-27
Age,35-44,MN,CASE_RATE,2495.33,2020-11-27
Age,35-44,QN,CASE_COUNT,13965,2020-11-27
Age,35-44,QN,CASE_RATE,4560.82,2020-11-27
Age,35-44,SI,CASE_COUNT,3243,2020-11-27
Age,35-44,SI,CASE_RATE,5480.45,2020-11-27
Age,45-54,BK,CASE_COUNT,12361,2020-11-27
Age,45-54,BK,CASE_RATE,4184.98,2020-11-27
Age,45-54,BX,CASE_COUNT,10789,2020-11-27
Age,45-54,BX,CASE_RATE,6208.96,2020-11-27
Age,45-54,MN,CASE_COUNT,5550,2020-11-27
Age,45-54,MN,CASE_RATE,2837.67,2020-11-27
Age,45-54,QN,CASE_COUNT,15125,2020-11-27
Age,45-54,QN,CASE_RATE,5055.13,2020-11-27
Age,45-54,SI,CASE_COUNT,3586,2020-11-27
Age,45-54,SI,CASE_RATE,5588.11,2020-11-27
Age,55-64,BK,CASE_COUNT,13389,2020-11-27
Age,55-64,BK,CASE_RATE,4685.81,2020-11-27
Age,55-64,BX,CASE_COUNT,10650,2020-11-27
Age,55-64,BX,CASE_RATE,6552.43,2020-11-27
Age,55-64,MN,CASE_COUNT,5889,2020-11-27
Age,55-64,MN,CASE_RATE,3199.52,2020-11-27
Age,55-64,QN,CASE_COUNT,14984,2020-11-27
Age,55-64,QN,CASE_RATE,4986.89,2020-11-27
Age,55-64,SI,CASE_COUNT,3498,2020-11-27
Age,55-64,SI,CASE_RATE,5289.58,2020-11-27
Age,65-74,BK,CASE_COUNT,9828,2020-11-27
Age,65-74,BK,CASE_RATE,4674.59,2020-11-27
Age,65-74,BX,CASE_COUNT,6461,2020-11-27
Age,65-74,BX,CASE_RATE,6170.79,2020-11-27
Age,65-74,MN,CASE_COUNT,4357,2020-11-27
Age,65-74,MN,CASE_RATE,2918.07,2020-11-27
Age,65-74,QN,CASE_COUNT,8867,2020-11-27
Age,65-74,QN,CASE_RATE,4265.46,2020-11-27
Age,65-74,SI,CASE_COUNT,1864,2020-11-27
Age,65-74,SI,CASE_RATE,3994.94,2020-11-27
Age,75+,BK,CASE_COUNT,8316,2020-11-27
Age,75+,BK,CASE_RATE,5275.28,2020-11-27
Age,75+,BX,CASE_COUNT,5598,2020-11-27
Age,75+,BX,CASE_RATE,6659.29,2020-11-27
Age,75+,MN,CASE_COUNT,4842,2020-11-27
Age,75+,MN,CASE_RATE,3818.31,2020-11-27
Age,75+,QN,CASE_COUNT,7843,2020-11-27
Age,75+,QN,CASE_RATE,4888.01,2020-11-27
Age,75+,SI,CASE_COUNT,1657,2020-11-27
Age,75+,SI,CASE_RATE,5076.28,2020-11-27
Age,0-17,BK,DEATH_COUNT,6,2020-11-27
Age,0-17,BK,DEATH_RATE,1.04,2020-11-27
Age,0-17,BX,DEATH_COUNT,5,2020-11-27
Age,0-17,BX,DEATH_RATE,1.44,2020-11-27
Age,0-17,MN,DEATH_COUNT,1,2020-11-27
Age,0-17,MN,DEATH_RATE,0.43,2020-11-27
Age,0-17,QN,DEATH_COUNT,3,2020-11-27
Age,0-17,QN,DEATH_RATE,0.67,2020-11-27
Age,0-17,SI,DEATH_COUNT,0,2020-11-27
Age,0-17,SI,DEATH_RATE,0,2020-11-27
Age,18-24,BK,DEATH_COUNT,14,2020-11-27
Age,18-24,BK,DEATH_RATE,6.74,2020-11-27
Age,18-24,BX,DEATH_COUNT,7,2020-11-27
Age,18-24,BX,DEATH_RATE,5.02,2020-11-27
Age,18-24,MN,DEATH_COUNT,4,2020-11-27
Age,18-24,MN,DEATH_RATE,2.75,2020-11-27
Age,18-24,QN,DEATH_COUNT,7,2020-11-27
Age,18-24,QN,DEATH_RATE,4.07,2020-11-27
Age,18-24,SI,DEATH_COUNT,3,2020-11-27
Age,18-24,SI,DEATH_RATE,7.56,2020-11-27
Age,25-34,BK,DEATH_COUNT,65,2020-11-27
Age,25-34,BK,DEATH_RATE,13.83,2020-11-27
Age,25-34,BX,DEATH_COUNT,50,2020-11-27
Age,25-34,BX,DEATH_RATE,21.99,2020-11-27
Age,25-34,MN,DEATH_COUNT,14,2020-11-27
Age,25-34,MN,DEATH_RATE,3.87,2020-11-27
Age,25-34,QN,DEATH_COUNT,55,2020-11-27
Age,25-34,QN,DEATH_RATE,15.29,2020-11-27
Age,25-34,SI,DEATH_COUNT,8,2020-11-27
Age,25-34,SI,DEATH_RATE,12.36,2020-11-27
Age,35-44,BK,DEATH_COUNT,139,2020-11-27
Age,35-44,BK,DEATH_RATE,38.83,2020-11-27
Age,35-44,BX,DEATH_COUNT,123,2020-11-27
Age,35-44,BX,DEATH_RATE,68.56,2020-11-27
Age,35-44,MN,DEATH_COUNT,43,2020-11-27
Age,35-44,MN,DEATH_RATE,18.36,2020-11-27
Age,35-44,QN,DEATH_COUNT,199,2020-11-27
Age,35-44,QN,DEATH_RATE,64.99,2020-11-27
Age,35-44,SI,DEATH_COUNT,20,2020-11-27
Age,35-44,SI,DEATH_RATE,33.8,2020-11-27
Age,45-54,BK,DEATH_COUNT,396,2020-11-27
Age,45-54,BK,DEATH_RATE,134.07,2020-11-27
Age,45-54,BX,DEATH_COUNT,293,2020-11-27
Age,45-54,BX,DEATH_RATE,168.62,2020-11-27
Age,45-54,MN,DEATH_COUNT,110,2020-11-27
