group,subgroup,boro,outcome,count,day
Sex,Female,BK,CASE_COUNT,40806,2020-11-26
Sex,Female,BK,CASE_RATE,3027.8,2020-11-26
Sex,Female,BX,CASE_COUNT,31077,2020-11-26
Sex,Female,BX,CASE_RATE,4151.02,2020-11-26
Sex,Female,MN,CASE_COUNT,18658,2020-11-26
Sex,Female,MN,CASE_RATE,2176.55,2020-11-26
Sex,Female,QN,CASE_COUNT,40736,2020-11-26
Sex,Female,QN,CASE_RATE,3511.82,2020-11-26
Sex,Female,SI,CASE_COUNT,9832,2020-11-26
Sex,Female,SI,CASE_RATE,4016.13,2020-11-26
Sex,Male,BK,CASE_COUNT,40730,2020-11-26
Sex,Male,BK,CASE_RATE,3360.02,2020-11-26
Sex,Male,BX,CASE_COUNT,29387,2020-11-26
Sex,Male,BX,CASE_RATE,4389.08,2020-11-26
Sex,Male,MN,CASE_COUNT,20049,2020-11-26
Sex,Male,MN,CASE_RATE,2598.78,2020-11-26
Sex,Male,QN,CASE_COUNT,42991,2020-11-26
Sex,Male,QN,CASE_RATE,3930.11,2020-11-26
Sex,Male,SI,CASE_COUNT,10412,2020-11-26
Sex,Male,SI,CASE_RATE,4500.93,2020-11-26
Sex,Female,BK,DEATH_COUNT,2343,2020-11-26
Sex,Female,BK,DEATH_RATE,173.85,2020-11-26
Sex,Female,BX,DEATH_COUNT,1697,2020-11-26
Sex,Female,BX,DEATH_RATE,226.67,2020-11-26
Sex,Female,MN,DEATH_COUNT,1056,2020-11-26
Sex,Female,MN,DEATH_RATE,123.19,2020-11-26
Sex,Female,QN,DEATH_COUNT,2378,2020-11-26
Sex,Female,QN,DEATH_RATE,205.01,2020-11-26
Sex,Female,SI,DEATH_COUNT,390,2020-11-26
Sex,Female,SI,DEATH_RATE,159.31,2020-11-26
Sex,Male,BK,DEATH_COUNT,3502,2020-11-26
Sex,Male,BK,DEATH_RATE,288.9,2020-11-26
Sex,Male,BX,DEATH_COUNT,2397,2020-11-26
Sex,Male,BX,DEATH_RATE,358,2020-11-26
Sex,Male,MN,DEATH_COUNT,1517,2020-11-26
Sex,Male,MN,DEATH_RATE,196.64,2020-11-26
Sex,Male,QN,DEATH_COUNT,3732,2020-11-26
Sex,Male,QN,DEATH_RATE,341.17,2020-11-26
Sex,Male,SI,DEATH_COUNT,546,2020-11-26
Sex,Male,SI,DEATH_RATE,236.03,2020-11-26
Sex,Female,BK,HOSPITALIZED_COUNT,8040,2020-11-26
Sex,Female,BK,HOSPITALIZED_RATE,596.57,2020-11-26
Sex,Female,BX,HOSPITALIZED_COUNT,6131,2020-11-26
Sex,Female,BX,HOSPITALIZED_RATE,818.93,2020-11-26
Sex,Female,MN,HOSPITALIZED_COUNT,3740,2020-11-26
Sex,Female,MN,HOSPITALIZED_RATE,436.29,2020-11-26
Sex,Female,QN,HOSPITALIZED_COUNT,7935,2020-11-26
Sex,Female,QN,HOSPITALIZED_RATE,684.07,2020-11-26
Sex,Female,SI,HOSPITALIZED_COUNT,1235,2020-11-26
Sex,Female,SI,HOSPITALIZED_RATE,504.47,2020-11-26
Sex,Male,BK,HOSPITALIZED_COUNT,9496,2020-11-26
Sex,Male,BK,HOSPITALIZED_RATE,783.37,2020-11-26
Sex,Male,BX,HOSPITALIZED_COUNT,7217,2020-11-26
Sex,Male,BX,HOSPITALIZED_RATE,1077.89,2020-11-26
Sex,Male,MN,HOSPITALIZED_COUNT,4901,2020-11-26
Sex,Male,MN,HOSPITALIZED_RATE,635.27,2020-11-26
Sex,Male,QN,HOSPITALIZED_COUNT,10769,2020-11-26
Sex,Male,QN,HOSPITALIZED_RATE,984.47,2020-11-26
Sex,Male,SI,HOSPITALIZED_COUNT,1592,2020-11-26
Sex,Male,SI,HOSPITALIZED_RATE,688.19,2020-11-26
