group,subgroup,boro,outcome,count,day
Race/ethnicity,Asian/Pacific-Islander,BK,CASE_COUNT,2869,2020-11-22
Race/ethnicity,Asian/Pacific-Islander,BK,CASE_RATE,849.09,2020-11-22
Race/ethnicity,Asian/Pacific-Islander,BX,CASE_COUNT,1131,2020-11-22
Race/ethnicity,Asian/Pacific-Islander,BX,CASE_RATE,1833.16,2020-11-22
Race/ethnicity,Asian/Pacific-Islander,MN,CASE_COUNT,1432,2020-11-22
Race/ethnicity,Asian/Pacific-Islander,MN,CASE_RATE,621.08,2020-11-22
Race/ethnicity,Asian/Pacific-Islander,QN,CASE_COUNT,7494,2020-11-22
Race/ethnicity,Asian/Pacific-Islander,QN,CASE_RATE,1140.54,2020-11-22
Race/ethnicity,Asian/Pacific-Islander,SI,CASE_COUNT,584,2020-11-22
Race/ethnicity,Asian/Pacific-Islander,SI,CASE_RATE,1055.62,2020-11-22
Race/ethnicity,Black/African-American,BK,CASE_COUNT,14421,2020-11-22
Race/ethnicity,Black/African-American,BK,CASE_RATE,1722.49,2020-11-22
Race/ethnicity,Black/African-American,BX,CASE_COUNT,12146,2020-11-22
Race/ethnicity,Black/African-American,BX,CASE_RATE,2780.18,2020-11-22
Race/ethnicity,Black/African-American,MN,CASE_COUNT,4270,2020-11-22
Race/ethnicity,Black/African-American,MN,CASE_RATE,1824.87,2020-11-22
Race/ethnicity,Black/African-American,QN,CASE_COUNT,9104,2020-11-22
Race/ethnicity,Black/African-American,QN,CASE_RATE,2014.02,2020-11-22
Race/ethnicity,Black/African-American,SI,CASE_COUNT,1224,2020-11-22
Race/ethnicity,Black/African-American,SI,CASE_RATE,2722.76,2020-11-22
Race/ethnicity,Hispanic/Latino,BK,CASE_COUNT,8348,2020-11-22
Race/ethnicity,Hispanic/Latino,BK,CASE_RATE,1758.75,2020-11-22
Race/ethnicity,Hispanic/Latino,BX,CASE_COUNT,22832,2020-11-22
Race/ethnicity,Hispanic/Latino,BX,CASE_RATE,2947.27,2020-11-22
Race/ethnicity,Hispanic/Latino,MN,CASE_COUNT,7926,2020-11-22
Race/ethnicity,Hispanic/Latino,MN,CASE_RATE,1760.8,2020-11-22
Race/ethnicity,Hispanic/Latino,QN,CASE_COUNT,16457,2020-11-22
Race/ethnicity,Hispanic/Latino,QN,CASE_RATE,2583.04,2020-11-22
Race/ethnicity,Hispanic/Latino,SI,CASE_COUNT,1938,2020-11-22
Race/ethnicity,Hispanic/Latino,SI,CASE_RATE,2347.05,2020-11-22
Race/ethnicity,White,BK,CASE_COUNT,16978,2020-11-22
Race/ethnicity,White,BK,CASE_RATE,1753.84,2020-11-22
Race/ethnicity,White,BX,CASE_COUNT,3766,2020-11-22
