group,subgroup,boro,outcome,count,day
Race/ethnicity,Asian/Pacific-Islander,BK,CASE_COUNT,2830,2020-11-19
Race/ethnicity,Asian/Pacific-Islander,BK,CASE_RATE,837.36,2020-11-19
Race/ethnicity,Asian/Pacific-Islander,BX,CASE_COUNT,1119,2020-11-19
Race/ethnicity,Asian/Pacific-Islander,BX,CASE_RATE,1812.02,2020-11-19
Race/ethnicity,Asian/Pacific-Islander,MN,CASE_COUNT,1401,2020-11-19
Race/ethnicity,Asian/Pacific-Islander,MN,CASE_RATE,607.81,2020-11-19
Race/ethnicity,Asian/Pacific-Islander,QN,CASE_COUNT,7383,2020-11-19
Race/ethnicity,Asian/Pacific-Islander,QN,CASE_RATE,1122.65,2020-11-19
Race/ethnicity,Asian/Pacific-Islander,SI,CASE_COUNT,568,2020-11-19
Race/ethnicity,Asian/Pacific-Islander,SI,CASE_RATE,1022.1,2020-11-19
Race/ethnicity,Black/African-American,BK,CASE_COUNT,14317,2020-11-19
Race/ethnicity,Black/African-American,BK,CASE_RATE,1709.94,2020-11-19
Race/ethnicity,Black/African-American,BX,CASE_COUNT,12062,2020-11-19
Race/ethnicity,Black/African-American,BX,CASE_RATE,2761.02,2020-11-19
Race/ethnicity,Black/African-American,MN,CASE_COUNT,4231,2020-11-19
Race/ethnicity,Black/African-American,MN,CASE_RATE,1805.73,2020-11-19
Race/ethnicity,Black/African-American,QN,CASE_COUNT,9030,2020-11-19
Race/ethnicity,Black/African-American,QN,CASE_RATE,1996.76,2020-11-19
Race/ethnicity,Black/African-American,SI,CASE_COUNT,1212,2020-11-19
Race/ethnicity,Black/African-American,SI,CASE_RATE,2697.45,2020-11-19
Race/ethnicity,Hispanic/Latino,BK,CASE_COUNT,8254,2020-11-19
Race/ethnicity,Hispanic/Latino,BK,CASE_RATE,1739.58,2020-11-19
Race/ethnicity,Hispanic/Latino,BX,CASE_COUNT,22511,2020-11-19
Race/ethnicity,Hispanic/Latino,BX,CASE_RATE,2906.82,2020-11-19
Race/ethnicity,Hispanic/Latino,MN,CASE_COUNT,7806,2020-11-19
Race/ethnicity,Hispanic/Latino,MN,CASE_RATE,1733.21,2020-11-19
Race/ethnicity,Hispanic/Latino,QN,CASE_COUNT,16236,2020-11-19
Race/ethnicity,Hispanic/Latino,QN,CASE_RATE,2548.45,2020-11-19
Race/ethnicity,Hispanic/Latino,SI,CASE_COUNT,1886,2020-11-19
Race/ethnicity,Hispanic/Latino,SI,CASE_RATE,2286.87,2020-11-19
Race/ethnicity,White,BK,CASE_COUNT,16773,2020-11-19
Race/ethnicity,White,BK,CASE_RATE,1731.19,2020-11-19
Race/ethnicity,White,BX,CASE_COUNT,3746,2020-11-19
Race/ethnicity,White,BX,CASE_RATE,2547.71,2020-11-19
Race/ethnicity,White,MN,CASE_COUNT,7946,2020-11-19
Race/ethnicity,White,MN,CASE_RATE,893.32,2020-11-19
Race/ethnicity,White,QN,CASE_COUNT,10660,2020-11-19
Race/ethnicity,White,QN,CASE_RATE,1643.85,2020-11-19
Race/ethnicity,White,SI,CASE_COUNT,7128,2020-11-19
Race/ethnicity,White,SI,CASE_RATE,2335.6,2020-11-19
Race/ethnicity,Asian/Pacific-Islander,BK,DEATH_COUNT,307,2020-11-19
Race/ethnicity,Asian/Pacific-Islander,BK,DEATH_RATE,99.29,2020-11-19
Race/ethnicity,Asian/Pacific-Islander,BX,DEATH_COUNT,91,2020-11-19
Race/ethnicity,Asian/Pacific-Islander,BX,DEATH_RATE,152.44,2020-11-19
Race/ethnicity,Asian/Pacific-Islander,MN,DEATH_COUNT,157,2020-11-19
Race/ethnicity,Asian/Pacific-Islander,MN,DEATH_RATE,68.04,2020-11-19
Race/ethnicity,Asian/Pacific-Islander,QN,DEATH_COUNT,844,2020-11-19
Race/ethnicity,Asian/Pacific-Islander,QN,DEATH_RATE,123,2020-11-19
Race/ethnicity,Asian/Pacific-Islander,SI,DEATH_COUNT,59,2020-11-19
Race/ethnicity,Asian/Pacific-Islander,SI,DEATH_RATE,109.11,2020-11-19
Race/ethnicity,Black/African-American,BK,DEATH_COUNT,2169,2020-11-19
Race/ethnicity,Black/African-American,BK,DEATH_RATE,234.34,2020-11-19
Race/ethnicity,Black/African-American,BX,DEATH_COUNT,1335,2020-11-19
Race/ethnicity,Black/African-American,BX,DEATH_RATE,299.4,2020-11-19
Race/ethnicity,Black/African-American,MN,DEATH_COUNT,593,2020-11-19
Race/ethnicity,Black/African-American,MN,DEATH_RATE,226.71,2020-11-19
Race/ethnicity,Black/African-American,QN,DEATH_COUNT,1171,2020-11-19
Race/ethnicity,Black/African-American,QN,DEATH_RATE,232.35,2020-11-19
