group,subgroup,boro,outcome,count,day
Age,0-4,BK,CASE_COUNT,936,2020-11-24
Age,0-4,BK,CASE_RATE,511.68,2020-11-24
Age,0-4,BX,CASE_COUNT,641,2020-11-24
Age,0-4,BX,CASE_RATE,639.73,2020-11-24
Age,0-4,MN,CASE_COUNT,304,2020-11-24
Age,0-4,MN,CASE_RATE,399.24,2020-11-24
Age,0-4,QN,CASE_COUNT,634,2020-11-24
Age,0-4,QN,CASE_RATE,462.45,2020-11-24
Age,0-4,SI,CASE_COUNT,194,2020-11-24
Age,0-4,SI,CASE_RATE,709.22,2020-11-24
Age,5-12,BK,CASE_COUNT,1862,2020-11-24
Age,5-12,BK,CASE_RATE,738.96,2020-11-24
Age,5-12,BX,CASE_COUNT,1223,2020-11-24
Age,5-12,BX,CASE_RATE,790.51,2020-11-24
Age,5-12,MN,CASE_COUNT,532,2020-11-24
Age,5-12,MN,CASE_RATE,536.3,2020-11-24
Age,5-12,QN,CASE_COUNT,1340,2020-11-24
Age,5-12,QN,CASE_RATE,683.96,2020-11-24
Age,5-12,SI,CASE_COUNT,429,2020-11-24
Age,5-12,SI,CASE_RATE,937.6,2020-11-24
Age,13-17,BK,CASE_COUNT,2206,2020-11-24
Age,13-17,BK,CASE_RATE,1573.9,2020-11-24
Age,13-17,BX,CASE_COUNT,1230,2020-11-24
Age,13-17,BX,CASE_RATE,1335.35,2020-11-24
Age,13-17,MN,CASE_COUNT,586,2020-11-24
Age,13-17,MN,CASE_RATE,1048.02,2020-11-24
Age,13-17,QN,CASE_COUNT,1591,2020-11-24
Age,13-17,QN,CASE_RATE,1385.98,2020-11-24
Age,13-17,SI,CASE_COUNT,519,2020-11-24
Age,13-17,SI,CASE_RATE,1737.76,2020-11-24
Age,18-24,BK,CASE_COUNT,6244,2020-11-24
Age,18-24,BK,CASE_RATE,3004.41,2020-11-24
Age,18-24,BX,CASE_COUNT,3986,2020-11-24
Age,18-24,BX,CASE_RATE,2860.56,2020-11-24
Age,18-24,MN,CASE_COUNT,2771,2020-11-24
Age,18-24,MN,CASE_RATE,1902.52,2020-11-24
Age,18-24,QN,CASE_COUNT,5420,2020-11-24
Age,18-24,QN,CASE_RATE,3147.9,2020-11-24
Age,18-24,SI,CASE_COUNT,1784,2020-11-24
Age,18-24,SI,CASE_RATE,4496.87,2020-11-24
Age,25-34,BK,CASE_COUNT,13811,2020-11-24
Age,25-34,BK,CASE_RATE,2938.25,2020-11-24
Age,25-34,BX,CASE_COUNT,10048,2020-11-24
Age,25-34,BX,CASE_RATE,4418.98,2020-11-24
Age,25-34,MN,CASE_COUNT,7913,2020-11-24
Age,25-34,MN,CASE_RATE,2186.64,2020-11-24
Age,25-34,QN,CASE_COUNT,13897,2020-11-24
Age,25-34,QN,CASE_RATE,3863.74,2020-11-24
Age,25-34,SI,CASE_COUNT,3420,2020-11-24
Age,25-34,SI,CASE_RATE,5284.38,2020-11-24
Age,35-44,BK,CASE_COUNT,12302,2020-11-24
Age,35-44,BK,CASE_RATE,3436.45,2020-11-24
Age,35-44,BX,CASE_COUNT,9519,2020-11-24
Age,35-44,BX,CASE_RATE,5306.2,2020-11-24
Age,35-44,MN,CASE_COUNT,5686,2020-11-24
Age,35-44,MN,CASE_RATE,2428.29,2020-11-24
Age,35-44,QN,CASE_COUNT,13713,2020-11-24
Age,35-44,QN,CASE_RATE,4478.52,2020-11-24
Age,35-44,SI,CASE_COUNT,3145,2020-11-24
Age,35-44,SI,CASE_RATE,5314.83,2020-11-24
Age,45-54,BK,CASE_COUNT,12177,2020-11-24
Age,45-54,BK,CASE_RATE,4122.68,2020-11-24
Age,45-54,BX,CASE_COUNT,10647,2020-11-24
Age,45-54,BX,CASE_RATE,6127.24,2020-11-24
Age,45-54,MN,CASE_COUNT,5457,2020-11-24
Age,45-54,MN,CASE_RATE,2790.12,2020-11-24
Age,45-54,QN,CASE_COUNT,14919,2020-11-24
Age,45-54,QN,CASE_RATE,4986.28,2020-11-24
Age,45-54,SI,CASE_COUNT,3509,2020-11-24
Age,45-54,SI,CASE_RATE,5468.12,2020-11-24
Age,55-64,BK,CASE_COUNT,13236,2020-11-24
Age,55-64,BK,CASE_RATE,4632.26,2020-11-24
Age,55-64,BX,CASE_COUNT,10519,2020-11-24
Age,55-64,BX,CASE_RATE,6471.84,2020-11-24
Age,55-64,MN,CASE_COUNT,5795,2020-11-24
Age,55-64,MN,CASE_RATE,3148.45,2020-11-24
Age,55-64,QN,CASE_COUNT,14803,2020-11-24
Age,55-64,QN,CASE_RATE,4926.65,2020-11-24
Age,55-64,SI,CASE_COUNT,3417,2020-11-24
Age,55-64,SI,CASE_RATE,5167.1,2020-11-24
Age,65-74,BK,CASE_COUNT,9739,2020-11-24
Age,65-74,BK,CASE_RATE,4632.26,2020-11-24
Age,65-74,BX,CASE_COUNT,6396,2020-11-24
Age,65-74,BX,CASE_RATE,6108.71,2020-11-24
Age,65-74,MN,CASE_COUNT,4309,2020-11-24
Age,65-74,MN,CASE_RATE,2885.92,2020-11-24
Age,65-74,QN,CASE_COUNT,8780,2020-11-24
Age,65-74,QN,CASE_RATE,4223.61,2020-11-24
Age,65-74,SI,CASE_COUNT,1809,2020-11-24
Age,65-74,SI,CASE_RATE,3877.07,2020-11-24
