group,subgroup,boro,outcome,count,day
Age,0-4,BK,CASE_COUNT,1092,2020-12-05
Age,0-4,BK,CASE_RATE,596.96,2020-12-05
Age,0-4,BX,CASE_COUNT,758,2020-12-05
Age,0-4,BX,CASE_RATE,756.49,2020-12-05
Age,0-4,MN,CASE_COUNT,383,2020-12-05
Age,0-4,MN,CASE_RATE,502.99,2020-12-05
Age,0-4,QN,CASE_COUNT,772,2020-12-05
Age,0-4,QN,CASE_RATE,563.11,2020-12-05
Age,0-4,SI,CASE_COUNT,272,2020-12-05
Age,0-4,SI,CASE_RATE,994.37,2020-12-05
Age,5-12,BK,CASE_COUNT,2225,2020-12-05
Age,5-12,BK,CASE_RATE,883.02,2020-12-05
Age,5-12,BX,CASE_COUNT,1442,2020-12-05
Age,5-12,BX,CASE_RATE,932.06,2020-12-05
Age,5-12,MN,CASE_COUNT,693,2020-12-05
Age,5-12,MN,CASE_RATE,698.6,2020-12-05
Age,5-12,QN,CASE_COUNT,1640,2020-12-05
Age,5-12,QN,CASE_RATE,837.08,2020-12-05
Age,5-12,SI,CASE_COUNT,599,2020-12-05
Age,5-12,SI,CASE_RATE,1309.15,2020-12-05
Age,13-17,BK,CASE_COUNT,2578,2020-12-05
Age,13-17,BK,CASE_RATE,1839.3,2020-12-05
Age,13-17,BX,CASE_COUNT,1399,2020-12-05
Age,13-17,BX,CASE_RATE,1518.83,2020-12-05
Age,13-17,MN,CASE_COUNT,700,2020-12-05
Age,13-17,MN,CASE_RATE,1251.9,2020-12-05
Age,13-17,QN,CASE_COUNT,1830,2020-12-05
Age,13-17,QN,CASE_RATE,1594.19,2020-12-05
Age,13-17,SI,CASE_COUNT,685,2020-12-05
Age,13-17,SI,CASE_RATE,2293.58,2020-12-05
Age,18-24,BK,CASE_COUNT,6922,2020-12-05
Age,18-24,BK,CASE_RATE,3330.64,2020-12-05
Age,18-24,BX,CASE_COUNT,4341,2020-12-05
Age,18-24,BX,CASE_RATE,3115.32,2020-12-05
Age,18-24,MN,CASE_COUNT,3174,2020-12-05
Age,18-24,MN,CASE_RATE,2179.21,2020-12-05
Age,18-24,QN,CASE_COUNT,6027,2020-12-05
Age,18-24,QN,CASE_RATE,3500.44,2020-12-05
Age,18-24,SI,CASE_COUNT,2095,2020-12-05
Age,18-24,SI,CASE_RATE,5280.79,2020-12-05
Age,25-34,BK,CASE_COUNT,15187,2020-12-05
Age,25-34,BK,CASE_RATE,3230.99,2020-12-05
Age,25-34,BX,CASE_COUNT,10824,2020-12-05
Age,25-34,BX,CASE_RATE,4760.25,2020-12-05
Age,25-34,MN,CASE_COUNT,8922,2020-12-05
Age,25-34,MN,CASE_RATE,2465.46,2020-12-05
Age,25-34,QN,CASE_COUNT,15149,2020-12-05
Age,25-34,QN,CASE_RATE,4211.83,2020-12-05
Age,25-34,SI,CASE_COUNT,3930,2020-12-05
Age,25-34,SI,CASE_RATE,6072.41,2020-12-05
Age,35-44,BK,CASE_COUNT,13392,2020-12-05
Age,35-44,BK,CASE_RATE,3740.93,2020-12-05
Age,35-44,BX,CASE_COUNT,10216,2020-12-05
Age,35-44,BX,CASE_RATE,5694.73,2020-12-05
Age,35-44,MN,CASE_COUNT,6281,2020-12-05
Age,35-44,MN,CASE_RATE,2682.39,2020-12-05
Age,35-44,QN,CASE_COUNT,14790,2020-12-05
Age,35-44,QN,CASE_RATE,4830.26,2020-12-05
Age,35-44,SI,CASE_COUNT,3625,2020-12-05
Age,35-44,SI,CASE_RATE,6126,2020-12-05
Age,45-54,BK,CASE_COUNT,13034,2020-12-05
Age,45-54,BK,CASE_RATE,4412.83,2020-12-05
Age,45-54,BX,CASE_COUNT,11265,2020-12-05
Age,45-54,BX,CASE_RATE,6482.89,2020-12-05
Age,45-54,MN,CASE_COUNT,5951,2020-12-05
Age,45-54,MN,CASE_RATE,3042.7,2020-12-05
Age,45-54,QN,CASE_COUNT,15855,2020-12-05
Age,45-54,QN,CASE_RATE,5299.11,2020-12-05
Age,45-54,SI,CASE_COUNT,3886,2020-12-05
Age,45-54,SI,CASE_RATE,6055.6,2020-12-05
Age,55-64,BK,CASE_COUNT,13900,2020-12-05
Age,55-64,BK,CASE_RATE,4864.65,2020-12-05
Age,55-64,BX,CASE_COUNT,11093,2020-12-05
Age,55-64,BX,CASE_RATE,6824.99,2020-12-05
Age,55-64,MN,CASE_COUNT,6217,2020-12-05
Age,55-64,MN,CASE_RATE,3377.72,2020-12-05
Age,55-64,QN,CASE_COUNT,15598,2020-12-05
Age,55-64,QN,CASE_RATE,5191.24,2020-12-05
Age,55-64,SI,CASE_COUNT,3790,2020-12-05
Age,55-64,SI,CASE_RATE,5731.14,2020-12-05
Age,65-74,BK,CASE_COUNT,10174,2020-12-05
Age,65-74,BK,CASE_RATE,4839.16,2020-12-05
Age,65-74,BX,CASE_COUNT,6689,2020-12-05
Age,65-74,BX,CASE_RATE,6388.55,2020-12-05
Age,65-74,MN,CASE_COUNT,4546,2020-12-05
Age,65-74,MN,CASE_RATE,3044.65,2020-12-05
Age,65-74,QN,CASE_COUNT,9223,2020-12-05
Age,65-74,QN,CASE_RATE,4436.72,2020-12-05
Age,65-74,SI,CASE_COUNT,2037,2020-12-05
Age,65-74,SI,CASE_RATE,4365.72,2020-12-05
Age,75+,BK,CASE_COUNT,8558,2020-12-05
Age,75+,BK,CASE_RATE,5428.79,2020-12-05
Age,75+,BX,CASE_COUNT,5733,2020-12-05
Age,75+,BX,CASE_RATE,6819.89,2020-12-05
Age,75+,MN,CASE_COUNT,4985,2020-12-05
Age,75+,MN,CASE_RATE,3931.08,2020-12-05
Age,75+,QN,CASE_COUNT,8031,2020-12-05
