group,subgroup,boro,outcome,count,day
Age,0-4,BK,CASE_COUNT,1350,2020-12-15
Age,0-4,BK,CASE_RATE,738,2020-12-15
Age,0-4,BX,CASE_COUNT,902,2020-12-15
Age,0-4,BX,CASE_RATE,900.21,2020-12-15
Age,0-4,MN,CASE_COUNT,480,2020-12-15
Age,0-4,MN,CASE_RATE,630.38,2020-12-15
Age,0-4,QN,CASE_COUNT,967,2020-12-15
Age,0-4,QN,CASE_RATE,705.35,2020-12-15
Age,0-4,SI,CASE_COUNT,365,2020-12-15
Age,0-4,SI,CASE_RATE,1334.36,2020-12-15
Age,5-12,BK,CASE_COUNT,2780,2020-12-15
Age,5-12,BK,CASE_RATE,1103.28,2020-12-15
Age,5-12,BX,CASE_COUNT,1744,2020-12-15
Age,5-12,BX,CASE_RATE,1127.26,2020-12-15
Age,5-12,MN,CASE_COUNT,868,2020-12-15
Age,5-12,MN,CASE_RATE,875.01,2020-12-15
Age,5-12,QN,CASE_COUNT,2085,2020-12-15
Age,5-12,QN,CASE_RATE,1064.22,2020-12-15
Age,5-12,SI,CASE_COUNT,788,2020-12-15
Age,5-12,SI,CASE_RATE,1722.22,2020-12-15
Age,13-17,BK,CASE_COUNT,2962,2020-12-15
Age,13-17,BK,CASE_RATE,2113.27,2020-12-15
Age,13-17,BX,CASE_COUNT,1591,2020-12-15
Age,13-17,BX,CASE_RATE,1727.27,2020-12-15
Age,13-17,MN,CASE_COUNT,837,2020-12-15
Age,13-17,MN,CASE_RATE,1496.91,2020-12-15
Age,13-17,QN,CASE_COUNT,2153,2020-12-15
Age,13-17,QN,CASE_RATE,1875.57,2020-12-15
Age,13-17,SI,CASE_COUNT,853,2020-12-15
Age,13-17,SI,CASE_RATE,2856.09,2020-12-15
Age,18-24,BK,CASE_COUNT,7698,2020-12-15
Age,18-24,BK,CASE_RATE,3704.03,2020-12-15
Age,18-24,BX,CASE_COUNT,4796,2020-12-15
Age,18-24,BX,CASE_RATE,3441.85,2020-12-15
Age,18-24,MN,CASE_COUNT,3612,2020-12-15
Age,18-24,MN,CASE_RATE,2479.93,2020-12-15
Age,18-24,QN,CASE_COUNT,6752,2020-12-15
Age,18-24,QN,CASE_RATE,3921.52,2020-12-15
Age,18-24,SI,CASE_COUNT,2426,2020-12-15
Age,18-24,SI,CASE_RATE,6115.14,2020-12-15
Age,25-34,BK,CASE_COUNT,16783,2020-12-15
Age,25-34,BK,CASE_RATE,3570.54,2020-12-15
Age,25-34,BX,CASE_COUNT,11664,2020-12-15
Age,25-34,BX,CASE_RATE,5129.67,2020-12-15
Age,25-34,MN,CASE_COUNT,9918,2020-12-15
Age,25-34,MN,CASE_RATE,2740.7,2020-12-15
Age,25-34,QN,CASE_COUNT,16621,2020-12-15
Age,25-34,QN,CASE_RATE,4621.09,2020-12-15
Age,25-34,SI,CASE_COUNT,4406,2020-12-15
Age,25-34,SI,CASE_RATE,6807.89,2020-12-15
Age,35-44,BK,CASE_COUNT,14612,2020-12-15
Age,35-44,BK,CASE_RATE,4081.72,2020-12-15
Age,35-44,BX,CASE_COUNT,10925,2020-12-15
Age,35-44,BX,CASE_RATE,6089.95,2020-12-15
Age,35-44,MN,CASE_COUNT,6873,2020-12-15
Age,35-44,MN,CASE_RATE,2935.21,2020-12-15
Age,35-44,QN,CASE_COUNT,16105,2020-12-15
Age,35-44,QN,CASE_RATE,5259.72,2020-12-15
Age,35-44,SI,CASE_COUNT,4077,2020-12-15
Age,35-44,SI,CASE_RATE,6889.85,2020-12-15
Age,45-54,BK,CASE_COUNT,13988,2020-12-15
Age,45-54,BK,CASE_RATE,4735.82,2020-12-15
