group,subgroup,boro,outcome,count,day
Race/ethnicity,Asian/Pacific-Islander,BK,CASE_COUNT,3954,2020-12-17
Race/ethnicity,Asian/Pacific-Islander,BK,CASE_RATE,1174.2,2020-12-17
Race/ethnicity,Asian/Pacific-Islander,BX,CASE_COUNT,1356,2020-12-17
Race/ethnicity,Asian/Pacific-Islander,BX,CASE_RATE,2207.58,2020-12-17
Race/ethnicity,Asian/Pacific-Islander,MN,CASE_COUNT,2014,2020-12-17
Race/ethnicity,Asian/Pacific-Islander,MN,CASE_RATE,896.17,2020-12-17
Race/ethnicity,Asian/Pacific-Islander,QN,CASE_COUNT,9847,2020-12-17
Race/ethnicity,Asian/Pacific-Islander,QN,CASE_RATE,1523.69,2020-12-17
Race/ethnicity,Asian/Pacific-Islander,SI,CASE_COUNT,825,2020-12-17
Race/ethnicity,Asian/Pacific-Islander,SI,CASE_RATE,1514.09,2020-12-17
Race/ethnicity,Black/African-American,BK,CASE_COUNT,16762,2020-12-17
Race/ethnicity,Black/African-American,BK,CASE_RATE,2023.89,2020-12-17
Race/ethnicity,Black/African-American,BX,CASE_COUNT,13588,2020-12-17
Race/ethnicity,Black/African-American,BX,CASE_RATE,3120.53,2020-12-17
Race/ethnicity,Black/African-American,MN,CASE_COUNT,4970,2020-12-17
Race/ethnicity,Black/African-American,MN,CASE_RATE,2155.39,2020-12-17
Race/ethnicity,Black/African-American,QN,CASE_COUNT,10667,2020-12-17
Race/ethnicity,Black/African-American,QN,CASE_RATE,2392.6,2020-12-17
Race/ethnicity,Black/African-American,SI,CASE_COUNT,1510,2020-12-17
Race/ethnicity,Black/African-American,SI,CASE_RATE,3364.33,2020-12-17
Race/ethnicity,Hispanic/Latino,BK,CASE_COUNT,10978,2020-12-17
Race/ethnicity,Hispanic/Latino,BK,CASE_RATE,2303.16,2020-12-17
Race/ethnicity,Hispanic/Latino,BX,CASE_COUNT,27984,2020-12-17
Race/ethnicity,Hispanic/Latino,BX,CASE_RATE,3599.07,2020-12-17
Race/ethnicity,Hispanic/Latino,MN,CASE_COUNT,10233,2020-12-17
Race/ethnicity,Hispanic/Latino,MN,CASE_RATE,2295.89,2020-12-17
Race/ethnicity,Hispanic/Latino,QN,CASE_COUNT,20560,2020-12-17
Race/ethnicity,Hispanic/Latino,QN,CASE_RATE,3223.03,2020-12-17
Race/ethnicity,Hispanic/Latino,SI,CASE_COUNT,3029,2020-12-17
Race/ethnicity,Hispanic/Latino,SI,CASE_RATE,3593.66,2020-12-17
Race/ethnicity,White,BK,CASE_COUNT,21031,2020-12-17
Race/ethnicity,White,BK,CASE_RATE,2186.62,2020-12-17
Race/ethnicity,White,BX,CASE_COUNT,4483,2020-12-17
Race/ethnicity,White,BX,CASE_RATE,3129.25,2020-12-17
Race/ethnicity,White,MN,CASE_COUNT,10646,2020-12-17
Race/ethnicity,White,MN,CASE_RATE,1237.09,2020-12-17
Race/ethnicity,White,QN,CASE_COUNT,13282,2020-12-17
Race/ethnicity,White,QN,CASE_RATE,2136.9,2020-12-17
Race/ethnicity,White,SI,CASE_COUNT,10267,2020-12-17
Race/ethnicity,White,SI,CASE_RATE,3438.5,2020-12-17
Race/ethnicity,Asian/Pacific-Islander,BK,DEATH_COUNT,319,2020-12-17
Race/ethnicity,Asian/Pacific-Islander,BK,DEATH_RATE,102.9,2020-12-17
Race/ethnicity,Asian/Pacific-Islander,BX,DEATH_COUNT,91,2020-12-17
Race/ethnicity,Asian/Pacific-Islander,BX,DEATH_RATE,152.44,2020-12-17
Race/ethnicity,Asian/Pacific-Islander,MN,DEATH_COUNT,162,2020-12-17
Race/ethnicity,Asian/Pacific-Islander,MN,DEATH_RATE,70.15,2020-12-17
Race/ethnicity,Asian/Pacific-Islander,QN,DEATH_COUNT,857,2020-12-17
Race/ethnicity,Asian/Pacific-Islander,QN,DEATH_RATE,124.58,2020-12-17
Race/ethnicity,Asian/Pacific-Islander,SI,DEATH_COUNT,62,2020-12-17
Race/ethnicity,Asian/Pacific-Islander,SI,DEATH_RATE,116.24,2020-12-17
Race/ethnicity,Black/African-American,BK,DEATH_COUNT,2199,2020-12-17
Race/ethnicity,Black/African-American,BK,DEATH_RATE,237.5,2020-12-17
Race/ethnicity,Black/African-American,BX,DEATH_COUNT,1336,2020-12-17
Race/ethnicity,Black/African-American,BX,DEATH_RATE,299.63,2020-12-17
Race/ethnicity,Black/African-American,MN,DEATH_COUNT,596,2020-12-17
Race/ethnicity,Black/African-American,MN,DEATH_RATE,227.68,2020-12-17
Race/ethnicity,Black/African-American,QN,DEATH_COUNT,1185,2020-12-17
Race/ethnicity,Black/African-American,QN,DEATH_RATE,235,2020-12-17
Race/ethnicity,Black/African-American,SI,DEATH_COUNT,119,2020-12-17
Race/ethnicity,Black/African-American,SI,DEATH_RATE,295.81,2020-12-17
Race/ethnicity,Hispanic/Latino,BK,DEATH_COUNT,1176,2020-12-17
Race/ethnicity,Hispanic/Latino,BK,DEATH_RATE,269.57,2020-12-17
Race/ethnicity,Hispanic/Latino,BX,DEATH_COUNT,1932,2020-12-17
Race/ethnicity,Hispanic/Latino,BX,DEATH_RATE,274.23,2020-12-17
Race/ethnicity,Hispanic/Latino,MN,DEATH_COUNT,974,2020-12-17
Race/ethnicity,Hispanic/Latino,MN,DEATH_RATE,196.09,2020-12-17
Race/ethnicity,Hispanic/Latino,QN,DEATH_COUNT,1874,2020-12-17
Race/ethnicity,Hispanic/Latino,QN,DEATH_RATE,318.5,2020-12-17
Race/ethnicity,Hispanic/Latino,SI,DEATH_COUNT,142,2020-12-17
Race/ethnicity,Hispanic/Latino,SI,DEATH_RATE,231.45,2020-12-17
Race/ethnicity,White,BK,DEATH_COUNT,1783,2020-12-17
Race/ethnicity,White,BK,DEATH_RATE,161.04,2020-12-17
Race/ethnicity,White,BX,DEATH_COUNT,478,2020-12-17
Race/ethnicity,White,BX,DEATH_RATE,175.75,2020-12-17
Race/ethnicity,White,MN,DEATH_COUNT,684,2020-12-17
Race/ethnicity,White,MN,DEATH_RATE,62.69,2020-12-17
Race/ethnicity,White,QN,DEATH_COUNT,1536,2020-12-17
Race/ethnicity,White,QN,DEATH_RATE,149.9,2020-12-17
Race/ethnicity,White,SI,DEATH_COUNT,644,2020-12-17
Race/ethnicity,White,SI,DEATH_RATE,148.07,2020-12-17
Race/ethnicity,Asian/Pacific-Islander,BK,HOSPITALIZED_COUNT,907,2020-12-17
Race/ethnicity,Asian/Pacific-Islander,BK,HOSPITALIZED_RATE,273.09,2020-12-17
Race/ethnicity,Asian/Pacific-Islander,BX,HOSPITALIZED_COUNT,360,2020-12-17
Race/ethnicity,Asian/Pacific-Islander,BX,HOSPITALIZED_RATE,571.51,2020-12-17
Race/ethnicity,Asian/Pacific-Islander,MN,HOSPITALIZED_COUNT,489,2020-12-17
Race/ethnicity,Asian/Pacific-Islander,MN,HOSPITALIZED_RATE,216.9,2020-12-17
Race/ethnicity,Asian/Pacific-Islander,QN,HOSPITALIZED_COUNT,2633,2020-12-17
Race/ethnicity,Asian/Pacific-Islander,QN,HOSPITALIZED_RATE,372.94,2020-12-17
Race/ethnicity,Asian/Pacific-Islander,SI,HOSPITALIZED_COUNT,160,2020-12-17
Race/ethnicity,Asian/Pacific-Islander,SI,HOSPITALIZED_RATE,276.96,2020-12-17
Race/ethnicity,Black/African-American,BK,HOSPITALIZED_COUNT,6347,2020-12-17
Race/ethnicity,Black/African-American,BK,HOSPITALIZED_RATE,707.16,2020-12-17
Race/ethnicity,Black/African-American,BX,HOSPITALIZED_COUNT,4485,2020-12-17
Race/ethnicity,Black/African-American,BX,HOSPITALIZED_RATE,1000.17,2020-12-17
Race/ethnicity,Black/African-American,MN,HOSPITALIZED_COUNT,2026,2020-12-17
Race/ethnicity,Black/African-American,MN,HOSPITALIZED_RATE,805.25,2020-12-17
Race/ethnicity,Black/African-American,QN,HOSPITALIZED_COUNT,3556,2020-12-17
Race/ethnicity,Black/African-American,QN,HOSPITALIZED_RATE,725.46,2020-12-17
Race/ethnicity,Black/African-American,SI,HOSPITALIZED_COUNT,428,2020-12-17
Race/ethnicity,Black/African-American,SI,HOSPITALIZED_RATE,978.23,2020-12-17
Race/ethnicity,Hispanic/Latino,BK,HOSPITALIZED_COUNT,3143,2020-12-17
Race/ethnicity,Hispanic/Latino,BK,HOSPITALIZED_RATE,685.91,2020-12-17
Race/ethnicity,Hispanic/Latino,BX,HOSPITALIZED_COUNT,6243,2020-12-17
Race/ethnicity,Hispanic/Latino,BX,HOSPITALIZED_RATE,841.23,2020-12-17
Race/ethnicity,Hispanic/Latino,MN,HOSPITALIZED_COUNT,2950,2020-12-17
Race/ethnicity,Hispanic/Latino,MN,HOSPITALIZED_RATE,616.25,2020-12-17
Race/ethnicity,Hispanic/Latino,QN,HOSPITALIZED_COUNT,6217,2020-12-17
Race/ethnicity,Hispanic/Latino,QN,HOSPITALIZED_RATE,998.35,2020-12-17
Race/ethnicity,Hispanic/Latino,SI,HOSPITALIZED_COUNT,609,2020-12-17
Race/ethnicity,Hispanic/Latino,SI,HOSPITALIZED_RATE,833.51,2020-12-17
Race/ethnicity,White,BK,HOSPITALIZED_COUNT,5270,2020-12-17
Race/ethnicity,White,BK,HOSPITALIZED_RATE,503.2,2020-12-17
Race/ethnicity,White,BX,HOSPITALIZED_COUNT,1263,2020-12-17
Race/ethnicity,White,BX,HOSPITALIZED_RATE,624.73,2020-12-17
Race/ethnicity,White,MN,HOSPITALIZED_COUNT,1962,2020-12-17
Race/ethnicity,White,MN,HOSPITALIZED_RATE,194.56,2020-12-17
Race/ethnicity,White,QN,HOSPITALIZED_COUNT,3677,2020-12-17
Race/ethnicity,White,QN,HOSPITALIZED_RATE,417.47,2020-12-17
Race/ethnicity,White,SI,HOSPITALIZED_COUNT,1824,2020-12-17
Race/ethnicity,White,SI,HOSPITALIZED_RATE,457.52,2020-12-17
