group,subgroup,boro,outcome,count,day
Sex,Female,BK,HOSPITALIZED_COUNT,7820,2020-11-09
Sex,Female,BK,HOSPITALIZED_RATE,580.24,2020-11-09
Sex,Female,BX,HOSPITALIZED_COUNT,5970,2020-11-09
Sex,Female,BX,HOSPITALIZED_RATE,797.43,2020-11-09
Sex,Female,MN,HOSPITALIZED_COUNT,3628,2020-11-09
Sex,Female,MN,HOSPITALIZED_RATE,423.22,2020-11-09
Sex,Female,QN,HOSPITALIZED_COUNT,7759,2020-11-09
Sex,Female,QN,HOSPITALIZED_RATE,668.9,2020-11-09
Sex,Female,SI,HOSPITALIZED_COUNT,1133,2020-11-09
Sex,Female,SI,HOSPITALIZED_RATE,462.8,2020-11-09
Sex,Male,BK,HOSPITALIZED_COUNT,9303,2020-11-09
Sex,Male,BK,HOSPITALIZED_RATE,767.45,2020-11-09
Sex,Male,BX,HOSPITALIZED_COUNT,7059,2020-11-09
Sex,Male,BX,HOSPITALIZED_RATE,1054.29,2020-11-09
Sex,Male,MN,HOSPITALIZED_COUNT,4800,2020-11-09
Sex,Male,MN,HOSPITALIZED_RATE,622.18,2020-11-09
Sex,Male,QN,HOSPITALIZED_COUNT,10526,2020-11-09
Sex,Male,QN,HOSPITALIZED_RATE,962.25,2020-11-09
Sex,Male,SI,HOSPITALIZED_COUNT,1488,2020-11-09
Sex,Male,SI,HOSPITALIZED_RATE,643.24,2020-11-09
Sex,Female,BK,CASE_COUNT,37525,2020-11-09
Sex,Female,BK,CASE_RATE,2784.35,2020-11-09
Sex,Female,BX,CASE_COUNT,28889,2020-11-09
Sex,Female,BX,CASE_RATE,3858.77,2020-11-09
Sex,Female,MN,CASE_COUNT,16640,2020-11-09
Sex,Female,MN,CASE_RATE,1941.14,2020-11-09
Sex,Female,QN,CASE_COUNT,37582,2020-11-09
Sex,Female,QN,CASE_RATE,3239.91,2020-11-09
Sex,Female,SI,CASE_COUNT,8508,2020-11-09
Sex,Female,SI,CASE_RATE,3475.31,2020-11-09
Sex,Male,BK,CASE_COUNT,37886,2020-11-09
Sex,Male,BK,CASE_RATE,3125.41,2020-11-09
Sex,Male,BX,CASE_COUNT,27671,2020-11-09
Sex,Male,BX,CASE_RATE,4132.79,2020-11-09
Sex,Male,MN,CASE_COUNT,18115,2020-11-09
Sex,Male,MN,CASE_RATE,2348.09,2020-11-09
Sex,Male,QN,CASE_COUNT,39993,2020-11-09
Sex,Male,QN,CASE_RATE,3656.04,2020-11-09
Sex,Male,SI,CASE_COUNT,9097,2020-11-09
Sex,Male,SI,CASE_RATE,3932.48,2020-11-09
Sex,Female,BK,DEATH_COUNT,2320,2020-11-09
Sex,Female,BK,DEATH_RATE,172.14,2020-11-09
Sex,Female,BX,DEATH_COUNT,1696,2020-11-09
Sex,Female,BX,DEATH_RATE,226.54,2020-11-09
Sex,Female,MN,DEATH_COUNT,1046,2020-11-09
Sex,Female,MN,DEATH_RATE,122.02,2020-11-09
Sex,Female,QN,DEATH_COUNT,2363,2020-11-09
Sex,Female,QN,DEATH_RATE,203.71,2020-11-09
Sex,Female,SI,DEATH_COUNT,377,2020-11-09
Sex,Female,SI,DEATH_RATE,154,2020-11-09
Sex,Male,BK,DEATH_COUNT,3469,2020-11-09
Sex,Male,BK,DEATH_RATE,286.18,2020-11-09
Sex,Male,BX,DEATH_COUNT,2384,2020-11-09
Sex,Male,BX,DEATH_RATE,356.06,2020-11-09
Sex,Male,MN,DEATH_COUNT,1506,2020-11-09
Sex,Male,MN,DEATH_RATE,195.21,2020-11-09
Sex,Male,QN,DEATH_COUNT,3706,2020-11-09
Sex,Male,QN,DEATH_RATE,338.79,2020-11-09
Sex,Male,SI,DEATH_COUNT,537,2020-11-09
Sex,Male,SI,DEATH_RATE,232.14,2020-11-09
