group,subgroup,boro,outcome,count,day
Sex,Female,BK,CASE_COUNT,49494,2020-12-19
Sex,Female,BK,CASE_RATE,3672.45,2020-12-19
Sex,Female,BX,CASE_COUNT,36427,2020-12-19
Sex,Female,BX,CASE_RATE,4865.63,2020-12-19
Sex,Female,MN,CASE_COUNT,23275,2020-12-19
Sex,Female,MN,CASE_RATE,2715.15,2020-12-19
Sex,Female,QN,CASE_COUNT,48868,2020-12-19
Sex,Female,QN,CASE_RATE,4212.87,2020-12-19
Sex,Female,SI,CASE_COUNT,13248,2020-12-19
Sex,Female,SI,CASE_RATE,5411.48,2020-12-19
Sex,Male,BK,CASE_COUNT,48459,2020-12-19
Sex,Male,BK,CASE_RATE,3997.63,2020-12-19
Sex,Male,BX,CASE_COUNT,33884,2020-12-19
Sex,Male,BX,CASE_RATE,5060.73,2020-12-19
Sex,Male,MN,CASE_COUNT,24206,2020-12-19
Sex,Male,MN,CASE_RATE,3137.61,2020-12-19
Sex,Male,QN,CASE_COUNT,50914,2020-12-19
Sex,Male,QN,CASE_RATE,4654.4,2020-12-19
Sex,Male,SI,CASE_COUNT,13468,2020-12-19
Sex,Male,SI,CASE_RATE,5821.99,2020-12-19
Sex,Female,BK,DEATH_COUNT,2395,2020-12-19
Sex,Female,BK,DEATH_RATE,177.71,2020-12-19
Sex,Female,BX,DEATH_COUNT,1718,2020-12-19
Sex,Female,BX,DEATH_RATE,229.48,2020-12-19
Sex,Female,MN,DEATH_COUNT,1080,2020-12-19
Sex,Female,MN,DEATH_RATE,125.99,2020-12-19
Sex,Female,QN,DEATH_COUNT,2417,2020-12-19
Sex,Female,QN,DEATH_RATE,208.37,2020-12-19
Sex,Female,SI,DEATH_COUNT,431,2020-12-19
Sex,Female,SI,DEATH_RATE,176.05,2020-12-19
Sex,Male,BK,DEATH_COUNT,3552,2020-12-19
Sex,Male,BK,DEATH_RATE,293.02,2020-12-19
Sex,Male,BX,DEATH_COUNT,2421,2020-12-19
Sex,Male,BX,DEATH_RATE,361.59,2020-12-19
Sex,Male,MN,DEATH_COUNT,1526,2020-12-19
Sex,Male,MN,DEATH_RATE,197.8,2020-12-19
Sex,Male,QN,DEATH_COUNT,3790,2020-12-19
Sex,Male,QN,DEATH_RATE,346.47,2020-12-19
Sex,Male,SI,DEATH_COUNT,591,2020-12-19
Sex,Male,SI,DEATH_RATE,255.48,2020-12-19
Sex,Female,BK,HOSPITALIZED_COUNT,8614,2020-12-19
Sex,Female,BK,HOSPITALIZED_RATE,639.16,2020-12-19
Sex,Female,BX,HOSPITALIZED_COUNT,6556,2020-12-19
Sex,Female,BX,HOSPITALIZED_RATE,875.7,2020-12-19
Sex,Female,MN,HOSPITALIZED_COUNT,4047,2020-12-19
Sex,Female,MN,HOSPITALIZED_RATE,472.1,2020-12-19
Sex,Female,QN,HOSPITALIZED_COUNT,8490,2020-12-19
Sex,Female,QN,HOSPITALIZED_RATE,731.92,2020-12-19
Sex,Female,SI,HOSPITALIZED_COUNT,1501,2020-12-19
Sex,Female,SI,HOSPITALIZED_RATE,613.12,2020-12-19
Sex,Male,BK,HOSPITALIZED_COUNT,10088,2020-12-19
Sex,Male,BK,HOSPITALIZED_RATE,832.21,2020-12-19
Sex,Male,BX,HOSPITALIZED_COUNT,7649,2020-12-19
Sex,Male,BX,HOSPITALIZED_RATE,1142.41,2020-12-19
Sex,Male,MN,HOSPITALIZED_COUNT,5202,2020-12-19
Sex,Male,MN,HOSPITALIZED_RATE,674.29,2020-12-19
Sex,Male,QN,HOSPITALIZED_COUNT,11490,2020-12-19
Sex,Male,QN,HOSPITALIZED_RATE,1050.38,2020-12-19
Sex,Male,SI,HOSPITALIZED_COUNT,1840,2020-12-19
Sex,Male,SI,HOSPITALIZED_RATE,795.4,2020-12-19
