group,subgroup,boro,outcome,count,day
Age,0-4,BK,HOSPITALIZED_COUNT,112,2020-11-11
Age,0-4,BK,HOSPITALIZED_RATE,61.23,2020-11-11
Age,0-4,BX,HOSPITALIZED_COUNT,82,2020-11-11
Age,0-4,BX,HOSPITALIZED_RATE,81.84,2020-11-11
Age,0-4,MN,HOSPITALIZED_COUNT,34,2020-11-11
Age,0-4,MN,HOSPITALIZED_RATE,44.65,2020-11-11
Age,0-4,QN,HOSPITALIZED_COUNT,69,2020-11-11
Age,0-4,QN,HOSPITALIZED_RATE,50.33,2020-11-11
Age,0-4,SI,HOSPITALIZED_COUNT,13,2020-11-11
Age,0-4,SI,HOSPITALIZED_RATE,47.53,2020-11-11
Age,5-12,BK,HOSPITALIZED_COUNT,71,2020-11-11
Age,5-12,BK,HOSPITALIZED_RATE,28.18,2020-11-11
Age,5-12,BX,HOSPITALIZED_COUNT,32,2020-11-11
Age,5-12,BX,HOSPITALIZED_RATE,20.68,2020-11-11
Age,5-12,MN,HOSPITALIZED_COUNT,18,2020-11-11
Age,5-12,MN,HOSPITALIZED_RATE,18.15,2020-11-11
Age,5-12,QN,HOSPITALIZED_COUNT,39,2020-11-11
Age,5-12,QN,HOSPITALIZED_RATE,19.91,2020-11-11
Age,5-12,SI,HOSPITALIZED_COUNT,5,2020-11-11
Age,5-12,SI,HOSPITALIZED_RATE,10.93,2020-11-11
Age,13-17,BK,HOSPITALIZED_COUNT,78,2020-11-11
Age,13-17,BK,HOSPITALIZED_RATE,55.65,2020-11-11
Age,13-17,BX,HOSPITALIZED_COUNT,72,2020-11-11
Age,13-17,BX,HOSPITALIZED_RATE,78.17,2020-11-11
Age,13-17,MN,HOSPITALIZED_COUNT,26,2020-11-11
Age,13-17,MN,HOSPITALIZED_RATE,46.5,2020-11-11
Age,13-17,QN,HOSPITALIZED_COUNT,62,2020-11-11
Age,13-17,QN,HOSPITALIZED_RATE,54.01,2020-11-11
Age,13-17,SI,HOSPITALIZED_COUNT,14,2020-11-11
Age,13-17,SI,HOSPITALIZED_RATE,46.88,2020-11-11
Age,18-24,BK,HOSPITALIZED_COUNT,447,2020-11-11
Age,18-24,BK,HOSPITALIZED_RATE,215.08,2020-11-11
Age,18-24,BX,HOSPITALIZED_COUNT,346,2020-11-11
Age,18-24,BX,HOSPITALIZED_RATE,248.31,2020-11-11
