group,subgroup,boro,outcome,count,day
Age,0-4,BK,CASE_COUNT,1025,2020-12-02
Age,0-4,BK,CASE_RATE,560.34,2020-12-02
Age,0-4,BX,CASE_COUNT,718,2020-12-02
Age,0-4,BX,CASE_RATE,716.57,2020-12-02
Age,0-4,MN,CASE_COUNT,353,2020-12-02
Age,0-4,MN,CASE_RATE,463.6,2020-12-02
Age,0-4,QN,CASE_COUNT,730,2020-12-02
Age,0-4,QN,CASE_RATE,532.48,2020-12-02
Age,0-4,SI,CASE_COUNT,247,2020-12-02
Age,0-4,SI,CASE_RATE,902.98,2020-12-02
Age,5-12,BK,CASE_COUNT,2082,2020-12-02
Age,5-12,BK,CASE_RATE,826.27,2020-12-02
Age,5-12,BX,CASE_COUNT,1370,2020-12-02
Age,5-12,BX,CASE_RATE,885.52,2020-12-02
Age,5-12,MN,CASE_COUNT,639,2020-12-02
Age,5-12,MN,CASE_RATE,644.16,2020-12-02
Age,5-12,QN,CASE_COUNT,1544,2020-12-02
Age,5-12,QN,CASE_RATE,788.08,2020-12-02
Age,5-12,SI,CASE_COUNT,532,2020-12-02
Age,5-12,SI,CASE_RATE,1162.72,2020-12-02
Age,13-17,BK,CASE_COUNT,2443,2020-12-02
Age,13-17,BK,CASE_RATE,1742.99,2020-12-02
Age,13-17,BX,CASE_COUNT,1338,2020-12-02
Age,13-17,BX,CASE_RATE,1452.6,2020-12-02
Age,13-17,MN,CASE_COUNT,664,2020-12-02
Age,13-17,MN,CASE_RATE,1187.52,2020-12-02
Age,13-17,QN,CASE_COUNT,1749,2020-12-02
Age,13-17,QN,CASE_RATE,1523.62,2020-12-02
Age,13-17,SI,CASE_COUNT,628,2020-12-02
Age,13-17,SI,CASE_RATE,2102.73,2020-12-02
Age,18-24,BK,CASE_COUNT,6653,2020-12-02
Age,18-24,BK,CASE_RATE,3201.21,2020-12-02
Age,18-24,BX,CASE_COUNT,4234,2020-12-02
Age,18-24,BX,CASE_RATE,3038.53,2020-12-02
Age,18-24,MN,CASE_COUNT,3046,2020-12-02
Age,18-24,MN,CASE_RATE,2091.33,2020-12-02
Age,18-24,QN,CASE_COUNT,5832,2020-12-02
Age,18-24,QN,CASE_RATE,3387.19,2020-12-02
Age,18-24,SI,CASE_COUNT,1986,2020-12-02
Age,18-24,SI,CASE_RATE,5006.04,2020-12-02
Age,25-34,BK,CASE_COUNT,14712,2020-12-02
Age,25-34,BK,CASE_RATE,3129.94,2020-12-02
Age,25-34,BX,CASE_COUNT,10553,2020-12-02
Age,25-34,BX,CASE_RATE,4641.07,2020-12-02
Age,25-34,MN,CASE_COUNT,8617,2020-12-02
Age,25-34,MN,CASE_RATE,2381.18,2020-12-02
Age,25-34,QN,CASE_COUNT,14699,2020-12-02
Age,25-34,QN,CASE_RATE,4086.72,2020-12-02
Age,25-34,SI,CASE_COUNT,3778,2020-12-02
Age,25-34,SI,CASE_RATE,5837.54,2020-12-02
Age,35-44,BK,CASE_COUNT,12971,2020-12-02
Age,35-44,BK,CASE_RATE,3623.33,2020-12-02
Age,35-44,BX,CASE_COUNT,9985,2020-12-02
Age,35-44,BX,CASE_RATE,5565.96,2020-12-02
Age,35-44,MN,CASE_COUNT,6090,2020-12-02
Age,35-44,MN,CASE_RATE,2600.82,2020-12-02
Age,35-44,QN,CASE_COUNT,14421,2020-12-02
Age,35-44,QN,CASE_RATE,4709.74,2020-12-02
Age,35-44,SI,CASE_COUNT,3474,2020-12-02
Age,35-44,SI,CASE_RATE,5870.82,2020-12-02
Age,45-54,BK,CASE_COUNT,12716,2020-12-02
Age,45-54,BK,CASE_RATE,4305.17,2020-12-02
Age,45-54,BX,CASE_COUNT,11056,2020-12-02
Age,45-54,BX,CASE_RATE,6362.62,2020-12-02
Age,45-54,MN,CASE_COUNT,5771,2020-12-02
Age,45-54,MN,CASE_RATE,2950.67,2020-12-02
Age,45-54,QN,CASE_COUNT,15568,2020-12-02
Age,45-54,QN,CASE_RATE,5203.19,2020-12-02
Age,45-54,SI,CASE_COUNT,3764,2020-12-02
Age,45-54,SI,CASE_RATE,5865.49,2020-12-02
Age,55-64,BK,CASE_COUNT,13657,2020-12-02
Age,55-64,BK,CASE_RATE,4779.6,2020-12-02
Age,55-64,BX,CASE_COUNT,10899,2020-12-02
Age,55-64,BX,CASE_RATE,6705.63,2020-12-02
Age,55-64,MN,CASE_COUNT,6064,2020-12-02
Age,55-64,MN,CASE_RATE,3294.6,2020-12-02
Age,55-64,QN,CASE_COUNT,15327,2020-12-02
Age,55-64,QN,CASE_RATE,5101.04,2020-12-02
Age,55-64,SI,CASE_COUNT,3673,2020-12-02
Age,55-64,SI,CASE_RATE,5554.21,2020-12-02
Age,65-74,BK,CASE_COUNT,10009,2020-12-02
Age,65-74,BK,CASE_RATE,4760.68,2020-12-02
Age,65-74,BX,CASE_COUNT,6587,2020-12-02
Age,65-74,BX,CASE_RATE,6291.13,2020-12-02
Age,65-74,MN,CASE_COUNT,4461,2020-12-02
Age,65-74,MN,CASE_RATE,2987.72,2020-12-02
Age,65-74,QN,CASE_COUNT,9079,2020-12-02
Age,65-74,QN,CASE_RATE,4367.44,2020-12-02
Age,65-74,SI,CASE_COUNT,1977,2020-12-02
Age,65-74,SI,CASE_RATE,4237.12,2020-12-02
Age,75+,BK,CASE_COUNT,8439,2020-12-02
Age,75+,BK,CASE_RATE,5353.3,2020-12-02
Age,75+,BX,CASE_COUNT,5676,2020-12-02
Age,75+,BX,CASE_RATE,6752.08,2020-12-02
Age,75+,MN,CASE_COUNT,4927,2020-12-02
Age,75+,MN,CASE_RATE,3885.34,2020-12-02
Age,75+,QN,CASE_COUNT,7947,2020-12-02
Age,75+,QN,CASE_RATE,4952.82,2020-12-02
Age,75+,SI,CASE_COUNT,1758,2020-12-02
Age,75+,SI,CASE_RATE,5385.7,2020-12-02
Age,0-17,BK,DEATH_COUNT,6,2020-12-02
Age,0-17,BK,DEATH_RATE,1.04,2020-12-02
Age,0-17,BX,DEATH_COUNT,5,2020-12-02
Age,0-17,BX,DEATH_RATE,1.44,2020-12-02
Age,0-17,MN,DEATH_COUNT,1,2020-12-02
Age,0-17,MN,DEATH_RATE,0.43,2020-12-02
Age,0-17,QN,DEATH_COUNT,3,2020-12-02
Age,0-17,QN,DEATH_RATE,0.67,2020-12-02
Age,0-17,SI,DEATH_COUNT,0,2020-12-02
Age,0-17,SI,DEATH_RATE,0,2020-12-02
Age,18-24,BK,DEATH_COUNT,14,2020-12-02
Age,18-24,BK,DEATH_RATE,6.74,2020-12-02
Age,18-24,BX,DEATH_COUNT,7,2020-12-02
Age,18-24,BX,DEATH_RATE,5.02,2020-12-02
Age,18-24,MN,DEATH_COUNT,4,2020-12-02
Age,18-24,MN,DEATH_RATE,2.75,2020-12-02
Age,18-24,QN,DEATH_COUNT,7,2020-12-02
Age,18-24,QN,DEATH_RATE,4.07,2020-12-02
Age,18-24,SI,DEATH_COUNT,3,2020-12-02
Age,18-24,SI,DEATH_RATE,7.56,2020-12-02
Age,25-34,BK,DEATH_COUNT,65,2020-12-02
Age,25-34,BK,DEATH_RATE,13.83,2020-12-02
Age,25-34,BX,DEATH_COUNT,51,2020-12-02
Age,25-34,BX,DEATH_RATE,22.43,2020-12-02
Age,25-34,MN,DEATH_COUNT,14,2020-12-02
Age,25-34,MN,DEATH_RATE,3.87,2020-12-02
Age,25-34,QN,DEATH_COUNT,55,2020-12-02
Age,25-34,QN,DEATH_RATE,15.29,2020-12-02
Age,25-34,SI,DEATH_COUNT,8,2020-12-02
Age,25-34,SI,DEATH_RATE,12.36,2020-12-02
Age,35-44,BK,DEATH_COUNT,139,2020-12-02
Age,35-44,BK,DEATH_RATE,38.83,2020-12-02
Age,35-44,BX,DEATH_COUNT,121,2020-12-02
Age,35-44,BX,DEATH_RATE,67.45,2020-12-02
Age,35-44,MN,DEATH_COUNT,44,2020-12-02
Age,35-44,MN,DEATH_RATE,18.79,2020-12-02
Age,35-44,QN,DEATH_COUNT,199,2020-12-02
Age,35-44,QN,DEATH_RATE,64.99,2020-12-02
Age,35-44,SI,DEATH_COUNT,20,2020-12-02
Age,35-44,SI,DEATH_RATE,33.8,2020-12-02
Age,45-54,BK,DEATH_COUNT,396,2020-12-02
Age,45-54,BK,DEATH_RATE,134.07,2020-12-02
Age,45-54,BX,DEATH_COUNT,291,2020-12-02
Age,45-54,BX,DEATH_RATE,167.47,2020-12-02
Age,45-54,MN,DEATH_COUNT,110,2020-12-02
Age,45-54,MN,DEATH_RATE,56.24,2020-12-02
Age,45-54,QN,DEATH_COUNT,448,2020-12-02
Age,45-54,QN,DEATH_RATE,149.73,2020-12-02
Age,45-54,SI,DEATH_COUNT,63,2020-12-02
Age,45-54,SI,DEATH_RATE,98.17,2020-12-02
Age,55-64,BK,DEATH_COUNT,913,2020-12-02
Age,55-64,BK,DEATH_RATE,319.53,2020-12-02
Age,55-64,BX,DEATH_COUNT,694,2020-12-02
Age,55-64,BX,DEATH_RATE,426.98,2020-12-02
Age,55-64,MN,DEATH_COUNT,290,2020-12-02
Age,55-64,MN,DEATH_RATE,157.56,2020-12-02
Age,55-64,QN,DEATH_COUNT,1050,2020-12-02
Age,55-64,QN,DEATH_RATE,349.45,2020-12-02
Age,55-64,SI,DEATH_COUNT,129,2020-12-02
Age,55-64,SI,DEATH_RATE,195.07,2020-12-02
Age,65-74,BK,DEATH_COUNT,1492,2020-12-02
Age,65-74,BK,DEATH_RATE,709.66,2020-12-02
Age,65-74,BX,DEATH_COUNT,1048,2020-12-02
Age,65-74,BX,DEATH_RATE,1000.93,2020-12-02
Age,65-74,MN,DEATH_COUNT,581,2020-12-02
Age,65-74,MN,DEATH_RATE,389.12,2020-12-02
Age,65-74,QN,DEATH_COUNT,1493,2020-12-02
Age,65-74,QN,DEATH_RATE,718.21,2020-12-02
Age,65-74,SI,DEATH_COUNT,212,2020-12-02
Age,65-74,SI,DEATH_RATE,454.36,2020-12-02
Age,75+,BK,DEATH_COUNT,2835,2020-12-02
Age,75+,BK,DEATH_RATE,1798.39,2020-12-02
