group,subgroup,boro,outcome,count,day
Race/ethnicity,Asian/Pacific-Islander,BK,HOSPITALIZED_COUNT,802,2020-11-09
Race/ethnicity,Asian/Pacific-Islander,BK,HOSPITALIZED_RATE,242.02,2020-11-09
Race/ethnicity,Asian/Pacific-Islander,BX,HOSPITALIZED_COUNT,325,2020-11-09
Race/ethnicity,Asian/Pacific-Islander,BX,HOSPITALIZED_RATE,517.25,2020-11-09
Race/ethnicity,Asian/Pacific-Islander,MN,HOSPITALIZED_COUNT,416,2020-11-09
Race/ethnicity,Asian/Pacific-Islander,MN,HOSPITALIZED_RATE,185.29,2020-11-09
Race/ethnicity,Asian/Pacific-Islander,QN,HOSPITALIZED_COUNT,2313,2020-11-09
Race/ethnicity,Asian/Pacific-Islander,QN,HOSPITALIZED_RATE,327.44,2020-11-09
Race/ethnicity,Asian/Pacific-Islander,SI,HOSPITALIZED_COUNT,127,2020-11-09
Race/ethnicity,Asian/Pacific-Islander,SI,HOSPITALIZED_RATE,218.89,2020-11-09
Race/ethnicity,Black/African-American,BK,HOSPITALIZED_COUNT,5967,2020-11-09
Race/ethnicity,Black/African-American,BK,HOSPITALIZED_RATE,663.38,2020-11-09
Race/ethnicity,Black/African-American,BX,HOSPITALIZED_COUNT,4266,2020-11-09
Race/ethnicity,Black/African-American,BX,HOSPITALIZED_RATE,950.22,2020-11-09
Race/ethnicity,Black/African-American,MN,HOSPITALIZED_COUNT,1885,2020-11-09
Race/ethnicity,Black/African-American,MN,HOSPITALIZED_RATE,748.92,2020-11-09
Race/ethnicity,Black/African-American,QN,HOSPITALIZED_COUNT,3321,2020-11-09
Race/ethnicity,Black/African-American,QN,HOSPITALIZED_RATE,675.6,2020-11-09
Race/ethnicity,Black/African-American,SI,HOSPITALIZED_COUNT,376,2020-11-09
Race/ethnicity,Black/African-American,SI,HOSPITALIZED_RATE,860.2,2020-11-09
Race/ethnicity,Hispanic/Latino,BK,HOSPITALIZED_COUNT,2881,2020-11-09
Race/ethnicity,Hispanic/Latino,BK,HOSPITALIZED_RATE,629.89,2020-11-09
Race/ethnicity,Hispanic/Latino,BX,HOSPITALIZED_COUNT,5654,2020-11-09
Race/ethnicity,Hispanic/Latino,BX,HOSPITALIZED_RATE,762.72,2020-11-09
Race/ethnicity,Hispanic/Latino,MN,HOSPITALIZED_COUNT,2707,2020-11-09
Race/ethnicity,Hispanic/Latino,MN,HOSPITALIZED_RATE,564.85,2020-11-09
Race/ethnicity,Hispanic/Latino,QN,HOSPITALIZED_COUNT,5774,2020-11-09
Race/ethnicity,Hispanic/Latino,QN,HOSPITALIZED_RATE,927.84,2020-11-09
Race/ethnicity,Hispanic/Latino,SI,HOSPITALIZED_COUNT,480,2020-11-09
Race/ethnicity,Hispanic/Latino,SI,HOSPITALIZED_RATE,656.31,2020-11-09
Race/ethnicity,White,BK,HOSPITALIZED_COUNT,4763,2020-11-09
Race/ethnicity,White,BK,HOSPITALIZED_RATE,454.03,2020-11-09
Race/ethnicity,White,BX,HOSPITALIZED_COUNT,1150,2020-11-09
Race/ethnicity,White,BX,HOSPITALIZED_RATE,562.79,2020-11-09
Race/ethnicity,White,MN,HOSPITALIZED_COUNT,1780,2020-11-09
Race/ethnicity,White,MN,HOSPITALIZED_RATE,175.5,2020-11-09
Race/ethnicity,White,QN,HOSPITALIZED_COUNT,3392,2020-11-09
Race/ethnicity,White,QN,HOSPITALIZED_RATE,383.68,2020-11-09
Race/ethnicity,White,SI,HOSPITALIZED_COUNT,1411,2020-11-09
Race/ethnicity,White,SI,HOSPITALIZED_RATE,354.22,2020-11-09
Race/ethnicity,Asian/Pacific-Islander,BK,CASE_COUNT,2664,2020-11-09
Race/ethnicity,Asian/Pacific-Islander,BK,CASE_RATE,787.19,2020-11-09
Race/ethnicity,Asian/Pacific-Islander,BX,CASE_COUNT,1091,2020-11-09
Race/ethnicity,Asian/Pacific-Islander,BX,CASE_RATE,1764.86,2020-11-09
Race/ethnicity,Asian/Pacific-Islander,MN,CASE_COUNT,1293,2020-11-09
Race/ethnicity,Asian/Pacific-Islander,MN,CASE_RATE,563.63,2020-11-09
Race/ethnicity,Asian/Pacific-Islander,QN,CASE_COUNT,6846,2020-11-09
Race/ethnicity,Asian/Pacific-Islander,QN,CASE_RATE,1033.89,2020-11-09
Race/ethnicity,Asian/Pacific-Islander,SI,CASE_COUNT,534,2020-11-09
Race/ethnicity,Asian/Pacific-Islander,SI,CASE_RATE,958.01,2020-11-09
Race/ethnicity,Black/African-American,BK,CASE_COUNT,13901,2020-11-09
Race/ethnicity,Black/African-American,BK,CASE_RATE,1655.99,2020-11-09
Race/ethnicity,Black/African-American,BX,CASE_COUNT,11794,2020-11-09
Race/ethnicity,Black/African-American,BX,CASE_RATE,2698.79,2020-11-09
Race/ethnicity,Black/African-American,MN,CASE_COUNT,4085,2020-11-09
Race/ethnicity,Black/African-American,MN,CASE_RATE,1736.33,2020-11-09
