group,subgroup,boro,outcome,count,day
Sex,Female,BK,CASE_COUNT,45505,2020-12-10
Sex,Female,BK,CASE_RATE,3376.47,2020-12-10
Sex,Female,BX,CASE_COUNT,34117,2020-12-10
Sex,Female,BX,CASE_RATE,4557.08,2020-12-10
Sex,Female,MN,CASE_COUNT,21253,2020-12-10
Sex,Female,MN,CASE_RATE,2479.27,2020-12-10
Sex,Female,QN,CASE_COUNT,45140,2020-12-10
Sex,Female,QN,CASE_RATE,3891.48,2020-12-10
Sex,Female,SI,CASE_COUNT,11921,2020-12-10
Sex,Female,SI,CASE_RATE,4869.43,2020-12-10
Sex,Male,BK,CASE_COUNT,44918,2020-12-10
Sex,Male,BK,CASE_RATE,3705.51,2020-12-10
Sex,Male,BX,CASE_COUNT,31980,2020-12-10
Sex,Male,BX,CASE_RATE,4776.36,2020-12-10
Sex,Male,MN,CASE_COUNT,22379,2020-12-10
Sex,Male,MN,CASE_RATE,2900.8,2020-12-10
Sex,Male,QN,CASE_COUNT,47238,2020-12-10
Sex,Male,QN,CASE_RATE,4318.35,2020-12-10
Sex,Male,SI,CASE_COUNT,12292,2020-12-10
Sex,Male,SI,CASE_RATE,5313.62,2020-12-10
Sex,Female,BK,DEATH_COUNT,2367,2020-12-10
Sex,Female,BK,DEATH_RATE,175.63,2020-12-10
Sex,Female,BX,DEATH_COUNT,1698,2020-12-10
Sex,Female,BX,DEATH_RATE,226.81,2020-12-10
Sex,Female,MN,DEATH_COUNT,1063,2020-12-10
Sex,Female,MN,DEATH_RATE,124,2020-12-10
Sex,Female,QN,DEATH_COUNT,2389,2020-12-10
Sex,Female,QN,DEATH_RATE,205.95,2020-12-10
Sex,Female,SI,DEATH_COUNT,409,2020-12-10
Sex,Female,SI,DEATH_RATE,167.07,2020-12-10
Sex,Male,BK,DEATH_COUNT,3523,2020-12-10
Sex,Male,BK,DEATH_RATE,290.63,2020-12-10
Sex,Male,BX,DEATH_COUNT,2400,2020-12-10
Sex,Male,BX,DEATH_RATE,358.45,2020-12-10
Sex,Male,MN,DEATH_COUNT,1519,2020-12-10
Sex,Male,MN,DEATH_RATE,196.89,2020-12-10
Sex,Male,QN,DEATH_COUNT,3752,2020-12-10
Sex,Male,QN,DEATH_RATE,343,2020-12-10
Sex,Male,SI,DEATH_COUNT,572,2020-12-10
Sex,Male,SI,DEATH_RATE,247.27,2020-12-10
Sex,Female,BK,HOSPITALIZED_COUNT,8341,2020-12-10
Sex,Female,BK,HOSPITALIZED_RATE,618.9,2020-12-10
Sex,Female,BX,HOSPITALIZED_COUNT,6342,2020-12-10
Sex,Female,BX,HOSPITALIZED_RATE,847.11,2020-12-10
Sex,Female,MN,HOSPITALIZED_COUNT,3880,2020-12-10
Sex,Female,MN,HOSPITALIZED_RATE,452.62,2020-12-10
Sex,Female,QN,HOSPITALIZED_COUNT,8227,2020-12-10
Sex,Female,QN,HOSPITALIZED_RATE,709.24,2020-12-10
Sex,Female,SI,HOSPITALIZED_COUNT,1390,2020-12-10
Sex,Female,SI,HOSPITALIZED_RATE,567.78,2020-12-10
Sex,Male,BK,HOSPITALIZED_COUNT,9806,2020-12-10
Sex,Male,BK,HOSPITALIZED_RATE,808.95,2020-12-10
Sex,Male,BX,HOSPITALIZED_COUNT,7436,2020-12-10
Sex,Male,BX,HOSPITALIZED_RATE,1110.6,2020-12-10
Sex,Male,MN,HOSPITALIZED_COUNT,5053,2020-12-10
Sex,Male,MN,HOSPITALIZED_RATE,654.98,2020-12-10
Sex,Male,QN,HOSPITALIZED_COUNT,11151,2020-12-10
Sex,Male,QN,HOSPITALIZED_RATE,1019.39,2020-12-10
Sex,Male,SI,HOSPITALIZED_COUNT,1749,2020-12-10
Sex,Male,SI,HOSPITALIZED_RATE,756.06,2020-12-10
