group,subgroup,boro,outcome,count,day
Sex,Female,BK,CASE_COUNT,40332,2020-11-24
Sex,Female,BK,CASE_RATE,2992.63,2020-11-24
Sex,Female,BX,CASE_COUNT,30732,2020-11-24
Sex,Female,BX,CASE_RATE,4104.94,2020-11-24
Sex,Female,MN,CASE_COUNT,18394,2020-11-24
Sex,Female,MN,CASE_RATE,2145.75,2020-11-24
Sex,Female,QN,CASE_COUNT,40278,2020-11-24
Sex,Female,QN,CASE_RATE,3472.33,2020-11-24
Sex,Female,SI,CASE_COUNT,9625,2020-11-24
Sex,Female,SI,CASE_RATE,3931.57,2020-11-24
Sex,Male,BK,CASE_COUNT,40305,2020-11-24
Sex,Male,BK,CASE_RATE,3324.96,2020-11-24
Sex,Male,BX,CASE_COUNT,29123,2020-11-24
Sex,Male,BX,CASE_RATE,4349.65,2020-11-24
Sex,Male,MN,CASE_COUNT,19769,2020-11-24
Sex,Male,MN,CASE_RATE,2562.48,2020-11-24
Sex,Male,QN,CASE_COUNT,42585,2020-11-24
Sex,Male,QN,CASE_RATE,3892.99,2020-11-24
Sex,Male,SI,CASE_COUNT,10178,2020-11-24
Sex,Male,SI,CASE_RATE,4399.78,2020-11-24
Sex,Female,BK,DEATH_COUNT,2340,2020-11-24
Sex,Female,BK,DEATH_RATE,173.63,2020-11-24
Sex,Female,BX,DEATH_COUNT,1699,2020-11-24
Sex,Female,BX,DEATH_RATE,226.94,2020-11-24
Sex,Female,MN,DEATH_COUNT,1056,2020-11-24
Sex,Female,MN,DEATH_RATE,123.19,2020-11-24
Sex,Female,QN,DEATH_COUNT,2375,2020-11-24
Sex,Female,QN,DEATH_RATE,204.75,2020-11-24
Sex,Female,SI,DEATH_COUNT,389,2020-11-24
Sex,Female,SI,DEATH_RATE,158.9,2020-11-24
Sex,Male,BK,DEATH_COUNT,3498,2020-11-24
Sex,Male,BK,DEATH_RATE,288.57,2020-11-24
Sex,Male,BX,DEATH_COUNT,2397,2020-11-24
Sex,Male,BX,DEATH_RATE,358,2020-11-24
Sex,Male,MN,DEATH_COUNT,1516,2020-11-24
Sex,Male,MN,DEATH_RATE,196.51,2020-11-24
Sex,Male,QN,DEATH_COUNT,3729,2020-11-24
Sex,Male,QN,DEATH_RATE,340.89,2020-11-24
Sex,Male,SI,DEATH_COUNT,544,2020-11-24
Sex,Male,SI,DEATH_RATE,235.16,2020-11-24
Sex,Female,BK,HOSPITALIZED_COUNT,8017,2020-11-24
Sex,Female,BK,HOSPITALIZED_RATE,594.86,2020-11-24
Sex,Female,BX,HOSPITALIZED_COUNT,6110,2020-11-24
Sex,Female,BX,HOSPITALIZED_RATE,816.13,2020-11-24
Sex,Female,MN,HOSPITALIZED_COUNT,3728,2020-11-24
Sex,Female,MN,HOSPITALIZED_RATE,434.89,2020-11-24
Sex,Female,QN,HOSPITALIZED_COUNT,7923,2020-11-24
Sex,Female,QN,HOSPITALIZED_RATE,683.04,2020-11-24
Sex,Female,SI,HOSPITALIZED_COUNT,1216,2020-11-24
Sex,Female,SI,HOSPITALIZED_RATE,496.71,2020-11-24
Sex,Male,BK,HOSPITALIZED_COUNT,9457,2020-11-24
Sex,Male,BK,HOSPITALIZED_RATE,780.16,2020-11-24
Sex,Male,BX,HOSPITALIZED_COUNT,7193,2020-11-24
Sex,Male,BX,HOSPITALIZED_RATE,1074.31,2020-11-24
Sex,Male,MN,HOSPITALIZED_COUNT,4893,2020-11-24
Sex,Male,MN,HOSPITALIZED_RATE,634.24,2020-11-24
Sex,Male,QN,HOSPITALIZED_COUNT,10739,2020-11-24
Sex,Male,QN,HOSPITALIZED_RATE,981.73,2020-11-24
Sex,Male,SI,HOSPITALIZED_COUNT,1574,2020-11-24
Sex,Male,SI,HOSPITALIZED_RATE,680.41,2020-11-24
