group,subgroup,boro,outcome,count,day
Age,0-4,BK,HOSPITALIZED_COUNT,113,2020-11-15
Age,0-4,BK,HOSPITALIZED_RATE,61.77,2020-11-15
Age,0-4,BX,HOSPITALIZED_COUNT,82,2020-11-15
Age,0-4,BX,HOSPITALIZED_RATE,81.84,2020-11-15
Age,0-4,MN,HOSPITALIZED_COUNT,35,2020-11-15
Age,0-4,MN,HOSPITALIZED_RATE,45.97,2020-11-15
Age,0-4,QN,HOSPITALIZED_COUNT,70,2020-11-15
Age,0-4,QN,HOSPITALIZED_RATE,51.06,2020-11-15
Age,0-4,SI,HOSPITALIZED_COUNT,14,2020-11-15
Age,0-4,SI,HOSPITALIZED_RATE,51.18,2020-11-15
Age,5-12,BK,HOSPITALIZED_COUNT,72,2020-11-15
Age,5-12,BK,HOSPITALIZED_RATE,28.57,2020-11-15
Age,5-12,BX,HOSPITALIZED_COUNT,33,2020-11-15
Age,5-12,BX,HOSPITALIZED_RATE,21.33,2020-11-15
Age,5-12,MN,HOSPITALIZED_COUNT,18,2020-11-15
Age,5-12,MN,HOSPITALIZED_RATE,18.15,2020-11-15
Age,5-12,QN,HOSPITALIZED_COUNT,39,2020-11-15
Age,5-12,QN,HOSPITALIZED_RATE,19.91,2020-11-15
Age,5-12,SI,HOSPITALIZED_COUNT,5,2020-11-15
Age,5-12,SI,HOSPITALIZED_RATE,10.93,2020-11-15
Age,13-17,BK,HOSPITALIZED_COUNT,79,2020-11-15
Age,13-17,BK,HOSPITALIZED_RATE,56.36,2020-11-15
Age,13-17,BX,HOSPITALIZED_COUNT,73,2020-11-15
Age,13-17,BX,HOSPITALIZED_RATE,79.25,2020-11-15
Age,13-17,MN,HOSPITALIZED_COUNT,27,2020-11-15
Age,13-17,MN,HOSPITALIZED_RATE,48.29,2020-11-15
Age,13-17,QN,HOSPITALIZED_COUNT,62,2020-11-15
Age,13-17,QN,HOSPITALIZED_RATE,54.01,2020-11-15
Age,13-17,SI,HOSPITALIZED_COUNT,14,2020-11-15
Age,13-17,SI,HOSPITALIZED_RATE,46.88,2020-11-15
Age,18-24,BK,HOSPITALIZED_COUNT,453,2020-11-15
