group,subgroup,boro,outcome,count,day
Race/ethnicity,Asian/Pacific-Islander,BK,CASE_COUNT,3467,2020-12-09
Race/ethnicity,Asian/Pacific-Islander,BK,CASE_RATE,1029.65,2020-12-09
Race/ethnicity,Asian/Pacific-Islander,BX,CASE_COUNT,1263,2020-12-09
Race/ethnicity,Asian/Pacific-Islander,BX,CASE_RATE,2053.04,2020-12-09
Race/ethnicity,Asian/Pacific-Islander,MN,CASE_COUNT,1793,2020-12-09
Race/ethnicity,Asian/Pacific-Islander,MN,CASE_RATE,795.84,2020-12-09
Race/ethnicity,Asian/Pacific-Islander,QN,CASE_COUNT,8929,2020-12-09
Race/ethnicity,Asian/Pacific-Islander,QN,CASE_RATE,1373.59,2020-12-09
Race/ethnicity,Asian/Pacific-Islander,SI,CASE_COUNT,730,2020-12-09
Race/ethnicity,Asian/Pacific-Islander,SI,CASE_RATE,1331.77,2020-12-09
Race/ethnicity,Black/African-American,BK,CASE_COUNT,15853,2020-12-09
Race/ethnicity,Black/African-American,BK,CASE_RATE,1907.63,2020-12-09
Race/ethnicity,Black/African-American,BX,CASE_COUNT,13065,2020-12-09
Race/ethnicity,Black/African-American,BX,CASE_RATE,2996.66,2020-12-09
Race/ethnicity,Black/African-American,MN,CASE_COUNT,4702,2020-12-09
Race/ethnicity,Black/African-American,MN,CASE_RATE,2031.02,2020-12-09
Race/ethnicity,Black/African-American,QN,CASE_COUNT,10069,2020-12-09
Race/ethnicity,Black/African-American,QN,CASE_RATE,2248.85,2020-12-09
Race/ethnicity,Black/African-American,SI,CASE_COUNT,1416,2020-12-09
Race/ethnicity,Black/African-American,SI,CASE_RATE,3150.78,2020-12-09
Race/ethnicity,Hispanic/Latino,BK,CASE_COUNT,10017,2020-12-09
Race/ethnicity,Hispanic/Latino,BK,CASE_RATE,2104.01,2020-12-09
Race/ethnicity,Hispanic/Latino,BX,CASE_COUNT,26328,2020-12-09
Race/ethnicity,Hispanic/Latino,BX,CASE_RATE,3389.55,2020-12-09
Race/ethnicity,Hispanic/Latino,MN,CASE_COUNT,9417,2020-12-09
Race/ethnicity,Hispanic/Latino,MN,CASE_RATE,2107.57,2020-12-09
Race/ethnicity,Hispanic/Latino,QN,CASE_COUNT,19046,2020-12-09
Race/ethnicity,Hispanic/Latino,QN,CASE_RATE,2986.89,2020-12-09
Race/ethnicity,Hispanic/Latino,SI,CASE_COUNT,2649,2020-12-09
