group,subgroup,boro,outcome,count,day
Sex,Female,BK,CASE_COUNT,47678,2020-12-15
Sex,Female,BK,CASE_RATE,3537.71,2020-12-15
Sex,Female,BX,CASE_COUNT,35367,2020-12-15
Sex,Female,BX,CASE_RATE,4724.05,2020-12-15
Sex,Female,MN,CASE_COUNT,22370,2020-12-15
Sex,Female,MN,CASE_RATE,2609.57,2020-12-15
Sex,Female,QN,CASE_COUNT,47221,2020-12-15
Sex,Female,QN,CASE_RATE,4070.88,2020-12-15
Sex,Female,SI,CASE_COUNT,12616,2020-12-15
Sex,Female,SI,CASE_RATE,5153.32,2020-12-15
Sex,Male,BK,CASE_COUNT,46801,2020-12-15
Sex,Male,BK,CASE_RATE,3860.85,2020-12-15
Sex,Male,BX,CASE_COUNT,32975,2020-12-15
Sex,Male,BX,CASE_RATE,4924.96,2020-12-15
Sex,Male,MN,CASE_COUNT,23402,2020-12-15
Sex,Male,MN,CASE_RATE,3033.4,2020-12-15
Sex,Male,QN,CASE_COUNT,49265,2020-12-15
Sex,Male,QN,CASE_RATE,4503.66,2020-12-15
Sex,Male,SI,CASE_COUNT,12936,2020-12-15
Sex,Male,SI,CASE_RATE,5592.01,2020-12-15
Sex,Female,BK,DEATH_COUNT,2379,2020-12-15
Sex,Female,BK,DEATH_RATE,176.52,2020-12-15
Sex,Female,BX,DEATH_COUNT,1708,2020-12-15
Sex,Female,BX,DEATH_RATE,228.14,2020-12-15
Sex,Female,MN,DEATH_COUNT,1075,2020-12-15
Sex,Female,MN,DEATH_RATE,125.4,2020-12-15
Sex,Female,QN,DEATH_COUNT,2400,2020-12-15
Sex,Female,QN,DEATH_RATE,206.9,2020-12-15
Sex,Female,SI,DEATH_COUNT,404,2020-12-15
Sex,Female,SI,DEATH_RATE,165.02,2020-12-15
Sex,Male,BK,DEATH_COUNT,3539,2020-12-15
Sex,Male,BK,DEATH_RATE,291.95,2020-12-15
Sex,Male,BX,DEATH_COUNT,2414,2020-12-15
Sex,Male,BX,DEATH_RATE,360.54,2020-12-15
Sex,Male,MN,DEATH_COUNT,1521,2020-12-15
Sex,Male,MN,DEATH_RATE,197.15,2020-12-15
Sex,Male,QN,DEATH_COUNT,3773,2020-12-15
Sex,Male,QN,DEATH_RATE,344.92,2020-12-15
Sex,Male,SI,DEATH_COUNT,572,2020-12-15
Sex,Male,SI,DEATH_RATE,247.27,2020-12-15
Sex,Female,BK,HOSPITALIZED_COUNT,8487,2020-12-15
Sex,Female,BK,HOSPITALIZED_RATE,629.74,2020-12-15
Sex,Female,BX,HOSPITALIZED_COUNT,6458,2020-12-15
Sex,Female,BX,HOSPITALIZED_RATE,862.61,2020-12-15
Sex,Female,MN,HOSPITALIZED_COUNT,3972,2020-12-15
Sex,Female,MN,HOSPITALIZED_RATE,463.35,2020-12-15
Sex,Female,QN,HOSPITALIZED_COUNT,8379,2020-12-15
Sex,Female,QN,HOSPITALIZED_RATE,722.35,2020-12-15
Sex,Female,SI,HOSPITALIZED_COUNT,1447,2020-12-15
Sex,Female,SI,HOSPITALIZED_RATE,591.06,2020-12-15
Sex,Male,BK,HOSPITALIZED_COUNT,9972,2020-12-15
Sex,Male,BK,HOSPITALIZED_RATE,822.64,2020-12-15
Sex,Male,BX,HOSPITALIZED_COUNT,7550,2020-12-15
Sex,Male,BX,HOSPITALIZED_RATE,1127.63,2020-12-15
Sex,Male,MN,HOSPITALIZED_COUNT,5144,2020-12-15
Sex,Male,MN,HOSPITALIZED_RATE,666.77,2020-12-15
Sex,Male,QN,HOSPITALIZED_COUNT,11326,2020-12-15
Sex,Male,QN,HOSPITALIZED_RATE,1035.39,2020-12-15
Sex,Male,SI,HOSPITALIZED_COUNT,1809,2020-12-15
Sex,Male,SI,HOSPITALIZED_RATE,782,2020-12-15
