group,subgroup,boro,outcome,count,day
Race/ethnicity,Asian/Pacific-Islander,BK,CASE_COUNT,3024,2020-11-27
Race/ethnicity,Asian/Pacific-Islander,BK,CASE_RATE,895.64,2020-11-27
Race/ethnicity,Asian/Pacific-Islander,BX,CASE_COUNT,1157,2020-11-27
Race/ethnicity,Asian/Pacific-Islander,BX,CASE_RATE,1877.26,2020-11-27
Race/ethnicity,Asian/Pacific-Islander,MN,CASE_COUNT,1523,2020-11-27
Race/ethnicity,Asian/Pacific-Islander,MN,CASE_RATE,663.61,2020-11-27
Race/ethnicity,Asian/Pacific-Islander,QN,CASE_COUNT,7838,2020-11-27
Race/ethnicity,Asian/Pacific-Islander,QN,CASE_RATE,1197.42,2020-11-27
Race/ethnicity,Asian/Pacific-Islander,SI,CASE_COUNT,617,2020-11-27
Race/ethnicity,Asian/Pacific-Islander,SI,CASE_RATE,1116.69,2020-11-27
Race/ethnicity,Black/African-American,BK,CASE_COUNT,14792,2020-11-27
Race/ethnicity,Black/African-American,BK,CASE_RATE,1769.63,2020-11-27
Race/ethnicity,Black/African-American,BX,CASE_COUNT,12335,2020-11-27
Race/ethnicity,Black/African-American,BX,CASE_RATE,2826.11,2020-11-27
Race/ethnicity,Black/African-American,MN,CASE_COUNT,4375,2020-11-27
Race/ethnicity,Black/African-American,MN,CASE_RATE,1874.07,2020-11-27
Race/ethnicity,Black/African-American,QN,CASE_COUNT,9329,2020-11-27
Race/ethnicity,Black/African-American,QN,CASE_RATE,2069.24,2020-11-27
Race/ethnicity,Black/African-American,SI,CASE_COUNT,1284,2020-11-27
Race/ethnicity,Black/African-American,SI,CASE_RATE,2857.76,2020-11-27
Race/ethnicity,Hispanic/Latino,BK,CASE_COUNT,8807,2020-11-27
Race/ethnicity,Hispanic/Latino,BK,CASE_RATE,1853.9,2020-11-27
Race/ethnicity,Hispanic/Latino,BX,CASE_COUNT,23693,2020-11-27
Race/ethnicity,Hispanic/Latino,BX,CASE_RATE,3055.62,2020-11-27
Race/ethnicity,Hispanic/Latino,MN,CASE_COUNT,8283,2020-11-27
Race/ethnicity,Hispanic/Latino,MN,CASE_RATE,1842.47,2020-11-27
Race/ethnicity,Hispanic/Latino,QN,CASE_COUNT,17142,2020-11-27
Race/ethnicity,Hispanic/Latino,QN,CASE_RATE,2690.38,2020-11-27
Race/ethnicity,Hispanic/Latino,SI,CASE_COUNT,2134,2020-11-27
Race/ethnicity,Hispanic/Latino,SI,CASE_RATE,2569.88,2020-11-27
Race/ethnicity,White,BK,CASE_COUNT,17617,2020-11-27
Race/ethnicity,White,BK,CASE_RATE,1822.1,2020-11-27
Race/ethnicity,White,BX,CASE_COUNT,3868,2020-11-27
Race/ethnicity,White,BX,CASE_RATE,2650.5,2020-11-27
Race/ethnicity,White,MN,CASE_COUNT,8591,2020-11-27
Race/ethnicity,White,MN,CASE_RATE,973.78,2020-11-27
Race/ethnicity,White,QN,CASE_COUNT,11184,2020-11-27
Race/ethnicity,White,QN,CASE_RATE,1741.84,2020-11-27
Race/ethnicity,White,SI,CASE_COUNT,7805,2020-11-27
Race/ethnicity,White,SI,CASE_RATE,2571.32,2020-11-27
Race/ethnicity,Asian/Pacific-Islander,BK,DEATH_COUNT,312,2020-11-27
Race/ethnicity,Asian/Pacific-Islander,BK,DEATH_RATE,101.12,2020-11-27
Race/ethnicity,Asian/Pacific-Islander,BX,DEATH_COUNT,91,2020-11-27
Race/ethnicity,Asian/Pacific-Islander,BX,DEATH_RATE,152.44,2020-11-27
Race/ethnicity,Asian/Pacific-Islander,MN,DEATH_COUNT,157,2020-11-27
