group,subgroup,boro,outcome,count,day
Sex,Female,BK,CASE_COUNT,47173,2020-12-14
Sex,Female,BK,CASE_RATE,3500.24,2020-12-14
Sex,Female,BX,CASE_COUNT,35061,2020-12-14
Sex,Female,BX,CASE_RATE,4683.17,2020-12-14
Sex,Female,MN,CASE_COUNT,22118,2020-12-14
Sex,Female,MN,CASE_RATE,2580.18,2020-12-14
Sex,Female,QN,CASE_COUNT,46753,2020-12-14
Sex,Female,QN,CASE_RATE,4030.54,2020-12-14
Sex,Female,SI,CASE_COUNT,12492,2020-12-14
Sex,Female,SI,CASE_RATE,5102.67,2020-12-14
Sex,Male,BK,CASE_COUNT,46340,2020-12-14
Sex,Male,BK,CASE_RATE,3822.82,2020-12-14
Sex,Male,BX,CASE_COUNT,32730,2020-12-14
Sex,Male,BX,CASE_RATE,4888.37,2020-12-14
Sex,Male,MN,CASE_COUNT,23190,2020-12-14
Sex,Male,MN,CASE_RATE,3005.92,2020-12-14
Sex,Male,QN,CASE_COUNT,48768,2020-12-14
Sex,Male,QN,CASE_RATE,4458.22,2020-12-14
Sex,Male,SI,CASE_COUNT,12799,2020-12-14
Sex,Male,SI,CASE_RATE,5532.79,2020-12-14
Sex,Female,BK,DEATH_COUNT,2378,2020-12-14
Sex,Female,BK,DEATH_RATE,176.45,2020-12-14
Sex,Female,BX,DEATH_COUNT,1707,2020-12-14
Sex,Female,BX,DEATH_RATE,228.01,2020-12-14
Sex,Female,MN,DEATH_COUNT,1073,2020-12-14
Sex,Female,MN,DEATH_RATE,125.17,2020-12-14
Sex,Female,QN,DEATH_COUNT,2399,2020-12-14
Sex,Female,QN,DEATH_RATE,206.82,2020-12-14
Sex,Female,SI,DEATH_COUNT,416,2020-12-14
Sex,Female,SI,DEATH_RATE,169.93,2020-12-14
Sex,Male,BK,DEATH_COUNT,3535,2020-12-14
Sex,Male,BK,DEATH_RATE,291.62,2020-12-14
Sex,Male,BX,DEATH_COUNT,2411,2020-12-14
Sex,Male,BX,DEATH_RATE,360.09,2020-12-14
Sex,Male,MN,DEATH_COUNT,1521,2020-12-14
Sex,Male,MN,DEATH_RATE,197.15,2020-12-14
Sex,Male,QN,DEATH_COUNT,3767,2020-12-14
Sex,Male,QN,DEATH_RATE,344.37,2020-12-14
Sex,Male,SI,DEATH_COUNT,575,2020-12-14
Sex,Male,SI,DEATH_RATE,248.56,2020-12-14
Sex,Female,BK,HOSPITALIZED_COUNT,8460,2020-12-14
Sex,Female,BK,HOSPITALIZED_RATE,627.73,2020-12-14
Sex,Female,BX,HOSPITALIZED_COUNT,6431,2020-12-14
Sex,Female,BX,HOSPITALIZED_RATE,859,2020-12-14
Sex,Female,MN,HOSPITALIZED_COUNT,3960,2020-12-14
Sex,Female,MN,HOSPITALIZED_RATE,461.95,2020-12-14
Sex,Female,QN,HOSPITALIZED_COUNT,8339,2020-12-14
Sex,Female,QN,HOSPITALIZED_RATE,718.9,2020-12-14
Sex,Female,SI,HOSPITALIZED_COUNT,1440,2020-12-14
Sex,Female,SI,HOSPITALIZED_RATE,588.2,2020-12-14
Sex,Male,BK,HOSPITALIZED_COUNT,9926,2020-12-14
Sex,Male,BK,HOSPITALIZED_RATE,818.85,2020-12-14
Sex,Male,BX,HOSPITALIZED_COUNT,7524,2020-12-14
Sex,Male,BX,HOSPITALIZED_RATE,1123.74,2020-12-14
Sex,Male,MN,HOSPITALIZED_COUNT,5130,2020-12-14
Sex,Male,MN,HOSPITALIZED_RATE,664.96,2020-12-14
Sex,Male,QN,HOSPITALIZED_COUNT,11277,2020-12-14
Sex,Male,QN,HOSPITALIZED_RATE,1030.91,2020-12-14
Sex,Male,SI,HOSPITALIZED_COUNT,1796,2020-12-14
Sex,Male,SI,HOSPITALIZED_RATE,776.38,2020-12-14
