group,subgroup,boro,outcome,count,day
Sex,Female,BK,CASE_COUNT,41393,2020-11-28
Sex,Female,BK,CASE_RATE,3071.36,2020-11-28
Sex,Female,BX,CASE_COUNT,31423,2020-11-28
Sex,Female,BX,CASE_RATE,4197.24,2020-11-28
Sex,Female,MN,CASE_COUNT,19000,2020-11-28
Sex,Female,MN,CASE_RATE,2216.45,2020-11-28
Sex,Female,QN,CASE_COUNT,41253,2020-11-28
Sex,Female,QN,CASE_RATE,3556.39,2020-11-28
Sex,Female,SI,CASE_COUNT,10025,2020-11-28
Sex,Female,SI,CASE_RATE,4094.96,2020-11-28
Sex,Male,BK,CASE_COUNT,41225,2020-11-28
Sex,Male,BK,CASE_RATE,3400.86,2020-11-28
Sex,Male,BX,CASE_COUNT,29684,2020-11-28
Sex,Male,BX,CASE_RATE,4433.44,2020-11-28
Sex,Male,MN,CASE_COUNT,20352,2020-11-28
Sex,Male,MN,CASE_RATE,2638.05,2020-11-28
Sex,Male,QN,CASE_COUNT,43493,2020-11-28
Sex,Male,QN,CASE_RATE,3976,2020-11-28
Sex,Male,SI,CASE_COUNT,10594,2020-11-28
Sex,Male,SI,CASE_RATE,4579.6,2020-11-28
Sex,Female,BK,DEATH_COUNT,2346,2020-11-28
Sex,Female,BK,DEATH_RATE,174.07,2020-11-28
Sex,Female,BX,DEATH_COUNT,1698,2020-11-28
Sex,Female,BX,DEATH_RATE,226.81,2020-11-28
Sex,Female,MN,DEATH_COUNT,1055,2020-11-28
Sex,Female,MN,DEATH_RATE,123.07,2020-11-28
Sex,Female,QN,DEATH_COUNT,2380,2020-11-28
Sex,Female,QN,DEATH_RATE,205.18,2020-11-28
Sex,Female,SI,DEATH_COUNT,392,2020-11-28
Sex,Female,SI,DEATH_RATE,160.12,2020-11-28
Sex,Male,BK,DEATH_COUNT,3506,2020-11-28
Sex,Male,BK,DEATH_RATE,289.23,2020-11-28
Sex,Male,BX,DEATH_COUNT,2396,2020-11-28
Sex,Male,BX,DEATH_RATE,357.85,2020-11-28
Sex,Male,MN,DEATH_COUNT,1519,2020-11-28
Sex,Male,MN,DEATH_RATE,196.89,2020-11-28
Sex,Male,QN,DEATH_COUNT,3735,2020-11-28
Sex,Male,QN,DEATH_RATE,341.44,2020-11-28
Sex,Male,SI,DEATH_COUNT,550,2020-11-28
Sex,Male,SI,DEATH_RATE,237.76,2020-11-28
Sex,Female,BK,HOSPITALIZED_COUNT,8075,2020-11-28
Sex,Female,BK,HOSPITALIZED_RATE,599.16,2020-11-28
Sex,Female,BX,HOSPITALIZED_COUNT,6150,2020-11-28
Sex,Female,BX,HOSPITALIZED_RATE,821.47,2020-11-28
Sex,Female,MN,HOSPITALIZED_COUNT,3757,2020-11-28
Sex,Female,MN,HOSPITALIZED_RATE,438.27,2020-11-28
Sex,Female,QN,HOSPITALIZED_COUNT,7965,2020-11-28
Sex,Female,QN,HOSPITALIZED_RATE,686.66,2020-11-28
Sex,Female,SI,HOSPITALIZED_COUNT,1257,2020-11-28
Sex,Female,SI,HOSPITALIZED_RATE,513.45,2020-11-28
Sex,Male,BK,HOSPITALIZED_COUNT,9525,2020-11-28
Sex,Male,BK,HOSPITALIZED_RATE,785.77,2020-11-28
Sex,Male,BX,HOSPITALIZED_COUNT,7238,2020-11-28
Sex,Male,BX,HOSPITALIZED_RATE,1081.03,2020-11-28
Sex,Male,MN,HOSPITALIZED_COUNT,4920,2020-11-28
Sex,Male,MN,HOSPITALIZED_RATE,637.74,2020-11-28
Sex,Male,QN,HOSPITALIZED_COUNT,10820,2020-11-28
Sex,Male,QN,HOSPITALIZED_RATE,989.13,2020-11-28
Sex,Male,SI,HOSPITALIZED_COUNT,1616,2020-11-28
Sex,Male,SI,HOSPITALIZED_RATE,698.57,2020-11-28
