group,subgroup,boro,outcome,count,day
Age,0-4,BK,HOSPITALIZED_COUNT,113,2020-11-16
Age,0-4,BK,HOSPITALIZED_RATE,61.77,2020-11-16
Age,0-4,BX,HOSPITALIZED_COUNT,84,2020-11-16
Age,0-4,BX,HOSPITALIZED_RATE,83.83,2020-11-16
Age,0-4,MN,HOSPITALIZED_COUNT,35,2020-11-16
Age,0-4,MN,HOSPITALIZED_RATE,45.97,2020-11-16
Age,0-4,QN,HOSPITALIZED_COUNT,70,2020-11-16
Age,0-4,QN,HOSPITALIZED_RATE,51.06,2020-11-16
Age,0-4,SI,HOSPITALIZED_COUNT,14,2020-11-16
Age,0-4,SI,HOSPITALIZED_RATE,51.18,2020-11-16
Age,5-12,BK,HOSPITALIZED_COUNT,72,2020-11-16
Age,5-12,BK,HOSPITALIZED_RATE,28.57,2020-11-16
Age,5-12,BX,HOSPITALIZED_COUNT,33,2020-11-16
Age,5-12,BX,HOSPITALIZED_RATE,21.33,2020-11-16
Age,5-12,MN,HOSPITALIZED_COUNT,18,2020-11-16
Age,5-12,MN,HOSPITALIZED_RATE,18.15,2020-11-16
Age,5-12,QN,HOSPITALIZED_COUNT,39,2020-11-16
Age,5-12,QN,HOSPITALIZED_RATE,19.91,2020-11-16
Age,5-12,SI,HOSPITALIZED_COUNT,5,2020-11-16
Age,5-12,SI,HOSPITALIZED_RATE,10.93,2020-11-16
Age,13-17,BK,HOSPITALIZED_COUNT,79,2020-11-16
Age,13-17,BK,HOSPITALIZED_RATE,56.36,2020-11-16
Age,13-17,BX,HOSPITALIZED_COUNT,74,2020-11-16
Age,13-17,BX,HOSPITALIZED_RATE,80.34,2020-11-16
Age,13-17,MN,HOSPITALIZED_COUNT,27,2020-11-16
Age,13-17,MN,HOSPITALIZED_RATE,48.29,2020-11-16
Age,13-17,QN,HOSPITALIZED_COUNT,63,2020-11-16
Age,13-17,QN,HOSPITALIZED_RATE,54.88,2020-11-16
Age,13-17,SI,HOSPITALIZED_COUNT,14,2020-11-16
Age,13-17,SI,HOSPITALIZED_RATE,46.88,2020-11-16
Age,18-24,BK,HOSPITALIZED_COUNT,453,2020-11-16
Age,18-24,BK,HOSPITALIZED_RATE,217.97,2020-11-16
Age,18-24,BX,HOSPITALIZED_COUNT,351,2020-11-16
Age,18-24,BX,HOSPITALIZED_RATE,251.9,2020-11-16
Age,18-24,MN,HOSPITALIZED_COUNT,120,2020-11-16
Age,18-24,MN,HOSPITALIZED_RATE,82.39,2020-11-16
Age,18-24,QN,HOSPITALIZED_COUNT,330,2020-11-16
Age,18-24,QN,HOSPITALIZED_RATE,191.66,2020-11-16
Age,18-24,SI,HOSPITALIZED_COUNT,57,2020-11-16
Age,18-24,SI,HOSPITALIZED_RATE,143.68,2020-11-16
Age,25-34,BK,HOSPITALIZED_COUNT,1195,2020-11-16
Age,25-34,BK,HOSPITALIZED_RATE,254.23,2020-11-16
Age,25-34,BX,HOSPITALIZED_COUNT,919,2020-11-16
Age,25-34,BX,HOSPITALIZED_RATE,404.16,2020-11-16
Age,25-34,MN,HOSPITALIZED_COUNT,492,2020-11-16
Age,25-34,MN,HOSPITALIZED_RATE,135.96,2020-11-16
Age,25-34,QN,HOSPITALIZED_COUNT,1200,2020-11-16
Age,25-34,QN,HOSPITALIZED_RATE,333.63,2020-11-16
Age,25-34,SI,HOSPITALIZED_COUNT,153,2020-11-16
Age,25-34,SI,HOSPITALIZED_RATE,236.41,2020-11-16
Age,35-44,BK,HOSPITALIZED_COUNT,1400,2020-11-16
Age,35-44,BK,HOSPITALIZED_RATE,391.08,2020-11-16
Age,35-44,BX,HOSPITALIZED_COUNT,1164,2020-11-16
Age,35-44,BX,HOSPITALIZED_RATE,648.85,2020-11-16
Age,35-44,MN,HOSPITALIZED_COUNT,620,2020-11-16
Age,35-44,MN,HOSPITALIZED_RATE,264.78,2020-11-16
Age,35-44,QN,HOSPITALIZED_COUNT,1665,2020-11-16
Age,35-44,QN,HOSPITALIZED_RATE,543.77,2020-11-16
Age,35-44,SI,HOSPITALIZED_COUNT,188,2020-11-16
Age,35-44,SI,HOSPITALIZED_RATE,317.71,2020-11-16
Age,45-54,BK,HOSPITALIZED_COUNT,1965,2020-11-16
Age,45-54,BK,HOSPITALIZED_RATE,665.28,2020-11-16
Age,45-54,BX,HOSPITALIZED_COUNT,1784,2020-11-16
Age,45-54,BX,HOSPITALIZED_RATE,1026.67,2020-11-16
Age,45-54,MN,HOSPITALIZED_COUNT,933,2020-11-16
Age,45-54,MN,HOSPITALIZED_RATE,477.04,2020-11-16
Age,45-54,QN,HOSPITALIZED_COUNT,2552,2020-11-16
Age,45-54,QN,HOSPITALIZED_RATE,852.94,2020-11-16
Age,45-54,SI,HOSPITALIZED_COUNT,342,2020-11-16
Age,45-54,SI,HOSPITALIZED_RATE,532.94,2020-11-16
Age,55-64,BK,HOSPITALIZED_COUNT,3278,2020-11-16
Age,55-64,BK,HOSPITALIZED_RATE,1147.22,2020-11-16
Age,55-64,BX,HOSPITALIZED_COUNT,2683,2020-11-16
Age,55-64,BX,HOSPITALIZED_RATE,1650.72,2020-11-16
Age,55-64,MN,HOSPITALIZED_COUNT,1569,2020-11-16
Age,55-64,MN,HOSPITALIZED_RATE,852.44,2020-11-16
Age,55-64,QN,HOSPITALIZED_COUNT,3949,2020-11-16
Age,55-64,QN,HOSPITALIZED_RATE,1314.28,2020-11-16
Age,55-64,SI,HOSPITALIZED_COUNT,577,2020-11-16
Age,55-64,SI,HOSPITALIZED_RATE,872.52,2020-11-16
Age,65-74,BK,HOSPITALIZED_COUNT,3900,2020-11-16
Age,65-74,BK,HOSPITALIZED_RATE,1855,2020-11-16
Age,65-74,BX,HOSPITALIZED_COUNT,2829,2020-11-16
Age,65-74,BX,HOSPITALIZED_RATE,2701.93,2020-11-16
Age,65-74,MN,HOSPITALIZED_COUNT,1871,2020-11-16
Age,65-74,MN,HOSPITALIZED_RATE,1253.09,2020-11-16
Age,65-74,QN,HOSPITALIZED_COUNT,3794,2020-11-16
Age,65-74,QN,HOSPITALIZED_RATE,1825.1,2020-11-16
Age,65-74,SI,HOSPITALIZED_COUNT,569,2020-11-16
Age,65-74,SI,HOSPITALIZED_RATE,1219.49,2020-11-16
Age,75+,BK,HOSPITALIZED_COUNT,4801,2020-11-16
Age,75+,BK,HOSPITALIZED_RATE,3045.53,2020-11-16
Age,75+,BX,HOSPITALIZED_COUNT,3201,2020-11-16
Age,75+,BX,HOSPITALIZED_RATE,3807.86,2020-11-16
