group,subgroup,boro,outcome,count,day
Age,0-4,BK,HOSPITALIZED_COUNT,112,2020-11-09
Age,0-4,BK,HOSPITALIZED_RATE,61.23,2020-11-09
Age,0-4,BX,HOSPITALIZED_COUNT,82,2020-11-09
Age,0-4,BX,HOSPITALIZED_RATE,81.84,2020-11-09
Age,0-4,MN,HOSPITALIZED_COUNT,34,2020-11-09
Age,0-4,MN,HOSPITALIZED_RATE,44.65,2020-11-09
Age,0-4,QN,HOSPITALIZED_COUNT,68,2020-11-09
Age,0-4,QN,HOSPITALIZED_RATE,49.6,2020-11-09
Age,0-4,SI,HOSPITALIZED_COUNT,12,2020-11-09
Age,0-4,SI,HOSPITALIZED_RATE,43.87,2020-11-09
Age,5-12,BK,HOSPITALIZED_COUNT,71,2020-11-09
Age,5-12,BK,HOSPITALIZED_RATE,28.18,2020-11-09
Age,5-12,BX,HOSPITALIZED_COUNT,32,2020-11-09
Age,5-12,BX,HOSPITALIZED_RATE,20.68,2020-11-09
Age,5-12,MN,HOSPITALIZED_COUNT,18,2020-11-09
Age,5-12,MN,HOSPITALIZED_RATE,18.15,2020-11-09
Age,5-12,QN,HOSPITALIZED_COUNT,39,2020-11-09
Age,5-12,QN,HOSPITALIZED_RATE,19.91,2020-11-09
Age,5-12,SI,HOSPITALIZED_COUNT,5,2020-11-09
Age,5-12,SI,HOSPITALIZED_RATE,10.93,2020-11-09
Age,13-17,BK,HOSPITALIZED_COUNT,77,2020-11-09
Age,13-17,BK,HOSPITALIZED_RATE,54.94,2020-11-09
Age,13-17,BX,HOSPITALIZED_COUNT,72,2020-11-09
Age,13-17,BX,HOSPITALIZED_RATE,78.17,2020-11-09
Age,13-17,MN,HOSPITALIZED_COUNT,26,2020-11-09
Age,13-17,MN,HOSPITALIZED_RATE,46.5,2020-11-09
Age,13-17,QN,HOSPITALIZED_COUNT,62,2020-11-09
Age,13-17,QN,HOSPITALIZED_RATE,54.01,2020-11-09
Age,13-17,SI,HOSPITALIZED_COUNT,14,2020-11-09
Age,13-17,SI,HOSPITALIZED_RATE,46.88,2020-11-09
Age,18-24,BK,HOSPITALIZED_COUNT,447,2020-11-09
Age,18-24,BK,HOSPITALIZED_RATE,215.08,2020-11-09
Age,18-24,BX,HOSPITALIZED_COUNT,343,2020-11-09
Age,18-24,BX,HOSPITALIZED_RATE,246.15,2020-11-09
Age,18-24,MN,HOSPITALIZED_COUNT,117,2020-11-09
Age,18-24,MN,HOSPITALIZED_RATE,80.33,2020-11-09
Age,18-24,QN,HOSPITALIZED_COUNT,329,2020-11-09
Age,18-24,QN,HOSPITALIZED_RATE,191.08,2020-11-09
Age,18-24,SI,HOSPITALIZED_COUNT,57,2020-11-09
Age,18-24,SI,HOSPITALIZED_RATE,143.68,2020-11-09
Age,25-34,BK,HOSPITALIZED_COUNT,1179,2020-11-09
Age,25-34,BK,HOSPITALIZED_RATE,250.83,2020-11-09
Age,25-34,BX,HOSPITALIZED_COUNT,912,2020-11-09
Age,25-34,BX,HOSPITALIZED_RATE,401.09,2020-11-09
Age,25-34,MN,HOSPITALIZED_COUNT,481,2020-11-09
Age,25-34,MN,HOSPITALIZED_RATE,132.92,2020-11-09
Age,25-34,QN,HOSPITALIZED_COUNT,1184,2020-11-09
Age,25-34,QN,HOSPITALIZED_RATE,329.18,2020-11-09
Age,25-34,SI,HOSPITALIZED_COUNT,147,2020-11-09
Age,25-34,SI,HOSPITALIZED_RATE,227.14,2020-11-09
Age,35-44,BK,HOSPITALIZED_COUNT,1388,2020-11-09
