"","date_of_interest","boro","cum_case_count","cum_hospitalized_count","cum_death_count"
"729",2020-05-11,"Staten Island",12835,2128,767
"730",2020-05-12,"Staten Island",12888,2137,773
"731",2020-05-13,"Staten Island",12935,2146,779
"732",2020-05-14,"Staten Island",12977,2159,785
"733",2020-05-15,"Staten Island",13010,2166,791
"734",2020-05-16,"Staten Island",13035,2175,793
"735",2020-05-17,"Staten Island",13045,2179,795
"736",2020-05-18,"Staten Island",13083,2184,797
"737",2020-05-19,"Staten Island",13125,2194,802
"738",2020-05-20,"Staten Island",13182,2202,809
"739",2020-05-21,"Staten Island",13260,2212,812
"740",2020-05-22,"Staten Island",13292,2219,817
"741",2020-05-23,"Staten Island",13329,2225,819
"742",2020-05-24,"Staten Island",13343,2230,824
"743",2020-05-25,"Staten Island",13360,2236,827
"744",2020-05-26,"Staten Island",13416,2240,828
"745",2020-05-27,"Staten Island",13460,2243,830
"746",2020-05-28,"Staten Island",13486,2251,831
"747",2020-05-29,"Staten Island",13513,2261,833
"748",2020-05-30,"Staten Island",13529,2264,834
"749",2020-05-31,"Staten Island",13541,2266,836
"750",2020-06-01,"Staten Island",13579,2268,839
"751",2020-06-02,"Staten Island",13612,2274,840
"752",2020-06-03,"Staten Island",13656,2279,843
"753",2020-06-04,"Staten Island",13685,2280,845
"754",2020-06-05,"Staten Island",13694,2281,846
"755",2020-06-06,"Staten Island",13701,2281,846
"756",2020-06-07,"Staten Island",13705,2281,847
"757",2020-06-08,"Staten Island",13721,2283,847
"758",2020-06-09,"Staten Island",13741,2284,849
"759",2020-06-10,"Staten Island",13755,2286,851
"760",2020-06-11,"Staten Island",13770,2287,852
"761",2020-06-12,"Staten Island",13788,2288,852
"762",2020-06-13,"Staten Island",13789,2289,853
"763",2020-06-14,"Staten Island",13793,2289,855
"764",2020-06-15,"Staten Island",13810,2289,857
"765",2020-06-16,"Staten Island",13830,2289,857
"766",2020-06-17,"Staten Island",13846,2289,857
"767",2020-06-18,"Staten Island",13869,2289,859
"768",2020-06-19,"Staten Island",13877,2289,861
"769",2020-06-20,"Staten Island",13883,2289,863
"770",2020-06-21,"Staten Island",13892,2290,865
"771",2020-06-22,"Staten Island",13910,2292,868
"772",2020-06-23,"Staten Island",13926,2293,868
"773",2020-06-24,"Staten Island",13939,2294,869
"774",2020-06-25,"Staten Island",13964,2295,871
"775",2020-06-26,"Staten Island",13976,2298,872
"776",2020-06-27,"Staten Island",13988,2299,873
"777",2020-06-28,"Staten Island",13999,2299,875
"778",2020-06-29,"Staten Island",14023,2300,878
"779",2020-06-30,"Staten Island",14050,2302,880
"780",2020-07-01,"Staten Island",14089,2302,881
"781",2020-07-02,"Staten Island",14106,2302,885
"782",2020-07-03,"Staten Island",14112,2303,887
"783",2020-07-04,"Staten Island",14123,2303,888
"784",2020-07-05,"Staten Island",14134,2303,888
"785",2020-07-06,"Staten Island",14161,2304,888
"786",2020-07-07,"Staten Island",14193,2304,889
"787",2020-07-08,"Staten Island",14219,2305,893
"788",2020-07-09,"Staten Island",14237,2305,893
"789",2020-07-10,"Staten Island",14251,2305,894
"790",2020-07-11,"Staten Island",14264,2305,894
"791",2020-07-12,"Staten Island",14277,2305,894
"792",2020-07-13,"Staten Island",14309,2307,894
"793",2020-07-14,"Staten Island",14329,2307,894
"794",2020-07-15,"Staten Island",14350,2308,894
"795",2020-07-16,"Staten Island",14383,2308,894
"796",2020-07-17,"Staten Island",14404,2309,894
"797",2020-07-18,"Staten Island",14423,2310,894
"798",2020-07-19,"Staten Island",14440,2312,894
"799",2020-07-20,"Staten Island",14470,2315,894
"800",2020-07-21,"Staten Island",14491,2318,894
"801",2020-07-22,"Staten Island",14510,2319,894
"802",2020-07-23,"Staten Island",14535,2325,894
"803",2020-07-24,"Staten Island",14563,2326,895
"804",2020-07-25,"Staten Island",14576,2329,895
"805",2020-07-26,"Staten Island",14595,2330,895
"806",2020-07-27,"Staten Island",14618,2331,895
"807",2020-07-28,"Staten Island",14636,2334,895
"808",2020-07-29,"Staten Island",14647,2336,896
"809",2020-07-30,"Staten Island",14654,2336,896
"810",2020-07-31,"Staten Island",14667,2336,896
"811",2020-08-01,"Staten Island",14673,2338,896
"812",2020-08-02,"Staten Island",14679,2342,896
"813",2020-08-03,"Staten Island",14695,2343,896
"814",2020-08-04,"Staten Island",14699,2344,896
"815",2020-08-05,"Staten Island",14707,2344,896
"816",2020-08-06,"Staten Island",14716,2346,896
"817",2020-08-07,"Staten Island",14719,2346,896
"818",2020-08-08,"Staten Island",14724,2346,896
"819",2020-08-09,"Staten Island",14724,2346,896
"820",2020-08-10,"Staten Island",14724,2346,896
