"","date_of_interest","boro","cum_case_count","cum_hospitalized_count","cum_death_count"
"788",2020-09-09,"Queens",70258,17185,5988
"789",2020-09-10,"Queens",70307,17186,5989
"790",2020-09-11,"Queens",70330,17186,5989
"791",2020-09-12,"Queens",70342,17186,5989
"792",2020-09-13,"Queens",70345,17186,5989
"793",2020-02-29,"Staten Island",0,0,0
"794",2020-03-01,"Staten Island",0,1,0
"795",2020-03-02,"Staten Island",0,1,0
"796",2020-03-03,"Staten Island",0,2,0
"797",2020-03-04,"Staten Island",0,4,0
"798",2020-03-05,"Staten Island",0,5,0
"799",2020-03-06,"Staten Island",1,7,0
"800",2020-03-07,"Staten Island",2,7,0
"801",2020-03-08,"Staten Island",3,7,0
"802",2020-03-09,"Staten Island",6,10,0
"803",2020-03-10,"Staten Island",8,15,0
"804",2020-03-11,"Staten Island",11,18,0
"805",2020-03-12,"Staten Island",24,23,0
"806",2020-03-13,"Staten Island",50,26,0
"807",2020-03-14,"Staten Island",73,34,0
"808",2020-03-15,"Staten Island",120,50,1
"809",2020-03-16,"Staten Island",211,67,1
"810",2020-03-17,"Staten Island",319,88,1
"811",2020-03-18,"Staten Island",469,112,1
"812",2020-03-19,"Staten Island",727,144,5
"813",2020-03-20,"Staten Island",1037,174,8
"814",2020-03-21,"Staten Island",1285,209,9
"815",2020-03-22,"Staten Island",1602,241,15
"816",2020-03-23,"Staten Island",1811,287,23
"817",2020-03-24,"Staten Island",2161,335,29
"818",2020-03-25,"Staten Island",2555,384,33
"819",2020-03-26,"Staten Island",2959,432,43
"820",2020-03-27,"Staten Island",3330,489,50
"821",2020-03-28,"Staten Island",3596,542,63
"822",2020-03-29,"Staten Island",3826,599,80
"823",2020-03-30,"Staten Island",4224,667,91
"824",2020-03-31,"Staten Island",4461,736,113
"825",2020-04-01,"Staten Island",4724,810,129
"826",2020-04-02,"Staten Island",5093,889,159
"827",2020-04-03,"Staten Island",5438,952,188
"828",2020-04-04,"Staten Island",5783,1003,208
"829",2020-04-05,"Staten Island",6106,1068,230
"830",2020-04-06,"Staten Island",6836,1149,254
"831",2020-04-07,"Staten Island",7465,1219,282
"832",2020-04-08,"Staten Island",8026,1276,316
"833",2020-04-09,"Staten Island",8323,1332,341
"834",2020-04-10,"Staten Island",8623,1386,360
"835",2020-04-11,"Staten Island",8935,1435,388
"836",2020-04-12,"Staten Island",9187,1480,414
"837",2020-04-13,"Staten Island",9372,1536,439
"838",2020-04-14,"Staten Island",9662,1588,463
"839",2020-04-15,"Staten Island",9979,1621,487
"840",2020-04-16,"Staten Island",10189,1659,501
"841",2020-04-17,"Staten Island",10469,1697,516
"842",2020-04-18,"Staten Island",10622,1722,535
"843",2020-04-19,"Staten Island",10756,1753,554
"844",2020-04-20,"Staten Island",10980,1782,570
"845",2020-04-21,"Staten Island",11196,1809,581
"846",2020-04-22,"Staten Island",11369,1829,595
"847",2020-04-23,"Staten Island",11497,1848,608
"848",2020-04-24,"Staten Island",11640,1883,622
"849",2020-04-25,"Staten Island",11728,1909,631
"850",2020-04-26,"Staten Island",11774,1932,638
"851",2020-04-27,"Staten Island",11881,1952,647
"852",2020-04-28,"Staten Island",12011,1972,655
"853",2020-04-29,"Staten Island",12135,1991,669
"854",2020-04-30,"Staten Island",12265,2010,680
"855",2020-05-01,"Staten Island",12342,2022,688
"856",2020-05-02,"Staten Island",12402,2040,700
"857",2020-05-03,"Staten Island",12437,2054,715
"858",2020-05-04,"Staten Island",12526,2070,723
"859",2020-05-05,"Staten Island",12604,2082,735
"860",2020-05-06,"Staten Island",12664,2091,743
"861",2020-05-07,"Staten Island",12724,2100,747
"862",2020-05-08,"Staten Island",12766,2112,752
"863",2020-05-09,"Staten Island",12798,2119,755
"864",2020-05-10,"Staten Island",12812,2124,763
"865",2020-05-11,"Staten Island",12839,2128,766
"866",2020-05-12,"Staten Island",12892,2137,772
"867",2020-05-13,"Staten Island",12939,2146,778
"868",2020-05-14,"Staten Island",12981,2159,784
"869",2020-05-15,"Staten Island",13014,2166,790
"870",2020-05-16,"Staten Island",13039,2175,792
"871",2020-05-17,"Staten Island",13049,2179,794
"872",2020-05-18,"Staten Island",13087,2184,796
"873",2020-05-19,"Staten Island",13129,2194,801
"874",2020-05-20,"Staten Island",13186,2202,808
"875",2020-05-21,"Staten Island",13264,2211,811
"876",2020-05-22,"Staten Island",13296,2218,816
"877",2020-05-23,"Staten Island",13333,2224,818
"878",2020-05-24,"Staten Island",13347,2229,823
"879",2020-05-25,"Staten Island",13364,2235,826
"880",2020-05-26,"Staten Island",13420,2239,827
"881",2020-05-27,"Staten Island",13463,2242,829
"882",2020-05-28,"Staten Island",13492,2250,830
"883",2020-05-29,"Staten Island",13519,2260,832
"884",2020-05-30,"Staten Island",13534,2263,833
"885",2020-05-31,"Staten Island",13546,2265,835
"886",2020-06-01,"Staten Island",13588,2267,838
"887",2020-06-02,"Staten Island",13621,2273,839
"888",2020-06-03,"Staten Island",13666,2278,842
"889",2020-06-04,"Staten Island",13696,2279,844
"890",2020-06-05,"Staten Island",13704,2280,845
"891",2020-06-06,"Staten Island",13711,2280,845
"892",2020-06-07,"Staten Island",13715,2280,846
"893",2020-06-08,"Staten Island",13735,2282,846
"894",2020-06-09,"Staten Island",13754,2283,848
"895",2020-06-10,"Staten Island",13769,2285,850
"896",2020-06-11,"Staten Island",13785,2286,851
"897",2020-06-12,"Staten Island",13803,2287,851
"898",2020-06-13,"Staten Island",13805,2288,852
"899",2020-06-14,"Staten Island",13809,2288,854
"900",2020-06-15,"Staten Island",13826,2288,856
"901",2020-06-16,"Staten Island",13847,2288,856
"902",2020-06-17,"Staten Island",13864,2288,856
"903",2020-06-18,"Staten Island",13889,2288,858
"904",2020-06-19,"Staten Island",13898,2288,860
"905",2020-06-20,"Staten Island",13904,2288,862
"906",2020-06-21,"Staten Island",13913,2289,864
"907",2020-06-22,"Staten Island",13931,2291,867
"908",2020-06-23,"Staten Island",13947,2292,867
"909",2020-06-24,"Staten Island",13960,2293,868
"910",2020-06-25,"Staten Island",13986,2294,870
"911",2020-06-26,"Staten Island",13998,2297,871
"912",2020-06-27,"Staten Island",14010,2298,872
"913",2020-06-28,"Staten Island",14021,2298,874
"914",2020-06-29,"Staten Island",14044,2299,877
"915",2020-06-30,"Staten Island",14072,2301,879
"916",2020-07-01,"Staten Island",14111,2301,880
"917",2020-07-02,"Staten Island",14128,2301,884
"918",2020-07-03,"Staten Island",14134,2302,886
"919",2020-07-04,"Staten Island",14145,2302,887
"920",2020-07-05,"Staten Island",14156,2302,887
"921",2020-07-06,"Staten Island",14184,2303,887
"922",2020-07-07,"Staten Island",14216,2303,888
"923",2020-07-08,"Staten Island",14242,2304,892
"924",2020-07-09,"Staten Island",14261,2304,892
"925",2020-07-10,"Staten Island",14275,2304,893
"926",2020-07-11,"Staten Island",14288,2304,893
"927",2020-07-12,"Staten Island",14301,2304,893
"928",2020-07-13,"Staten Island",14335,2308,893
"929",2020-07-14,"Staten Island",14355,2308,893
"930",2020-07-15,"Staten Island",14376,2309,893
"931",2020-07-16,"Staten Island",14411,2309,893
"932",2020-07-17,"Staten Island",14433,2310,893
"933",2020-07-18,"Staten Island",14452,2311,893
"934",2020-07-19,"Staten Island",14469,2313,893
"935",2020-07-20,"Staten Island",14499,2316,893
"936",2020-07-21,"Staten Island",14520,2319,893
"937",2020-07-22,"Staten Island",14540,2320,893
"938",2020-07-23,"Staten Island",14565,2325,893
"939",2020-07-24,"Staten Island",14593,2327,894
"940",2020-07-25,"Staten Island",14606,2330,894
"941",2020-07-26,"Staten Island",14625,2331,894
"942",2020-07-27,"Staten Island",14650,2332,894
"943",2020-07-28,"Staten Island",14669,2335,894
"944",2020-07-29,"Staten Island",14681,2337,895
"945",2020-07-30,"Staten Island",14694,2337,895
"946",2020-07-31,"Staten Island",14712,2338,895
"947",2020-08-01,"Staten Island",14719,2340,895
"948",2020-08-02,"Staten Island",14725,2344,895
"949",2020-08-03,"Staten Island",14742,2345,895
"950",2020-08-04,"Staten Island",14747,2346,895
"951",2020-08-05,"Staten Island",14762,2346,895
"952",2020-08-06,"Staten Island",14779,2348,895
"953",2020-08-07,"Staten Island",14787,2348,895
"954",2020-08-08,"Staten Island",14794,2348,895
"955",2020-08-09,"Staten Island",14805,2349,895
"956",2020-08-10,"Staten Island",14826,2350,895
"957",2020-08-11,"Staten Island",14843,2351,895
"958",2020-08-12,"Staten Island",14861,2352,895
"959",2020-08-13,"Staten Island",14872,2352,895
"960",2020-08-14,"Staten Island",14889,2354,896
"961",2020-08-15,"Staten Island",14898,2356,896
"962",2020-08-16,"Staten Island",14903,2358,896
"963",2020-08-17,"Staten Island",14917,2358,897
"964",2020-08-18,"Staten Island",14929,2360,897
"965",2020-08-19,"Staten Island",14947,2360,897
"966",2020-08-20,"Staten Island",14967,2361,897
"967",2020-08-21,"Staten Island",14979,2361,897
"968",2020-08-22,"Staten Island",14986,2362,898
"969",2020-08-23,"Staten Island",14994,2362,898
"970",2020-08-24,"Staten Island",15009,2363,899
"971",2020-08-25,"Staten Island",15020,2364,899
"972",2020-08-26,"Staten Island",15035,2366,899
"973",2020-08-27,"Staten Island",15048,2368,899
"974",2020-08-28,"Staten Island",15071,2369,899
"975",2020-08-29,"Staten Island",15077,2370,900
"976",2020-08-30,"Staten Island",15101,2372,900
"977",2020-08-31,"Staten Island",15122,2372,900
"978",2020-09-01,"Staten Island",15142,2373,901
"979",2020-09-02,"Staten Island",15161,2373,901
"980",2020-09-03,"Staten Island",15176,2374,901
"981",2020-09-04,"Staten Island",15196,2376,901
"982",2020-09-05,"Staten Island",15220,2376,901
"983",2020-09-06,"Staten Island",15233,2377,901
"984",2020-09-07,"Staten Island",15249,2378,901
"985",2020-09-08,"Staten Island",15277,2379,901
"986",2020-09-09,"Staten Island",15298,2379,901
"987",2020-09-10,"Staten Island",15311,2380,901
"988",2020-09-11,"Staten Island",15314,2380,901
"989",2020-09-12,"Staten Island",15317,2380,901
"990",2020-09-13,"Staten Island",15317,2380,901
