,,,,,High School Graduation : Summarize,,,,,
Topic: Health Behavior and Population,,,,,,,,,,
Subtopic: Social and Economic Conditions,,,,,,,,,,
Indicator Name: High School Graduation,,,,,,,,,,
Indicator Description: ,,,,,,,,,,
,,,,,,,,,,
Year,GeoTypeName,Borough,Geography,Geography ID,Indicator Name,Number,Percent,Notes Number,Notes Percent,
2013-17,Neighborhood (Sub-borough/PUMA),Manhattan,borough/PUMA) - Morningside Heights/Hamilton Heights,35,High School Graduation,"70,643",79.4,,,
2013-17,Neighborhood (Sub-borough/PUMA),Bronx,borough/PUMA) - Morrisania/East Tremont,2,High School Graduation,"65,281",64.2,,,
2013-17,Neighborhood (Sub-borough/PUMA),Bronx,borough/PUMA) - Mott Haven/Hunts Point,1,High School Graduation,"56,689",59.5,,,
2013-17,Neighborhood (Sub-borough/PUMA),Brooklyn,borough/PUMA) - N. Crown Heights/Prospect Heights,18,High School Graduation,"77,780",83.8,,,
2013-17,Neighborhood (Sub-borough/PUMA),Staten Island,borough/PUMA) - North Shore,53,High School Graduation,"98,058",85.1,,,
2013-17,Neighborhood (Sub-borough/PUMA),Brooklyn,borough/PUMA) - Park Slope/Carroll Gardens,16,High School Graduation,"80,534",91.5,,,
2013-17,Neighborhood (Sub-borough/PUMA),Bronx,borough/PUMA) - Pelham Parkway,9,High School Graduation,"68,237",76.8,,,
2013-17,Neighborhood (Sub-borough/PUMA),Bronx,borough/PUMA) - Riverdale/Kingsbridge,6,High School Graduation,"63,317",82.2,,,
2013-17,Neighborhood (Sub-borough/PUMA),Queens,borough/PUMA) - Rockaways,52,High School Graduation,"61,975",78.2,,,
2013-17,Neighborhood (Sub-borough/PUMA),Brooklyn,borough/PUMA) - Sheepshead Bay/Gravesend,25,High School Graduation,"91,550",84.7,,,
2013-17,Neighborhood (Sub-borough/PUMA),Bronx,borough/PUMA) - Soundview/Parkchester,7,High School Graduation,"88,254",71.2,,,
2013-17,Neighborhood (Sub-borough/PUMA),Brooklyn,borough/PUMA) - South Crown Heights,19,High School Graduation,"65,455",86.0,,,
2013-17,Neighborhood (Sub-borough/PUMA),Staten Island,borough/PUMA) - South Shore,55,High School Graduation,"107,940",92.5,,,
2013-17,Neighborhood (Sub-borough/PUMA),Manhattan,borough/PUMA) - Stuyvesant Town/Turtle Bay,32,High School Graduation,"115,352",96.8,,,
2013-17,Neighborhood (Sub-borough/PUMA),Queens,borough/PUMA) - Sunnyside/Woodside,40,High School Graduation,"87,250",81.9,,,
