zipcode,neighborhood_name,borough_group,positive,covid_case_rate,pop_denominator,covid_death_count,covid_death_rate,percent_positive,total_covid_tests,day,newcases
11365,Auburndale/Fresh Meadows/Pomonok/Utopia,Queens,921,2090.77,44050.79,67,152.1,12.72,7240,2020-08-04,0
11366,Fresh Meadows/Hillcrest,Queens,411,2983.15,13777.39,28,203.23,16.97,2422,2020-08-04,2
11367,Kew Gardens Hills/Pomonok,Queens,1127,2680.83,42039.24,67,159.37,14.7,7668,2020-08-04,1
11368,Corona/North Corona,Queens,4984,4466.19,111594.1,444,397.87,20.38,24456,2020-08-04,2
11369,Airport/East Elmhurst,Queens,1709,4687.04,36462.23,179,490.92,21.09,8102,2020-08-04,1
11370,Jackson Heights/Rikers Island,Queens,1412,4310.31,32758.65,64,195.37,20.03,7051,2020-08-04,2
11372,Jackson Heights,Queens,2741,4381.19,62562.88,257,410.79,17.53,15632,2020-08-04,4
11373,Elmhurst,Queens,3449,3713.56,92875.81,296,318.71,16.87,20445,2020-08-04,3
11374,Rego Park,Queens,1148,2730.24,42047.63,99,235.45,14.75,7783,2020-08-04,1
11375,Forest Hills,Queens,1528,2165.75,70552.99,181,256.54,12.6,12126,2020-08-04,2
11377,Woodside,Queens,2446,2828.77,86468.55,195,225.52,13.61,17972,2020-08-04,2
11378,Maspeth,Queens,797,2303.9,34593.45,74,213.91,12.78,6234,2020-08-04,1
11379,Middle Village,Queens,873,2411.9,36195.55,98,270.75,13.21,6610,2020-08-04,1
11385,Glendale/Ridgewood,Queens,2381,2313.22,102929.91,142,137.96,13.86,17177,2020-08-04,3
11411,Cambria Heights,Queens,722,3522.94,20494.26,50,243.97,20.84,3465,2020-08-04,1
11412,St. Albans,Queens,1309,3326.82,39346.92,92,233.82,19.66,6658,2020-08-04,1
11413,Laurelton/Rosedale,Queens,1394,3193.73,43647.97,103,235.98,19.88,7012,2020-08-04,2
11414,Hamilton Beach/Howard Beach/Lindenwood,Queens,851,3010.73,28265.56,63,222.89,18.23,4667,2020-08-04,2
11415,Kew Gardens,Queens,560,2911.47,19234.25,51,265.15,15.16,3694,2020-08-04,0
11416,Ozone Park,Queens,763,2866.87,26614.42,55,206.65,18.61,4100,2020-08-04,0
11417,Ozone Park,Queens,933,2983.63,31270.63,47,150.3,17.13,5445,2020-08-04,0
11418,Richmond Hill,Queens,1191,3125.56,38105.16,106,278.18,17.93,6644,2020-08-04,3
11419,Richmond Hill/South Ozone Park,Queens,1289,2534.97,50848.81,98,192.73,19.31,6675,2020-08-04,2
11420,South Ozone Park,Queens,1450,2994.9,48415.71,107,221,19.35,7493,2020-08-04,1
11421,Woodhaven,Queens,1275,3020.65,42209.49,103,244.02,18.07,7055,2020-08-04,4
11422,Rosedale,Queens,1059,3140.42,33721.62,67,198.69,19.09,5548,2020-08-04,1
11423,Hollis/Holliswood,Queens,1139,3554.8,32041.14,105,327.7,20.11,5663,2020-08-04,1
11426,Bellerose,Queens,522,2563.44,20363.28,34,166.97,16.78,3111,2020-08-04,0
11427,Bellerose/Hollis Hills/Holliswood,Queens,830,3575.68,23212.38,51,219.71,18.05,4599,2020-08-04,1
11428,Queens Village,Queens,704,3642.49,19327.45,54,279.4,20.25,3476,2020-08-04,0
11429,Queens Village,Queens,1019,3634.57,28036.33,75,267.51,19.54,5216,2020-08-04,-1
11432,Hillcrest/Jamaica Estates/Jamaica Hills,Queens,1945,3077.76,63195.4,254,401.93,17.73,10972,2020-08-04,2
11433,Jamaica,Queens,1012,2808.32,36035.76,79,219.23,17.68,5725,2020-08-04,3
11434,Airport/South Jamaica/Springfield Gardens/St. Albans,Queens,2218,3284.17,67536.11,197,291.7,19,11672,2020-08-04,1
11435,Briarwood/Jamaica,Queens,1732,3003.62,57663.84,150,260.13,17.77,9748,2020-08-04,4
11436,South Jamaica/South Ozone Park,Queens,574,2758.63,20807.42,46,221.07,18.6,3086,2020-08-04,1
11691,Edgemere/Far Rockaway,Queens,2580,3984,64759.02,372,574.44,17.17,15026,2020-08-04,3
11692,Arverne/Edgemere,Queens,677,3364.77,20120.24,93,462.22,15.52,4361,2020-08-04,3
11693,Arverne/Broad Channel,Queens,348,2810.7,12381.27,29,234.22,16.52,2106,2020-08-04,0
11694,Belle Harbor-Neponsit/Rockaway Park,Queens,768,3772.88,20355.78,88,432.31,17.68,4345,2020-08-04,1
11697,Breezy Point,Queens,111,3138.53,3536.69,4,113.1,7.77,1429,2020-08-04,0
10001,Chelsea/NoMad/West Chelsea,Manhattan,425,1803.67,23563.03,25,106.1,6.73,6314,2020-08-05,3
10002,Chinatown/Lower East Side,Manhattan,1257,1637.67,76755.41,160,208.45,9.6,13094,2020-08-05,3
10003,East Village/Gramercy/Greenwich Village,Manhattan,516,959.08,53801.62,34,63.2,5.08,10157,2020-08-05,0
10004,Financial District,Manhattan,39,1068.32,3650.61,1,27.39,5.67,688,2020-08-05,0
10005,Financial District,Manhattan,85,1012.37,8396.11,2,23.82,5.28,1611,2020-08-05,1
10006,Financial District,Manhattan,38,1098.97,3457.77,0,0,5.28,720,2020-08-05,0
10007,TriBeCa,Manhattan,70,848.51,8249.73,3,36.36,4.14,1689,2020-08-05,0
10009,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,806,1371.96,58747.99,69,117.45,6.89,11705,2020-08-05,3
10010,Flatiron/Gramercy/Kips Bay,Manhattan,311,960.71,32371.86,19,58.69,4.58,6786,2020-08-05,0
10011,Chelsea,Manhattan,598,1208.07,49500.52,43,86.87,5.64,10596,2020-08-05,0
10012,Greenwich Village/SoHo,Manhattan,197,821.48,23981.2,9,37.53,4.66,4232,2020-08-05,1
10013,Hudson Square/Little Italy/SoHo/TriBeCa,Manhattan,311,1071.27,29031.09,21,72.34,4.91,6330,2020-08-05,1
10014,Hudson Square/Meatpacking District/West Village,Manhattan,365,1175.78,31043.16,29,93.42,5.17,7058,2020-08-05,4
10016,Kips Bay/Murray Hill/NoMad,Manhattan,800,1523.1,52524.35,49,93.29,6.62,12077,2020-08-05,1
10017,East Midtown/Murray Hill,Manhattan,163,1010.71,16127.22,8,49.61,4.98,3274,2020-08-05,1
10018,Hell's Kitchen/Midtown Manhattan,Manhattan,248,2601.92,9531.44,5,52.46,7.09,3498,2020-08-05,2
10019,Hell's Kitchen/Midtown Manhattan,Manhattan,675,1661.27,40631.45,42,103.37,6.66,10140,2020-08-05,1
10021,Lenox Hill/Upper East Side,Manhattan,617,1396.7,44175.61,64,144.88,6.06,10185,2020-08-05,0
10022,East Midtown,Manhattan,383,1262.58,30334.8,32,105.49,5.59,6856,2020-08-05,0
10023,Lincoln Square,Manhattan,627,1040.24,60274.81,54,89.59,5.2,12069,2020-08-05,2
10024,Upper West Side,Manhattan,805,1403.96,57337.68,75,130.8,6.39,12607,2020-08-05,2
10025,Manhattan Valley/Morningside Heights/Upper West Side,Manhattan,1490,1613.72,92333.47,176,190.61,6.9,21595,2020-08-05,2
10026,Central Harlem (South),Manhattan,724,1855.55,39018.03,47,120.46,10.28,7043,2020-08-05,1
10027,Central Harlem (South)/Morningside Heights/West Harlem,Manhattan,1147,1802.58,63631.04,113,177.59,9.73,11787,2020-08-05,2
10028,Upper East Side/Yorkville,Manhattan,522,1061.95,49155.08,33,67.13,5.61,9303,2020-08-05,2
10029,East Harlem,Manhattan,1952,2475.85,78841.52,212,268.89,12.11,16122,2020-08-05,2
10030,Central Harlem (North),Manhattan,559,1906.42,29321.91,56,190.98,11.41,4898,2020-08-05,2
10031,Hamilton Heights/West Harlem,Manhattan,1459,2409.3,60556.93,132,217.98,12.09,12072,2020-08-05,5
10032,Washington Heights (South),Manhattan,1696,2758.06,61492.57,174,282.96,13.21,12840,2020-08-05,5
10033,Washington Heights (North)/Washington Heights (South),Manhattan,1469,2480.98,59210.43,121,204.36,13.12,11198,2020-08-05,3
10034,Inwood/Washington Heights (North),Manhattan,824,1913,43073.65,71,164.83,10.6,7774,2020-08-05,2
10035,East Harlem,Manhattan,1101,3198.1,34426.65,136,395.04,13.85,7949,2020-08-05,1
10036,Hell's Kitchen/Midtown Manhattan,Manhattan,502,1915.21,26211.25,40,152.61,7.76,6466,2020-08-05,1
10037,Central Harlem (North)/East Harlem,Manhattan,562,2721.6,20649.62,63,305.09,11.87,4736,2020-08-05,1
10038,Chinatown/Financial District,Manhattan,277,1256.35,22047.96,28,127,7.13,3884,2020-08-05,2
10039,Central Harlem (North)/Washington Heights (South),Manhattan,585,2211.09,26457.52,64,241.9,12.72,4600,2020-08-05,2
10040,Washington Heights (North),Manhattan,1237,2760.65,44808.28,118,263.34,13.49,9169,2020-08-05,1
10044,Roosevelt Island,Manhattan,256,2187.98,11700.29,36,307.68,11.26,2274,2020-08-05,1
10065,Lenox Hill/Upper East Side,Manhattan,351,1207.78,29061.49,28,96.35,5.14,6823,2020-08-05,5
10069,Lincoln Square,Manhattan,65,1025.54,6338.13,2,31.56,5.44,1194,2020-08-05,0
10075,Lenox Hill/Upper East Side,Manhattan,440,1861.71,23634.14,45,190.4,7.55,5830,2020-08-05,1
10128,Upper East Side/Yorkville,Manhattan,702,1144.22,61351.93,41,66.83,5.65,12419,2020-08-05,0
10280,Battery Park City,Manhattan,62,644.58,9618.7,0,0,4.87,1274,2020-08-05,0
10282,Battery Park City,Manhattan,83,1504.87,5515.44,15,271.96,9.49,875,2020-08-05,3
10301,Silver Lake/St. George,Staten Island,1285,3243.84,39613.55,106,267.59,15.67,8201,2020-08-05,2
10302,Elm Park,Staten Island,676,3600.73,18773.99,32,170.45,19.69,3433,2020-08-05,2
10303,Graniteville/Mariner's Harbor/Port Ivory,Staten Island,926,3530.09,26231.66,47,179.17,17.62,5254,2020-08-05,0
10304,New Dorp/Todt Hill,Staten Island,1476,3477.14,42448.71,182,428.75,16.6,8889,2020-08-05,3
10305,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze,Staten Island,1339,3146.07,42560.99,80,187.97,16.48,8124,2020-08-05,3
10306,Lighthouse Hill/Midland Beach/New Dorp/Oakwood,Staten Island,1544,2876,53685.66,82,152.74,14.43,10702,2020-08-05,4
10307,Tottenville,Staten Island,412,2707.93,15214.56,15,98.59,15.88,2595,2020-08-05,1
10308,Great Kills,Staten Island,691,2331.68,29635.33,28,94.48,14.35,4814,2020-08-05,1
10309,Charleston/Prince's Bay/Woodrow,Staten Island,904,2738.98,33004.98,31,93.93,15.03,6016,2020-08-05,0
10310,Port Richmond/Randall Manor/West Brighton,Staten Island,744,3116.76,23870.96,33,138.24,15.35,4846,2020-08-05,1
10312,Annadale/Rossville,Staten Island,1640,2719.54,60304.33,59,97.84,15.23,10770,2020-08-05,1
10314,Bloomfield/Freshkills Park,Staten Island,2826,3111.16,90834.29,201,221.28,16.02,17639,2020-08-05,0
10451,Concourse/Melrose,Bronx,1689,3539.49,47718.77,150,314.34,15.91,10617,2020-08-05,6
10452,Concourse/Highbridge,Bronx,2645,3433.5,77035.04,171,221.98,16.78,15759,2020-08-05,5
10453,Morris Heights/Mount Hope/University Heights,Bronx,2621,3228.47,81184.04,165,203.24,17.7,14811,2020-08-05,2
10454,Mott Haven/Port Morris,Bronx,1247,3262.4,38223.41,105,274.7,15.92,7835,2020-08-05,3
10455,Mott Haven,Bronx,1420,3366.97,42174.38,111,263.19,16.98,8365,2020-08-05,4
10456,Claremont/Morrisania,Bronx,2773,2967.62,93441.91,290,310.35,15.65,17724,2020-08-05,11
10457,Belmont/Claremont/Mount Hope/Tremont,Bronx,2425,3246.97,74685.06,186,249.05,15.74,15402,2020-08-05,1
10458,Belmont/Fordham University/Kingsbridge,Bronx,2329,2778.98,83807.74,126,150.34,16.52,14096,2020-08-05,10
10459,Charlotte Gardens/Hunts Point,Bronx,1638,3387.48,48354.56,166,343.3,16.68,9823,2020-08-05,4
10460,Charlotte Gardens/Tremont/Van Nest/West Farms,Bronx,1826,3039.62,60073.25,127,211.41,16.8,10867,2020-08-05,4
10461,Morris Park/Pelham Bay/Westchester Square,Bronx,1952,3945.06,49479.56,138,278.9,17.05,11452,2020-08-05,1
10462,Parkchester/Pelham Parkway/Van Nest/Westchester Square,Bronx,2429,3140.99,77332.41,183,236.64,15.83,15342,2020-08-05,4
10463,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil,Bronx,2203,3090.31,71287.33,215,301.6,13.85,15910,2020-08-05,2
10464,City Island,Bronx,132,3032.28,4353.16,9,206.75,13.17,1002,2020-08-05,0
10465,Country Club/Throgs Neck,Bronx,1574,3657.88,43030.43,85,197.53,16.65,9456,2020-08-05,1
10466,Edenwald/Wakefield,Bronx,2559,3545.96,72166.65,169,234.18,18.88,13557,2020-08-05,1
10467,Allerton/Norwood/Pelham Parkway/Williamsbridge,Bronx,3735,3705.94,100784.05,321,318.5,17.71,21094,2020-08-05,9
10468,Fordham/Kingsbridge/University Heights,Bronx,3031,3952.73,76681.12,221,288.21,17.34,17478,2020-08-05,6
10469,Allerton/Baychester/Pelham Gardens/Williamsbridge,Bronx,3194,4466.62,71508.25,361,504.84,19.19,16648,2020-08-05,1
10470,Wakefield/Woodlawn,Bronx,482,3417.53,14103.75,20,141.81,16.22,2972,2020-08-05,2
10471,Fieldston/North Riverdale/Riverdale,Bronx,845,3976.98,21247.28,85,400.05,14.08,6000,2020-08-05,0
10472,Soundview,Bronx,2171,3196.69,67913.94,188,276.82,19.13,11346,2020-08-05,4
10473,Castle Hill/Clason Point/Soundview,Bronx,2107,3402.49,61925.28,137,221.23,17.19,12258,2020-08-05,4
10474,Hunts Point,Bronx,349,2805.9,12438.07,21,168.84,16.25,2148,2020-08-05,1
10475,Co-op City/Edenwald,Bronx,1832,4188.08,43743.21,176,402.35,18.67,9814,2020-08-05,3
11004,Bellerose/Douglaston-Little Neck,Queens,617,3289.17,18758.55,68,362.5,13.21,4671,2020-08-05,0
11101,Astoria (South)/Long Island City/Sunnyside,Queens,711,2019.65,35204.11,40,113.62,8.01,8871,2020-08-05,1
11102,Astoria (North),Queens,691,2117.49,32632.92,80,245.15,10.28,6721,2020-08-05,1
11103,Astoria (North)/Astoria (South),Queens,633,1730.19,36585.65,53,144.87,8.9,7114,2020-08-05,0
11104,Sunnyside,Queens,540,2179.56,24775.7,42,169.52,9.9,5453,2020-08-05,0
11105,Ditmars Steinway,Queens,538,1498.82,35894.88,43,119.79,7.99,6732,2020-08-05,3
11106,Astoria (South),Queens,750,1939.77,38664.4,54,139.66,10.06,7455,2020-08-05,3
11109,Long Island City,Queens,61,1203,5070.64,2,39.44,5.05,1207,2020-08-05,0
11201,Brooklyn Heights/DUMBO/Downtown Brooklyn,Brooklyn,798,1310.17,60908.15,95,155.97,5.4,14781,2020-08-05,0
11203,East Flatbush (North)/East Flatbush (South),Brooklyn,2220,3024.84,73392.42,242,329.73,17.08,12996,2020-08-05,2
11204,Bensonhurst/Mapleton,Brooklyn,2160,2723.06,79322.45,143,180.28,15.49,13940,2020-08-05,1
11205,Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene,Brooklyn,800,1817.64,44013.21,50,113.6,9.43,8484,2020-08-05,0
11206,Williamsburg (South),Brooklyn,1772,2072.6,85496.61,153,178.95,11.13,15925,2020-08-05,4
11207,Cypress Hills/East New York,Brooklyn,2334,2617.86,89156.75,216,242.27,15.49,15072,2020-08-05,4
11208,Cypress Hills/East New York,Brooklyn,2628,2748.73,95607.69,249,260.44,16.98,15475,2020-08-05,5
11209,Bay Ridge/Fort Hamilton,Brooklyn,1231,1835.09,67081.12,115,171.43,9.91,12424,2020-08-05,5
11210,Flatlands/Midwood,Brooklyn,1824,2718.76,67089.29,150,223.58,15.84,11515,2020-08-05,1
11211,East Williamsburg/Williamsburg (North)/Williamsburg (South),Brooklyn,2291,2300.32,99594.67,138,138.56,10.24,22374,2020-08-05,2
11212,Ocean Hill-Brownsville,Brooklyn,2076,2608.37,79589.99,234,294.01,16.01,12967,2020-08-05,1
11213,Crown Heights (East),Brooklyn,1533,2379.48,64425.94,148,229.72,13,11793,2020-08-05,3
11214,Bath Beach/Bensonhurst/Gravesend,Brooklyn,1695,1816.07,93333.46,183,196.07,12.58,13477,2020-08-05,0
11215,Gowanus/Park Slope/Windsor Terrace,Brooklyn,675,965.22,69932.3,46,65.78,4.99,13530,2020-08-05,0
11216,Bedford-Stuyvesant (West)/Crown Heights (West),Brooklyn,835,1503.48,55537.72,76,136.84,7.73,10796,2020-08-05,0
11217,Boerum Hill/Park Slope,Brooklyn,680,1432.28,47476.67,86,181.14,7.61,8932,2020-08-05,3
11218,Kensington/Windsor Terrace,Brooklyn,1875,2473.4,75806.47,137,180.72,13.16,14249,2020-08-05,1
11219,Borough Park,Brooklyn,3244,3493.5,92858.07,235,253.07,15.87,20438,2020-08-05,1
11220,Sunset Park,Brooklyn,1825,1853.73,98450,166,168.61,13.13,13904,2020-08-05,3
11221,Bedford-Stuyvesant (East)/Bushwick,Brooklyn,1502,1839.05,81672.44,146,178.76,10.39,14463,2020-08-05,6
11222,Greenpoint,Brooklyn,524,1441.57,36349.16,33,90.79,5.88,8911,2020-08-05,6
11223,Gravesend/Homecrest,Brooklyn,1858,2323.75,79957.11,144,180.1,14.31,12986,2020-08-05,3
11224,Brighton Beach/Coney Island/Seagate,Brooklyn,1320,2967.14,44487.34,213,478.79,16.46,8021,2020-08-05,1
11225,Crown Heights (West)/Prospect Lefferts Gardens,Brooklyn,1247,2160.75,57711.49,140,242.59,11.49,10854,2020-08-05,0
11226,Flatbush/Prospect Lefferts Gardens,Brooklyn,2521,2544.89,99061.32,302,304.86,14.23,17716,2020-08-05,3
11228,Bath Beach/Dyker Heights,Brooklyn,745,1684.95,44215.08,82,185.46,12.29,6060,2020-08-05,2
11229,Gerritsen Beach/Homecrest/Sheepshead Bay,Brooklyn,1921,2262.42,84909.16,151,177.84,11.15,17232,2020-08-05,10
11230,Midwood,Brooklyn,2545,2854.23,89165.77,228,255.7,14.45,17609,2020-08-05,4
11231,Carroll Gardens/Cobble Hill/Red Hook,Brooklyn,459,1240.72,36994.7,34,91.91,6.08,7547,2020-08-05,0
11232,Sunset Park,Brooklyn,608,2150.61,28271.09,42,148.56,12.52,4858,2020-08-05,1
11233,Bedford-Stuyvesant (East)/Ocean Hill-Brownsville,Brooklyn,1403,1944.68,72145.54,136,188.51,13.34,10519,2020-08-05,2
11234,Bergen Beach/Flatlands/Marine Park/Mill Basin,Brooklyn,2391,2508.79,95304.8,195,204.61,15.78,15148,2020-08-05,2
11235,Brighton Beach/Manhattan Beach/Sheepshead Bay,Brooklyn,2221,2792.3,79540.14,300,377.17,14.3,15532,2020-08-05,6
11236,Canarsie,Brooklyn,2944,3039.85,96846.99,298,307.7,18.31,16078,2020-08-05,7
11237,Bushwick/East Williamsburg,Brooklyn,1093,2156,50695.72,114,224.87,11.29,9678,2020-08-05,2
11238,Clinton Hill/Prospect Heights,Brooklyn,874,1618.05,54015.79,104,192.54,6.94,12585,2020-08-05,2
11239,East New York,Brooklyn,557,4487.1,12413.37,89,716.97,15.96,3490,2020-08-05,1
11354,Flushing/Murray Hill,Queens,1368,2464.05,55518.32,296,533.16,11.77,11622,2020-08-05,3
11355,Flushing/Murray Hill/Queensboro Hill,Queens,1535,1918.41,80013.97,168,209.96,11.75,13068,2020-08-05,2
11356,College Point,Queens,619,2654.06,23322.74,42,180.08,15.31,4044,2020-08-05,1
11357,Whitestone,Queens,887,2218.86,39975.56,105,262.66,12.7,6984,2020-08-05,1
11358,Auburndale/Murray Hill,Queens,623,1752.88,35541.5,43,120.99,9.98,6240,2020-08-05,0
11360,Bayside (North),Queens,337,1786.55,18863.17,27,143.14,9.4,3584,2020-08-05,1
11361,Bayside (North)/Bayside (South),Queens,487,1741.03,27971.99,57,203.78,10.45,4662,2020-08-05,0
11362,Douglaston-Little Neck,Queens,348,1961.89,17738.01,36,202.95,11.47,3035,2020-08-05,1
11363,Douglaston-Little Neck,Queens,107,1494.62,7159.03,5,69.84,9.7,1103,2020-08-05,1
11364,Bayside (South)/Oakland Gardens,Queens,491,1420.61,34562.6,35,101.27,9.44,5202,2020-08-05,0
11365,Auburndale/Fresh Meadows/Pomonok/Utopia,Queens,922,2093.04,44050.79,67,152.1,12.6,7318,2020-08-05,1
11366,Fresh Meadows/Hillcrest,Queens,412,2990.41,13777.39,28,203.23,16.79,2454,2020-08-05,1
11367,Kew Gardens Hills/Pomonok,Queens,1129,2685.59,42039.24,67,159.37,14.6,7733,2020-08-05,2
11368,Corona/North Corona,Queens,4990,4471.56,111594.1,444,397.87,20.22,24680,2020-08-05,6
11369,Airport/East Elmhurst,Queens,1712,4695.27,36462.23,179,490.92,20.96,8167,2020-08-05,3
11370,Jackson Heights/Rikers Island,Queens,1412,4310.31,32758.65,64,195.37,19.9,7096,2020-08-05,0
11372,Jackson Heights,Queens,2745,4387.59,62562.88,257,410.79,17.41,15768,2020-08-05,4
11373,Elmhurst,Queens,3452,3716.79,92875.81,296,318.71,16.73,20633,2020-08-05,3
11374,Rego Park,Queens,1149,2732.62,42047.63,99,235.45,14.58,7882,2020-08-05,1
11375,Forest Hills,Queens,1530,2168.58,70552.99,181,256.54,12.48,12262,2020-08-05,2
11377,Woodside,Queens,2448,2831.09,86468.55,195,225.52,13.52,18110,2020-08-05,2
11378,Maspeth,Queens,797,2303.9,34593.45,74,213.91,12.69,6281,2020-08-05,0
11379,Middle Village,Queens,873,2411.9,36195.55,98,270.75,13.04,6693,2020-08-05,0
11385,Glendale/Ridgewood,Queens,2386,2318.08,102929.91,142,137.96,13.77,17325,2020-08-05,5
11411,Cambria Heights,Queens,722,3522.94,20494.26,50,243.97,20.65,3497,2020-08-05,0
11412,St. Albans,Queens,1309,3326.82,39346.92,92,233.82,19.52,6706,2020-08-05,0
11413,Laurelton/Rosedale,Queens,1397,3200.61,43647.97,103,235.98,19.78,7064,2020-08-05,3
11414,Hamilton Beach/Howard Beach/Lindenwood,Queens,852,3014.27,28265.56,63,222.89,18.1,4707,2020-08-05,1
11415,Kew Gardens,Queens,561,2916.67,19234.25,51,265.15,15.04,3731,2020-08-05,1
11416,Ozone Park,Queens,764,2870.62,26614.42,55,206.65,18.46,4138,2020-08-05,1
11417,Ozone Park,Queens,933,2983.63,31270.63,47,150.3,16.97,5499,2020-08-05,0
11418,Richmond Hill,Queens,1190,3122.94,38105.16,106,278.18,17.73,6710,2020-08-05,-1
11419,Richmond Hill/South Ozone Park,Queens,1292,2540.87,50848.81,98,192.73,19.17,6740,2020-08-05,3
11420,South Ozone Park,Queens,1451,2996.96,48415.71,107,221,19.24,7542,2020-08-05,1
11421,Woodhaven,Queens,1278,3027.76,42209.49,103,244.02,17.99,7104,2020-08-05,3
11422,Rosedale,Queens,1061,3146.35,33721.62,67,198.69,18.92,5607,2020-08-05,2
11423,Hollis/Holliswood,Queens,1139,3554.8,32041.14,105,327.7,19.99,5697,2020-08-05,0
11426,Bellerose,Queens,523,2568.35,20363.28,34,166.97,16.69,3133,2020-08-05,1
11427,Bellerose/Hollis Hills/Holliswood,Queens,830,3575.68,23212.38,51,219.71,17.96,4622,2020-08-05,0
11428,Queens Village,Queens,705,3647.66,19327.45,54,279.4,20.15,3499,2020-08-05,1
11429,Queens Village,Queens,1019,3634.57,28036.33,75,267.51,19.42,5246,2020-08-05,0
11432,Hillcrest/Jamaica Estates/Jamaica Hills,Queens,1946,3079.34,63195.4,254,401.93,17.58,11067,2020-08-05,1
11433,Jamaica,Queens,1013,2811.1,36035.76,79,219.23,17.54,5777,2020-08-05,1
11434,Airport/South Jamaica/Springfield Gardens/St. Albans,Queens,2220,3287.13,67536.11,197,291.7,18.86,11771,2020-08-05,2
11435,Briarwood/Jamaica,Queens,1732,3003.62,57663.84,150,260.13,17.61,9836,2020-08-05,0
11436,South Jamaica/South Ozone Park,Queens,576,2768.24,20807.42,46,221.07,18.5,3113,2020-08-05,2
11691,Edgemere/Far Rockaway,Queens,2585,3991.72,64759.02,372,574.44,17.08,15131,2020-08-05,5
11692,Arverne/Edgemere,Queens,677,3364.77,20120.24,93,462.22,15.39,4399,2020-08-05,0
11693,Arverne/Broad Channel,Queens,348,2810.7,12381.27,29,234.22,16.35,2128,2020-08-05,0
11694,Belle Harbor-Neponsit/Rockaway Park,Queens,768,3772.88,20355.78,88,432.31,17.43,4406,2020-08-05,0
11697,Breezy Point,Queens,111,3138.53,3536.69,4,113.1,7.73,1436,2020-08-05,0
10001,Chelsea/NoMad/West Chelsea,Manhattan,429,1820.65,23563.03,25,106.1,6.7,6400,2020-08-06,4
10002,Chinatown/Lower East Side,Manhattan,1265,1648.09,76755.41,160,208.45,9.55,13246,2020-08-06,8
10003,East Village/Gramercy/Greenwich Village,Manhattan,516,959.08,53801.62,34,63.2,5.02,10288,2020-08-06,0
10004,Financial District,Manhattan,39,1068.32,3650.61,1,27.39,5.6,696,2020-08-06,0
10005,Financial District,Manhattan,86,1024.28,8396.11,2,23.82,5.23,1643,2020-08-06,1
10006,Financial District,Manhattan,38,1098.97,3457.77,0,0,5.19,732,2020-08-06,0
10007,TriBeCa,Manhattan,70,848.51,8249.73,3,36.36,4.1,1707,2020-08-06,0
10009,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,809,1377.07,58747.99,69,117.45,6.81,11873,2020-08-06,3
10010,Flatiron/Gramercy/Kips Bay,Manhattan,313,966.89,32371.86,19,58.69,4.56,6861,2020-08-06,2
10011,Chelsea,Manhattan,599,1210.09,49500.52,43,86.87,5.57,10756,2020-08-06,1
10012,Greenwich Village/SoHo,Manhattan,197,821.48,23981.2,9,37.53,4.59,4295,2020-08-06,0
10013,Hudson Square/Little Italy/SoHo/TriBeCa,Manhattan,314,1081.6,29031.09,21,72.34,4.88,6429,2020-08-06,3
10014,Hudson Square/Meatpacking District/West Village,Manhattan,367,1182.23,31043.16,29,93.42,5.14,7141,2020-08-06,2
10016,Kips Bay/Murray Hill/NoMad,Manhattan,802,1526.91,52524.35,49,93.29,6.57,12216,2020-08-06,2
10017,East Midtown/Murray Hill,Manhattan,163,1010.71,16127.22,8,49.61,4.91,3322,2020-08-06,0
10018,Hell's Kitchen/Midtown Manhattan,Manhattan,251,2633.39,9531.44,5,52.46,7.14,3515,2020-08-06,3
10019,Hell's Kitchen/Midtown Manhattan,Manhattan,680,1673.58,40631.45,42,103.37,6.64,10246,2020-08-06,5
10021,Lenox Hill/Upper East Side,Manhattan,617,1396.7,44175.61,64,144.88,5.97,10328,2020-08-06,0
10022,East Midtown,Manhattan,386,1272.47,30334.8,32,105.49,5.55,6958,2020-08-06,3
10023,Lincoln Square,Manhattan,629,1043.55,60274.81,54,89.59,5.15,12220,2020-08-06,2
10024,Upper West Side,Manhattan,806,1405.71,57337.68,75,130.8,6.32,12751,2020-08-06,1
10025,Manhattan Valley/Morningside Heights/Upper West Side,Manhattan,1490,1613.72,92333.47,176,190.61,6.83,21805,2020-08-06,0
10026,Central Harlem (South),Manhattan,725,1858.12,39018.03,47,120.46,10.18,7121,2020-08-06,1
10027,Central Harlem (South)/Morningside Heights/West Harlem,Manhattan,1151,1808.87,63631.04,113,177.59,9.65,11933,2020-08-06,4
10028,Upper East Side/Yorkville,Manhattan,523,1063.98,49155.08,33,67.13,5.55,9423,2020-08-06,1
10029,East Harlem,Manhattan,1957,2482.19,78841.52,212,268.89,12.01,16289,2020-08-06,5
10030,Central Harlem (North),Manhattan,559,1906.42,29321.91,56,190.98,11.31,4944,2020-08-06,0
10031,Hamilton Heights/West Harlem,Manhattan,1464,2417.56,60556.93,132,217.98,12.01,12185,2020-08-06,5
10032,Washington Heights (South),Manhattan,1698,2761.31,61492.57,174,282.96,13.08,12978,2020-08-06,2
10033,Washington Heights (North)/Washington Heights (South),Manhattan,1472,2486.05,59210.43,121,204.36,13.02,11306,2020-08-06,3
